a,b
443.9,31.4
229.24,268.77
660.12,399.42
914.92,574.63
538.51,281.05
895.98,554.42
427.73,409.98
877.76,306.19
377.08,524.53
449.14,149.51
993.45,892.02
229.38,408.47
395.47,599.97
264.93,934.28
686.83,259.36
558.9,635.82
649.47,933.66
476.11,739.34
392.4,684.71
691.93,566.09
148.41,491.81
603.61,893
535.66,44.97
136.51,667.42
681.28,315.78
5.39,178.25
794.09,691.76
117.94,304.89
203.65,167.23
244.57,376.43
210.58,41.69
342.67,499.42
415.49,923.05
542.34,850.87
793.87,633.24
424.3,607.74
457.43,357.29
796.75,89.47
676.55,383.14
261.3,96.98
687.23,383.49
475.15,661.06
565.84,482.61
933.59,643.78
565.29,268.6
934.52,200.44
619.33,569.25
622.36,764.84
760.15,341.71
340.91,426.93
41.45,508.96
492.36,249.1
315.98,816.43
433.44,219.69
886.31,950.67
349.02,535.01
287,138.79
624.27,142.36
575.97,141.32
273.59,273.99
971.16,518.9
626.74,880.17
813.6,823.17
649.75,69.65
863.81,788.05
367.33,751.91
383.43,931.74
820.65,323.74
957.34,901.55
378.23,665.17
592.63,92.34
881.67,882.43
601.39,682.5
379.92,894.87
523.54,688.76
233.52,44.15
403.05,990.11
537.95,988.73
623.24,159.63
629.82,857.89
390.08,863.07
924.24,479.25
368.37,890.12
207.72,232.38
726.57,160.75
780.29,218.63
124.5,460.14
377.9,815.4
461.23,394.39
707.46,161.54
975.08,976.25
497.25,911.25
278.32,597.67
758.37,709.69
481.15,304.71
498.12,286.76
604.02,944.84
751.25,444.54
276.55,364.19
354.03,121.43
440.3,42.87
401.09,898.84
535.93,350.64
490.5,441.01
893.18,483.66
125.2,895.55
961.35,679.94
746.37,621.58
375.26,646.32
360.94,242
128.7,174.2
830.2,936.39
431.16,519.98
61.24,19.83
987.76,190.13
690.8,503.18
877.62,393.78
976.56,615.93
629.9,36.34
303.78,313.06
97.84,245.06
437.63,654.67
377.23,721.02
501.71,423.7
702.08,928.26
730.57,499.61
26.86,719.59
274.33,159.4
983.42,45.19
919.95,37.4
324.56,935.55
919.72,779.62
516.47,556.86
79.86,100.38
762.46,503.15
812.17,456.99
203.94,110.84
112.14,73.12
712.83,817.93
659.21,236.23
932.79,484.39
291.86,87.08
565.87,1.78
723.75,857.64
829.38,74.47
786.29,915.56
838.31,799.35
34.86,987.03
933.1,268.78
830.55,248.85
801.07,368.72
786.17,747.86
606.9,237.36
939.1,403.15
333.53,445.71
986.9,693.74
77.64,104.83
740.4,594
480.32,802.92
248.55,16.5
329.3,291.32
978.85,504
964.8,866.79
219.28,483.65
873.88,100.9
987.32,617.96
307.35,280.01
524.64,746.91
350.29,79.16
342.66,17.28
160.46,107.34
620.79,236.49
643.57,544.27
288.82,560.42
452.08,260.51
109.47,7.6
887.71,753.34
486.23,822.55
827.05,233.05
430.11,415.15
939.74,138.07
587.91,58.85
219.11,85.5
749.05,854.74
436.83,329.83
394.56,48.37
356.96,483.14
409.59,651.56
165.2,972.32
579.4,685.33
146.11,202.11
963.53,660.87
454.47,323.92
724.37,877.85
842.55,392.24
690.44,818.33
497.62,40.04
437.47,875.11
597.99,531.11
634.8,995.92
409.27,355.63
595.13,685.3
242.71,784.29
978.39,908.52
591.29,239.68
799.41,398.42
820.49,336.84
936.75,959.54
545.07,977.87
235.41,805.68
994.2,369.26
344.98,83.58
240.18,288.43
555.94,375.31
153.41,195.01
492.24,156.32
684.21,481.68
225.23,248.16
840.42,55.74
680.33,312.97
805.82,436.16
284.44,366.94
834.16,338.84
924.11,881.06
675.84,948.19
104.06,60.04
863.45,384
224.21,271.55
469.19,499.55
376.16,142.37
686.83,25.96
786.19,556.52
233.58,26.01
778.5,96.36
47.7,287.37
776.32,353.82
890.1,721.48
723.71,220.33
320.1,145.08
878.18,600.02
288.84,641.04
856.42,597.53
454.96,45.56
671.03,786.58
381.06,679.4
459.24,106.91
892.41,940.92
605.57,531.63
181.21,529.69
553.22,760.87
531.56,613.55
13.07,119.39
987.73,937.27
766.16,446.11
616.35,645.47
869.09,657.82
357.86,953.01
399.12,695.69
730.01,157.37
173.06,858.43
334.75,240.82
636.32,328.62
933.46,280.92
571.87,948.64
837.02,742.08
23.95,646.54
39.16,774.92
288.04,443.27
325.61,744.01
459.76,169.04
18.18,838.15
828.64,827.91
765.41,40.38
368.29,552.09
2.88,132.11
280.86,902.55
561.79,384.43
171.81,238.98
861.38,140.07
459.02,20.05
750.85,92.62
65.24,481.29
291.06,135.86
413.36,623.59
368.64,598.89
133.51,171.96
904.78,720.54
948.24,522.77
334.1,44.32
222.03,627.87
308.05,607.63
573.83,586.7
573.08,628.27
934.81,372.53
251.76,572.6
819.5,482.96
245.75,821.8
704.11,883.41
527.36,289.41
91.33,633.16
370.79,475.06
861.14,653.05
582.06,849.26
504.98,394.64
350.53,122.54
450.17,996.65
41.04,277.74
402.16,733.75
713.31,717.65
13.62,95.53
559.02,249.97
84,490.77
216.56,68.72
861.21,796.54
877.02,274.53
210.17,935.62
339.57,766
573.76,650.62
