a,b
490.67,1.21
388.53,601.49
861.62,508.16
479.13,457.64
146.21,68.65
934.95,387.95
251.93,610.36
327.64,807.86
405.57,584.78
828.13,286.74
282.55,437.46
638.91,168.04
906.38,376.1
948.98,566.35
28.65,436.98
684.49,823.2
917.43,774.51
960.95,414.2
961.39,419.79
548.19,599.35
83.65,856.91
280.28,413.77
564.6,158.36
558.84,372.8
435.79,879.39
257.36,41.34
869.34,800.27
590.52,134.48
97.39,282.24
491.49,763.46
560.35,655.23
527.28,996.91
450.94,89.03
196.05,215.13
698.98,381.5
222.52,705.87
786.22,469.69
562.56,666.35
888.9,203.64
910.77,570.06
676.79,128.19
237.66,539.75
330.81,535.55
146.38,611.17
530.04,555.66
33.56,511.6
945.28,30.01
148.61,463.25
307.46,169
313.68,3.1
34.58,609.2
123.56,650.45
848.87,254.18
611.99,924.77
339.94,805.79
887.89,148.52
866.44,409.44
467.75,32.95
824.37,829.81
486,975.52
152.18,201.33
498.49,837.18
489.95,67.92
346.61,333.53
179.71,768.86
634.99,134.86
880.77,201.81
812.4,717.21
511.11,762.17
218.73,644.88
609.15,265.94
985.88,568.48
499.7,159.82
659.1,893.89
753.96,581.62
290.59,384.25
426.37,494.9
174.31,610.75
915.98,360.25
835.76,700.66
726.92,360.98
115.96,10.36
926.98,471.98
833.44,751.13
163.11,651.63
392.18,498.21
634.01,631.06
13.84,342.97
612.93,41.32
336.09,282.16
118.89,177.71
388.67,387.32
22.01,335.44
920.97,697.96
768.5,229.19
341.74,303.68
817.32,589
9.61,773.85
930.55,143.07
681.56,591.32
162.42,528.73
763.29,710.44
650.99,392.55
417.85,75.06
627.54,953.07
133.88,956.99
266.06,359.46
949.08,242.29
95.21,574.32
680.6,149.67
745.32,420.56
971.26,961.93
85.34,82.92
283.61,290.37
299.96,150.02
650.97,611.37
965.85,634.15
642.27,599.33
487.94,316.33
197.13,852.69
247.09,808.36
131.91,209.74
935.18,672.49
281.44,385.04
687.73,169.29
509.21,869.01
27.63,962.53
260.91,540.43
929.17,619.7
366.03,3.1
292.23,30.65
136.02,927.86
94.5,192.61
707.68,975.37
669.76,831.52
247.98,611.88
671.79,497.9
507.09,917.69
918.42,553.16
222.07,55.16
67.39,594.15
886.62,225.11
484.72,519.67
749.26,654.71
920.17,718.68
516.42,594.78
275.69,347.4
611.24,97.1
927.13,307.17
605.42,527.6
732.82,89.84
165.99,984.14
585.96,742.8
168.69,508.1
293.48,615.42
344.54,995.27
261.21,105.58
414.45,72.19
763.04,35.59
243.79,260.81
872.45,827.67
750.29,209.04
607.24,236.5
125.71,253.27
193.39,294.34
481.01,877.05
509.74,607.61
78.93,432.73
836.4,629.8
950.97,716.7
632.61,660.34
379.49,719.21
553.62,71.88
267.35,881.47
93.77,524.48
115.91,976.02
646.69,331.4
690.18,99.51
12.35,983.28
243.51,287.05
602.98,725.26
484.52,705.01
768.82,712.4
478.57,862.76
869.93,501.3
338.3,725.7
240.43,303.11
104.44,482.16
819.73,422.21
450.87,308.76
404.69,967.05
559.88,43.89
55.5,469.39
25.43,738.89
990.3,255.47
584.55,889.34
990.34,448.01
91.51,520.73
20.74,810.95
926.93,440.81
29.86,716.74
686.82,734.13
924.55,502.42
944.95,438.44
176.02,162.12
182.9,270.4
182.08,714.77
795.27,334.92
555.52,787.57
245.28,460.4
354.92,340.37
779.17,596.66
47.09,6.75
861.72,340.99
991.54,328.03
340.37,929.7
104.52,883.17
713.17,791.99
664.85,730.12
721.86,656.14
792.51,629.65
252.14,962.27
172.07,297.45
511.02,78.25
460.8,70.06
82.68,726.71
766.46,344.76
864.07,43.3
965.91,666.26
6.72,482.35
421.21,377.75
692.92,149.66
596.31,196.39
100.43,787.52
716.51,535.22
330.7,939.61
584.45,46.04
218.65,19.76
49.44,785.52
989.06,188.75
193.5,446.63
26.2,807.69
258.55,832.33
415.27,3.86
465.22,423.47
474.36,164.35
200.93,1000.12
356.35,657.93
16.86,839.31
782.73,782.41
696.02,710.78
744.32,583.83
318.44,294.7
531.8,855.78
516.25,432.99
674.7,318.39
839.03,530.2
398.97,103.24
558.83,954.15
392.98,598.51
112.11,216.05
907.46,903.89
791.1,547.46
510.59,414.35
744.67,127.39
282.77,60.69
121.88,712.33
904.56,28.93
958.45,610.18
917.77,439.15
372.38,864.02
380.69,361.4
499.08,223.49
326.1,906.65
806.09,638.28
567.28,156.44
26.46,949.48
604.34,766.1
903.32,89.79
495.45,395.77
873.2,142.2
530,625.02
668.73,746.38
587.74,754.32
788.21,570.24
389.69,755.37
305.14,776.63
983.57,77.32
669.51,188.25
656.38,109.16
670.88,489.17
974.12,349.08
177.82,908.87
380.04,536.53
864.26,646.91
385.35,529.35
651.28,836.22
390.47,564.61
547.35,880.52
336.47,731.91
243.92,44.56
195.78,305.46
873.26,970.67
377.98,355.66
868.83,829.43
433.79,160.23
380.92,66.59
995.87,886.16
748.46,552.94
469.7,679.21
674.13,706.9
922.7,163.34
283.1,91.54
971.3,550.37
467.3,652.46
303.9,779.2
492.84,592.34
560.72,772.15
415.73,196.56
237.51,352.55
386.1,191.37
32.66,593.92
182.55,836.48
999.24,344.88
956.45,964.22
450.62,61.65
