a,b
136.38,258.73
473.51,751.53
258.87,263.29
465.84,566.69
479.33,660.62
585.32,485.33
640.8,36.78
138.26,925.81
447.01,645.48
737.36,603.55
714.72,382.54
21.52,135.13
587.91,387.17
885.36,223.32
531.43,408.6
149.39,888.9
373.87,21.91
755.52,446.32
562.55,940.43
520.86,592.14
842.13,485.1
909.12,527.66
130.73,921.43
968.5,42.76
845.38,100.65
666.93,225.97
286.66,88.58
448.7,143.01
931.29,922.91
993.12,880.92
803.99,746.92
929.35,195.11
70.31,945.89
358.66,588.86
382.48,927.66
401.72,72.93
652.55,516.83
326,263.29
755.48,167.28
250.28,515.83
70.08,175.86
790.75,168.55
663.23,665.2
386.19,840.28
971.53,371.86
344.87,470.66
870.72,709.3
93.15,47.69
555.08,931.52
587.11,460.73
704.06,661.75
359.66,960.91
966.98,714.78
682,568.73
52.86,187.85
226.47,623.35
691.93,705.21
33.34,212.29
285.8,7.37
232.35,843.94
887.09,711.97
739.01,490.89
325.98,252.05
736.77,347.11
397.35,601.83
163.15,257.4
881.36,79.9
728.72,950.29
223.45,38.9
1000.95,401.79
906.75,252.14
878.44,802.57
613.06,614.15
99.21,475.5
289.43,185.57
764.15,826.72
13.2,590.56
733.05,52.18
943.85,491.77
413.9,801.12
70.19,632.06
477.08,405.92
439.9,889.71
994.55,867.62
456.25,889.54
833.04,165.09
55.55,452.54
401.62,247.92
781.32,320.57
739.95,907.38
871.99,590.55
11.71,739.49
50.07,286
187.19,484.94
509.22,825.92
478.93,993.33
664.95,625.57
31.05,918.88
72.8,540.16
191.3,148
753.14,106.4
24.15,493.28
286.18,266.05
924.37,82.98
23.86,236.06
579.88,118.16
652.39,540.13
391.33,79.83
451,776.66
309.06,757.7
348.71,462.34
377.48,339.09
155.37,221.1
802.66,791.74
448.04,566.3
687.41,519.5
125.02,34.63
193.53,301.01
401.15,253.51
944.64,184.31
854.17,115.82
347.31,525.88
981.78,269.78
625.55,137.91
73.73,838.53
534.61,891.4
780.66,533.34
668.63,883.7
964.87,788.5
947.51,161.82
734.47,944.82
482.82,749.13
487,23.89
251.33,705.3
118.74,620.51
509.48,337.9
514.02,746.79
722.56,986.66
409.46,206.24
711.1,170.72
225.77,841.86
88.37,652.1
632.44,202.11
648.5,467.53
304.76,233.1
939.07,585.05
929.68,631.64
317.75,313.35
29.99,92.33
887.12,982.32
867.09,637.07
915.49,280.59
284.02,666.11
178.62,135.36
31.14,129.8
524.19,542.89
319.9,813.22
433.3,21.08
991.3,167.72
790.54,586.52
650.35,705.39
398.78,823.25
929.83,396.76
933.38,6.72
337.02,61.53
257.73,800.82
444.72,953.48
462.29,441.79
311.9,124.61
551.06,527.72
337.43,763.76
536.45,494.22
137.18,721.4
874.22,338.3
883.8,176.55
986.61,352.64
73.75,272.95
302.85,697.54
65.68,66.66
304.45,263.45
243.51,176.79
646.53,493.5
202.72,407.71
121.18,661.81
777.11,133.98
11.6,516.71
769.63,655.18
688.45,355.16
556.01,354.54
223.15,383.5
351,730.86
335.03,417.96
320.47,280.26
129.73,925.14
467.75,322.59
173.58,778.07
327.89,588.56
89.3,407.04
161.78,942.18
839.47,111.56
905.09,966.76
257.58,472.61
901.57,31.87
848.98,30.28
995.82,902.96
130.53,337.19
241.17,615.51
534.9,60.19
595.23,326.39
206.08,922.64
942.3,195.17
148.17,499.84
602.19,567.01
965.61,52.79
661.15,658.16
806.87,700.89
587.83,448.54
166.04,284.95
443.93,59.67
108.09,333.7
877.03,249.97
659.02,386.52
655.68,421.11
617.75,343.74
146.19,375.19
971.13,868.46
906.79,570.82
950.3,430.71
777.17,73.84
359.27,6.92
797.85,367.11
591.43,711.01
261.43,132.51
374.42,272.68
789.37,635.16
220.62,642.37
21.65,105.72
595.15,576.14
453.44,904.81
860.87,720.58
116.88,514.52
987.61,864.5
838.62,885.75
238.12,248.92
646.67,802.87
700.85,586.58
514.16,708.15
497.25,395.5
185.93,828.51
189.5,714.83
682.27,423.18
760.68,865.88
544.96,947.39
526.7,334.96
330.2,650.24
689.53,519.17
524.78,307.84
970.49,240.21
266.45,781.93
593.3,485.84
299.52,758.58
121.18,515.49
856.27,735.2
34.34,75.68
382.69,170.63
270.71,541.18
16.69,280.83
45.87,61.61
262.16,248.83
30.27,768.21
950.06,337.78
967.17,361.4
947.78,456.99
943.64,224.62
944.99,7.8
100.96,64.55
18.77,535.38
53.15,40.25
526.08,463.75
969.25,450.64
815.16,646.6
752.53,694.49
526.96,563.88
600.81,942.89
844.99,17.83
723.27,526.25
559.74,130.12
622.63,255.69
539.69,859.63
492.67,917.11
202.33,86.43
291.99,563.32
640.82,21.32
414.58,135.26
375.28,490.38
882.78,103.79
372.28,363.19
23.84,279.43
278.2,551.92
503.09,353.29
592.44,620.22
768.87,651.02
519.67,403.24
851.11,832.42
148.09,491.74
153.3,693.06
939.38,890.83
264.3,808.39
395.93,744.77
927.31,692.67
341.22,616.76
822.69,59.81
840.69,832.71
139.05,862.96
4.31,33.77
227.78,441.87
517.25,250.06
913.39,499.95
686.25,837.92
145.39,850.57
882.95,607.4
957.16,739.68
399.22,971.71
780.2,298.99
788.09,646.16
984.32,216.09
663.29,860.35
437.18,371.69
461.24,995.19
350.86,132.24
73.2,107.03
495.75,202.34
140,430
99.73,154.82
958.58,21.48
884.93,366.87
802.36,112.55
387.78,849.15
439.16,685.15
742.98,946.71
316.67,493.55
781.63,814.17
934.67,22.68
193.06,705.24
364.47,225.87
566.69,628.07
535.94,950.73
867.78,449.14
706.78,81.95
281.26,134.17
315.87,819.26
961.85,642.79
339.48,900.84
414.46,889.86
31.61,644.91
275.07,731.64
35.96,536.23
520.27,786.1
947.43,425.03
555.56,66.74
60.3,55.82
445.43,399.49
540.08,958.44
362.86,945.41
112.54,94.92
757.08,472.64
563.64,220.47
928.28,455.04
817.51,578.22
948.42,428.33
573.9,609.65
205.94,983.11
18.09,594.96
832.9,840.38
448.05,724.92
963.98,183.39
173.08,589.64
408.29,625.01
847.54,692.77
122.24,24.33
783.14,589.6
133.16,101.86
957.49,755.18
46.66,93.22
559.34,694.24
418.53,556.65
582.74,490.48
519.58,985.52
798.7,275.52
