a,b
754.36,760.61
649.15,367.09
626.74,198.72
378.27,317.97
416.29,983.37
54.65,366.3
710.49,330.43
361.57,255.81
69.29,2.66
332.63,736.44
780.29,240.31
617.92,262.15
551.93,30.23
865.54,281.23
695.9,194.76
355.67,315.11
195.76,580.41
979.53,610.91
281.47,405.88
932.39,25.9
487.6,84.87
622.38,114.49
611.94,533.31
55.89,632.03
14.3,571.94
335.01,112.3
344.34,161.39
539.83,186.44
952.67,792.17
369.91,341.79
806.38,838.22
984.2,825.89
360.22,736.84
342.75,169.89
3.36,362.93
672.89,644.94
6.47,214.46
513.7,611.8
737.91,528.73
377.3,159.31
540.7,685.74
284.19,258.97
24.58,600.67
316.87,44.3
927.69,646.09
875.86,2.48
366.5,618.17
433.69,851.72
963.8,101.73
740.41,511.81
475.97,368.07
762.06,626.09
797.91,691.12
667.41,814.8
206.06,418.85
119.18,204.95
282.67,954.73
968.41,750.95
701.46,269.02
14.73,254.11
301.25,681.09
227.86,332.89
8.95,636.79
612.97,862.67
583.31,203.02
629.01,663.87
846.61,71.49
541.5,685.39
446.07,601.65
334.91,277.93
186.01,118.58
79.1,285.36
363.02,881.61
108.87,339.85
476.06,142.15
809.77,994.84
153.99,953.91
79.64,511.55
116.94,409.92
292.84,169.61
948.78,886.33
424.15,737.77
114.2,468.26
292.03,267.53
736.07,742.22
49.01,906.2
132.79,733.4
58.3,855.03
824.33,436.69
473.9,900.92
499.65,692.74
576.14,517.98
157.24,391.68
937.99,678.62
845.56,951.11
762.59,93.85
912.45,555.4
974.87,415.46
52.52,727.7
926.92,654.14
725.09,101.59
105.59,880.02
683.36,349.12
424.75,265.57
846.03,189.37
446.04,508.54
583.29,970.94
519,594.2
159.51,339.22
813.54,468.69
407.24,406
894.8,25.45
233,727.92
710.15,283.74
243.04,167.46
164.8,425.88
607.87,946.12
691.05,800.95
863.3,954.99
128.23,584.63
99.8,392.42
204.47,991.14
649.59,75.59
209.07,557.17
206.91,922.24
769.71,469.86
870.46,799.02
461.01,425.93
888.55,757.3
248.25,548.01
153.74,747.37
563.99,289.86
255.6,27.5
625.88,949.09
845.53,512.39
234.69,404.54
225.31,252.8
721.61,756.93
263.04,696.89
358.02,907.56
749.69,644.16
553.95,61.22
452.57,4.78
590,134.97
548.32,437.44
473.99,279.71
71.92,867.55
542.19,911.42
142.3,295.28
787.49,601.51
149.37,860.24
971.25,677.71
27.14,337.03
473.14,646.99
632.29,182.49
79.46,644.1
692.26,907.85
375.14,805.66
301.06,924.98
934.23,971.4
403.32,439.4
569.12,931.5
407.85,632.79
916.45,717.16
608.51,820.43
974.71,687.68
609.13,973.27
749.17,577.99
374.89,54.39
852.6,134.87
522.16,536.96
396.61,168.65
489.56,263.74
389.58,269.96
959.87,921.77
323.84,321.67
506.5,579.24
678.5,545.88
975.48,304
78.18,69.76
943.26,246.07
656.37,341.16
553.56,618.81
703.18,963.07
459.34,74.45
40.43,285.37
802.62,694.88
905.7,416.21
733.48,410.85
866.17,730.29
731.17,1.03
494.37,149.86
93.62,324.74
384.6,34.6
929.14,252.27
88.33,216.69
935.13,883.54
376.13,361.67
919.66,428.11
76.51,491.48
321.61,562.93
580.07,294.48
713.64,995.8
943.12,330.54
250.68,768.54
9.58,944.07
582.43,852.83
617.31,236.29
233.86,107.63
325.84,975.61
380.11,301.64
61.96,740.39
964.02,613.29
388.07,334.31
233.96,142.66
969.45,955.45
465.59,211.48
957.32,461.67
225.51,944.65
229.43,339.52
925.44,37.62
622.92,626.96
446.83,540.53
895.13,970.48
662.4,67.42
543.93,657.65
230.78,25.56
685.53,688.56
91.72,615.9
308.68,272.77
390.66,372.43
321.69,154.21
560.87,1000.23
709.27,911.71
502.18,105.11
948.66,188.06
108.24,422.58
228.4,102.27
738.45,465.95
223.83,148.46
579.27,673.08
907.76,490.68
257.28,106.14
834.73,182.99
268.54,482.19
483.83,76.57
664.74,76.5
807.46,163.49
832.38,903.6
200.9,150.94
850.07,315.35
850.15,210.61
566.68,764.81
835.42,840.29
693.25,119.58
586.29,100.03
986.7,907.06
594.46,234.91
934.03,811.32
197.25,122.2
887.97,429.43
171.99,881.06
308.8,959.79
185.75,248.6
285.26,956.68
956.8,773.26
575.05,545.61
787.1,183.58
912.51,377.9
417.16,770.37
551.35,654.87
850.34,684.9
351.85,230.79
518.4,580.32
97.4,831.13
885.31,804.79
194.72,81.28
592.27,154.34
44.31,808.36
432.46,860.13
880.88,414.34
457.19,34.74
945.73,604.19
998.11,666.75
618.94,938.6
914.35,187.1
707.23,16.58
882.8,713.81
698.1,901.36
357.3,937.77
258.11,593.46
295.92,420.68
920.91,127.53
170.96,676.45
883.11,141.45
189.65,150.08
18.29,55.28
262.36,856.47
692.89,312.52
48.34,404.03
846.51,33.25
348.35,12.96
613.54,358.85
701.08,249.35
222.45,980.32
162.94,550.95
246.86,492.64
689.62,271.11
458.28,269.13
261.63,293.24
207.01,63.57
911.93,583.61
89.41,939.03
697.34,992.05
739.86,518.23
819.79,615.74
297.75,145.8
797.07,762.98
94.72,885.62
242.31,378.18
790.96,594.31
3.18,299.65
19.62,17.65
527.14,898.21
257.45,140.22
208.47,949.94
769.21,575.66
362.78,257.68
202.31,490.69
173.95,965.65
566.6,157.16
734.5,120.24
753.53,513.36
627.08,809.64
569.49,794.24
648.98,855.44
734.65,344.56
69.01,30.38
198.76,777
756.75,539.12
842.38,609.92
201.49,435.92
611.45,330.14
83.28,135.41
210.98,930.67
980.53,63.51
531,490.1
637.66,610.81
644.04,227.64
370.61,930.44
207.32,243.5
898.43,537.59
72.63,339.6
810.54,846.33
599.49,241.88
296.55,8.99
950.99,833.32
261.15,828.73
621.2,578.7
556.94,787.96
242.3,592.46
823.03,65.54
326.44,815.78
152.57,316.98
554.28,285.62
833.7,206.59
9.19,630.52
82.38,998.78
102.64,584.03
426.47,560.72
884.52,510.59
489.51,539.7
200.6,801.31
981.48,585.26
157.32,259.7
444,420.07
453.03,393.17
823.37,618.39
680.47,380.55
608.97,259.38
67.01,181.6
425.75,86.2
365.92,891.83
416.94,406.81
7.05,81.41
134.4,467.59
224.16,778.29
26.53,298.45
336.74,646.04
435.99,416.67
721.8,612.63
719.48,877.58
296.46,197.47
784.56,130.36
877.68,105.14
111.43,492.69
274.71,687.97
142.24,722.5
372.97,290.72
323.8,957.55
513.25,183.43
922.05,47.37
425.19,915.93
262.1,431.13
244.54,834.79
403.96,991.71
569.38,21.63
604.34,325.89
928.98,691.04
652.77,378.41
943.59,323
392.11,827.77
786.02,266.28
285.35,205.07
445.49,947.74
443.61,363.61
775.55,463.23
94.38,693.03
189.61,604.03
508.37,699.57
882.3,692.99
36.67,776.18
176.6,65.06
898.92,734.52
744.48,555.48
398.6,495.3
182.59,751.79
479.29,384.6
748.93,109.39
678.99,373.33
598.45,967
29.23,70.3
850.12,814.48
697.64,7.94
804.78,323.39
811.65,190.49
873.86,82.97
178.44,890.07
692.33,749.88
305.16,953.22
523.16,487.47
584.91,164.46
468.96,790.15
419.37,793
163.74,139.49
744.17,262.27
206.71,576.49
935.45,926.78
369.5,80.38
642.17,816.8
615.05,160.64
89.3,393.13
869,559.47
631.79,403.11
210.16,586.9
156.63,271.59
728.73,504.01
970.17,716.25
617.89,215.1
231.36,944.97
314.24,551.13
469.44,728.61
116.25,142.64
416.34,12.53
471.86,935
899.44,927.47
837.25,804.57
466.89,487.24
120.58,419.07
577.33,781.05
48.63,848.64
704.96,557.14
811.06,833.34
516.56,891.42
784.06,879.85
85.33,177.03
657.62,583.89
474.14,318.96
681.43,792.02
124.45,804.77
217.8,64.44
628.34,161.98
673.87,101.56
49.98,689.23
517.87,690.77
289.78,769.74
901.05,684.37
258.41,221.46
107.9,122.62
745.77,403.88
120.75,623.26
69.53,417.67
59.23,742.19
573.56,491.4
176.44,555.84
418.64,196.84
433.81,667.3
785.26,728.6
955.18,57.99
979.75,649.71
401.53,451.05
500.4,574.09
917.1,467.09
306.41,124.21
765.54,807.39
423.12,53.69
944.6,875.22
695.83,637.14
787.55,730.51
152.4,641.73
387.26,417.88
471.83,276.98
225.08,963.41
463.04,630.21
96.5,971.6
325.49,989.62
885.73,652.27
677.68,847.4
806.15,484.99
938.92,268.37
203.48,73.41
860.77,835.46
937.86,174.38
993.46,694.89
494.11,690.38
341.22,801.5
805.5,989.51
603.22,638.2
962.81,692.52
313.18,252.85
694.46,407.42
116.33,927.1
39.96,449.22
281.97,716.51
525.26,433.94
648.18,569.45
482.98,241.43
163.16,45.77
329.63,19.52
735.92,231.77
623,576.94
373.96,915.97
349.46,729.83
261.71,181.57
75.6,211.78
899.39,967.92
370.01,654.87
364.23,478.81
666.44,580.36
980.39,296.38
481.72,540.02
26.46,728.94
707.05,566.82
839.17,522.32
280.38,604.73
769.72,217.19
869.63,971.41
320.45,624.32
136.8,800.72
890.43,862.24
122.62,337.18
5.97,325.94
876.53,229.79
647.32,684.28
281.67,835.16
854.12,857.07
577.42,21.12
430.66,489.99
952.68,598.05
935.3,256.43
131.32,136.3
484.64,637.18
536.42,880.93
182.71,479.26
151.24,510.76
606.9,967.68
845.61,470.4
6.45,459.2
464.86,712.9
424.33,315.35
473.74,231.31
985.79,245.12
101.53,131.97
930.33,523.37
46.23,855.38
607.13,599.85
451.03,360.03
136.31,920.85
60.03,756.76
490.2,837.18
445.41,88.5
340.84,507.16
424,708.84
517.31,668.63
20.72,573.83
852.93,819.54
511.88,952.36
469.92,271.5
747.3,50.93
130.26,673.39
574.91,236.12
660.14,81.39
709.8,436.23
977.3,447.64
948.67,654.43
291.9,421.26
615.28,514.5
460.75,501.82
735.67,850.76
673.15,259.49
145.34,516.99
834.89,924.11
85.12,88.58
580.31,375.09
77.84,232.11
756.02,33.51
886.6,109.23
884,758.63
736.94,446.54
647.97,844.72
1000.67,156.08
391.82,696.03
344.1,251.08
434.61,503.02
437.97,147.22
309.05,118.38
504.53,826.35
433.63,371.23
735.81,342.58
716.09,237.93
555.07,234.99
173.51,846.44
868.16,620.03
328.66,733.87
433.06,60.08
879.69,771.87
430.07,860.97
107.23,679.69
138.05,332.81
45.12,213.76
900.3,800.62
795.16,82.1
587.49,337.55
616.92,80.8
41.39,783.53
175.03,266.79
899.47,65.04
132.97,224.88
412.34,438.55
319.04,92.3
367.36,172.75
141.52,860.59
964.92,701.91
377,445.25
127.12,446.69
784,979.3
484.16,885.51
273.6,478.22
16.74,517.45
218.68,82.88
823.01,138.35
570.64,963.36
948.42,865.98
277.84,179.25
789.12,223.28
555.25,448.31
86.23,221.93
687.61,162.31
287.02,488.95
319.35,439.78
396.05,263.03
858.43,776.69
50.51,602.96
15.68,934.81
315.23,50.13
97.08,758.94
842.02,844.02
141.2,484.89
163.11,409.7
548.62,109.8
469.82,926.29
783.64,686.07
681.64,932.84
854.7,118.42
115.14,98.44
390.65,418.6
470.38,950.92
944.01,422.32
760.93,597.41
175.66,418.34
463.69,513.58
177,533.17
688.94,581.35
852.48,500.74
208.09,537.78
779.41,140.94
531.01,699.37
636.62,794.84
414.67,496.63
908.54,912.27
411.52,11.52
546.87,458.45
62.11,278.25
148.17,247.37
170.67,238.46
858.59,144.04
74.26,764.86
223.75,402.36
588.9,219
594.6,58.73
395.1,524.05
736.59,560.88
586.48,299.08
339.62,15.96
840.21,371.13
5.32,620.22
735.6,717.21
435.73,506.1
554.48,262.54
206.23,653.14
702.43,678.14
940.66,7.84
889.78,605.42
809.63,123.06
329.89,242.02
440.75,102.27
621.68,592.54
732.11,478.33
51.75,90.44
162.99,398.49
615.04,57.86
349.34,725.02
423.16,316.01
225.19,31.36
230.01,442.11
308.83,937.53
847.82,865.31
215.01,378.25
