a,b
903.89,389.43
666.13,731.76
995.79,378.41
7.02,671.21
531.8,456.99
97.35,260.62
45.93,294.32
102.66,731.18
548.01,517.47
387.82,723.02
439.89,197.34
337.48,970.31
378.51,817.73
342.96,979.23
889.16,147.62
447.72,956.96
779.75,682.47
23.98,210.67
368.69,609.13
68.85,627.92
141.82,701.66
294.55,432.5
410.1,275.28
460.37,57.79
441.35,185.32
357.57,357.34
763.35,414.28
626.73,220.74
649.49,984.42
974.4,135.66
310.32,732.71
967.16,208.16
440.22,784.45
374.32,901.68
442.82,769.04
444.52,445.65
19.28,932.7
11.01,488.18
337.26,152.65
219.65,12.59
5.73,823.58
143.46,117.35
773.71,595.53
259.1,102.46
43.43,993.59
264.67,443.53
323.91,524.16
343.12,296.89
646.01,986.8
311.54,529.98
195.75,372.16
529.11,51.78
224.03,847.68
138.58,642.38
889,641.24
411.08,293.23
249.96,896.68
303.61,990.65
583.63,262.5
848.99,231.21
533.34,34.67
447.85,444.15
595.75,544.02
907.09,482.88
821.38,385.62
239.28,113.86
474.24,266.88
891.17,327.31
24.27,951.4
400.71,249.87
377.41,758.57
429.98,762.33
568.35,601.95
71.24,38.46
47.18,202.78
124.64,830.22
81.52,133.34
728.04,488.75
238.2,400.66
179.07,620.65
420.53,276.72
541.88,215.63
635.19,676.57
665.75,360.77
405.57,385.17
60.42,603.96
239.52,407.93
412.45,198.85
316.93,998.49
224.08,260.62
936.94,399.25
136.67,898.98
389.59,607.34
168.13,255.18
24.75,241.81
85.48,616.94
183.65,908.14
683.68,498.98
348.86,158.86
322.09,435.78
99.13,171.79
193.51,357.32
654.73,704.47
143.95,449.41
170.33,918.75
997.86,810.22
638.03,951.48
179.91,289.6
176.61,386.06
160.62,147.09
893.66,943.95
500.45,12.73
568.14,213
576.9,626.1
753.21,788.15
796.85,144.31
42.52,21.23
167.09,776.45
440.99,656.38
956.15,304.51
968.68,976.52
789.14,135.57
737.29,317.57
211.06,350.02
105.6,676.25
917.84,430.67
698.45,894.13
244.06,191.43
379.05,248.47
281.91,99.02
765.26,864.72
964.8,920.76
999.4,916.14
214.15,791.27
212.13,265.15
467.09,630.2
486.64,800.32
569.96,157.76
342.31,775.91
330.59,595.08
844.63,699.53
129.29,583.14
168.63,596.29
491.65,827.23
912.41,863.45
37.89,272.94
242.11,905.9
135.51,596.89
765.43,619.71
790.52,501.85
943.85,352.15
233.59,245.98
271.32,513.61
622.99,773.48
906.02,160.19
41.6,370.33
162.68,77.91
137.39,346.65
189.81,696.18
190.19,150.46
167.66,340.98
725.36,338.88
167.63,994.34
123.03,803.82
327.25,438.98
820.69,924.95
531.39,443.49
26.2,538.79
67.69,342
620.4,645.16
296.09,354.4
233.25,551.1
87.77,673.68
661.8,406
651.61,388.73
470.45,98.29
685.35,65.02
934.01,712.43
449.86,350.04
851.42,831.49
685.03,837.06
957.61,618.73
501.51,876.8
988.55,276.25
215.47,927.82
981.98,245.45
447.84,870.05
240.48,647.97
269.74,909.98
113.97,702.23
139.01,767.66
138.58,856.07
341.99,568.73
121.8,525.44
454.28,1000.65
456.77,294.02
832.07,76.29
731.45,483.56
330.29,562.63
165.04,247.83
4.8,314.52
964.88,112.76
456.03,962.89
801.48,334.38
755.9,123.81
912.11,73.37
657.96,195.02
148.05,129.05
249.79,938.05
903.61,45.42
460.95,635.45
424.1,648.85
92.25,446.34
580.68,683.13
223.38,471.96
745.51,600.04
609.74,132.25
762.25,16.57
653.91,667.79
60.23,996.83
154.19,377.61
507.88,239.84
658.63,592.56
221.47,79.26
146.12,965.88
400.44,18.06
1.68,322.23
459.88,238.01
968.94,603.6
464.38,81.53
524.06,607.91
927.53,606.03
189.31,794.98
556.9,670.56
567.04,288.89
380.18,822.05
758.89,573.77
190.22,123.74
916.17,954.91
906.93,662.22
803.98,557.94
620.78,733.11
644.3,313.78
947,588.66
933.65,758.92
884.17,367.12
595.97,606.14
606.91,562.06
325.36,946.09
709.2,583.96
221.37,236.28
589.33,520.32
379.38,119.83
775.38,369.05
599.79,859.84
123.67,400.73
776.27,64.11
550.84,543.84
266.83,15.23
498.23,314.72
402.82,762.21
949.96,866.64
86.33,234.52
781.48,365.12
821.78,793.27
488.56,145.57
867.32,732.9
826.66,63.93
114.91,68.52
38.37,552.63
568.42,532.32
131.58,576.97
190.99,608.33
92.81,106.14
637.07,985.83
111.33,196.79
151.21,769.74
410.34,765.01
648.07,548.47
845.31,809.25
27.37,117.68
652.56,197
594.82,448.13
881.93,275.73
687.61,220.86
588.99,853.53
150.33,953.69
983.28,492.07
62.83,969.86
638.99,723.67
590.42,955.66
954.7,655.08
194.33,991.56
641.92,450.47
323.2,537.14
684,327.7
326.69,145.21
685.67,632.28
529.77,692.18
659.49,96.53
935.96,780.49
931.09,405.8
932.66,231.98
273.33,888.32
809.69,52.68
747.75,422.12
417.49,220.9
211.19,470
567.89,611.79
252.47,71.91
252.78,328.6
804.93,297.12
854.55,357.52
951.32,886.19
708.7,504.43
343.71,329.09
146.3,490.26
495.46,673.39
404.01,969.49
66.88,846.23
344.17,402.94
779.05,691.66
536.21,5.37
847,882.34
365.74,344.75
517.48,152.85
174.86,533.08
799.66,68.82
580.58,58.95
666.18,675.72
43.1,749.97
228.35,199.2
902.71,664.55
674.96,925.93
794.26,627.27
473.11,508.15
21.95,171.69
652.54,825.16
775.18,489.47
22.16,342.01
866.64,42.99
797.63,925.07
45.19,789.44
941.5,606.72
179.71,779.38
370.58,88.69
417.45,76.28
821.42,724.72
188.56,908.24
153.39,338.63
505.85,789.53
861.35,121.65
359.8,518.7
711.02,916.55
481.54,160.61
126.25,740.83
852.9,440.54
861.78,288.71
536.72,342.9
700.1,293.13
968.59,554.17
629.56,786.62
135.84,870.32
969.09,183.71
730.4,166.15
165.02,611.59
889.11,916.27
829.49,242.06
314.78,263.14
423.06,108.72
89.08,579.66
506.76,456.83
837.84,920.18
656.44,647.63
21.97,957.58
303.59,402.85
959.36,1000.08
565.38,500.73
882.94,244.46
213.69,615.35
621.61,507.77
794.32,934.04
989.48,61.24
465.88,507.07
580.21,287.99
375.1,894.57
743.45,265.06
472.16,845.02
27.36,832.68
603.16,339.64
177.34,23.55
870.11,690.7
123.7,566.93
214.2,955.25
61.92,718.32
852.35,578.45
766.58,322.54
199.98,931.24
186.76,679.82
212.98,368.62
976.3,430.79
530.33,453.95
160.73,296.12
137.57,352.91
752.93,692.32
161.87,905.54
4.47,732.67
48.03,598.13
585.41,322.99
260.76,823.37
671.83,600.23
876.02,88.91
660.17,288.91
418.53,864.58
782.64,942.18
142.88,459.62
945.79,948.24
938.65,43.91
874.4,359.99
833.72,493.1
400.29,215.88
449.81,978.42
7.03,714.67
306.16,642.25
262.06,360.53
221.72,676.43
756.85,805.83
16.01,729.46
878.66,277.48
715.28,74.77
595.54,276.27
727.19,503.49
547.75,37.12
158,120.25
482.61,510.12
984.22,413.26
868.58,384.92
466.22,753.64
74.59,751.68
612.52,746.26
313.45,796.54
363.86,15.38
584.63,784.86
251.36,735.97
532.19,832.2
940.37,676.85
635.67,41.61
253.76,108.33
970.53,361.7
466.77,171.63
569.61,675.74
497.48,315.05
410.27,427.1
99.43,408.82
915.53,324.96
859.77,413.34
659.54,625.68
387.15,432.56
88.62,808.18
488.1,774.89
519.71,723.78
33.37,170.38
279.13,510.38
750.24,127.62
874.67,229.13
539.32,993.36
547.95,764.29
359.93,495.96
578.28,949.69
810.36,889.55
471.85,443.63
32.4,442.33
595.03,251.79
403.79,453.65
218.05,911.02
858.06,189.99
326.52,718.22
937.27,71.03
649.69,24.99
516.31,601.5
77.11,198.48
852.31,65.59
271.57,549.32
791.21,807.44
5.63,665.67
963.25,599.41
27.43,468.64
427.27,561.05
837.17,358.27
422.23,651.85
565.39,234.56
731.85,246.06
523.72,96.67
142.42,372.36
937.76,385.36
945.84,861.25
858.9,758.63
591.01,943.2
509.75,395.06
847.38,772.88
459.69,674.83
827.59,753.31
92.04,220.35
367.13,145.4
356.99,952.85
682.94,948.29
552.52,833.01
406.26,124.77
779.68,858.79
257.3,328.72
961.51,340.85
913.82,55.41
822.19,311.28
793.48,6.14
588.95,117.15
82.32,159.31
744.05,694.99
754.68,291.51
584.23,424.61
945.21,586.3
902.72,171.6
17.24,328.89
163,335.68
372.31,459.36
65.1,214.45
922.86,830.29
607.21,417.86
358.66,297.48
254.75,197.13
565.6,550.59
911.58,115.35
802.12,92.59
177.93,70.76
872.38,507.04
390.58,917.16
552.37,447.12
374.08,279.26
877.56,947.3
362.53,51.04
536.08,792.49
218.97,344.03
615.09,478.28
624.54,50.04
821.15,746.09
830.71,144.82
110.07,492.05
257.99,484.71
374.17,169.19
205.45,723.31
469.67,503.96
991.22,692.15
595.08,876.32
949.41,752.15
690.2,295.97
567.53,460.91
915.48,515.47
60.59,244.69
336.97,996.62
787.29,138.45
379.19,940.34
333.1,133.97
777.29,672.55
29.87,208.87
299.09,847.17
625.63,624.04
782.52,658.53
767.74,599.68
781.19,460.84
49.5,900.58
338.01,480.84
69.92,741.55
152.26,5.67
654.18,505.42
246.24,47.33
74.92,354.44
50.42,802.46
277.5,886.58
136.92,513.77
286.64,740.02
134.36,540.12
906.49,563.24
859.43,325.98
918.75,556.27
142,897.23
985.63,607.13
244.3,362.94
66.34,64.55
762.49,756.15
934.07,315.28
155.97,302.93
921.12,192.2
828.2,428.23
699.27,986.81
556.79,438.89
631.48,996.9
344.13,75.24
546.28,67.82
492.6,844.38
603.99,141.26
550.13,895.86
13.73,4.21
730.19,129.3
548.06,369.02
227.59,739.29
225.11,59.04
982.09,781.25
323.98,891.88
403.02,973.45
647.31,361.46
69.06,107.36
426.59,970.04
705.72,516.37
870.94,207.91
464.76,852.96
398.78,587.72
926.04,154.17
18.68,275.34
241.14,499.14
563.12,996.41
555.75,982.18
186,883.78
125.67,878.06
118.65,928.3
849.24,282.22
927,781.78
238.68,97.14
527.29,888.89
170,250.06
743.35,448.51
56.93,145.78
481.74,572.75
837.38,434.16
201.99,17.64
955.07,927.57
631.86,429.52
171.51,421.67
428.17,664.17
141.57,437.51
137.71,88.9
339.47,253.42
588.75,737.7
887.05,769.69
406.53,287.13
863.85,884.75
605.76,450.57
82.87,410.55
602.08,600.41
597.38,650.8
378.43,774.95
978.27,71.58
52.74,634.81
368.71,553.58
39.73,889.03
375.3,819.89
769.28,792.04
524.7,246.54
195.81,790.06
239.33,389.39
890.77,167.73
218.84,352.94
817.14,662.86
646.78,874.96
624.77,132.8
652.35,947.24
242.43,613.56
354.07,722.28
680.73,544.77
491.49,158.22
477.22,309.41
992.02,386.6
232.2,29.28
110.44,758.93
943.74,107.59
834.59,734.12
774.35,828.05
429.03,160.7
125.03,528.93
63.47,581.42
620.33,349.19
916.13,502.92
761.84,785.77
386.57,415.26
560.26,742.29
739.91,946.91
707.52,455.04
378.6,426.73
955.39,504.85
722.95,376.06
285.55,601.48
494.81,546.16
641.95,824.03
170.94,280.53
447.6,982.23
797.75,996.1
340.94,799.13
491.08,117.35
276.71,234.7
563.46,395.65
498.54,719.49
195.01,788.73
496.01,846.91
509.48,296.31
825.46,953.14
657.81,222.23
290.89,910.58
440.74,969.74
945.92,377.56
898.04,103.85
551.82,180.64
214.02,824.53
462.89,307.78
642.82,519.34
820.61,263.94
15.34,650.53
312.06,663.47
97.99,911.17
268.06,852.56
773.23,927
309.69,722.37
329.4,291.9
201.18,302.88
429.77,881.33
64.36,960.01
736.46,395.58
572.71,21.22
376.55,574.81
435.09,15.21
764.38,172.18
934.47,229.7
958.93,474.29
452,819.09
819.75,891.04
593.05,861.99
771.89,677.17
267.44,488.43
921.38,570.21
39.2,279.17
696.23,75.52
654.61,989.93
452.86,613.77
919.65,731.78
290.09,753.56
408.41,951.54
960.68,995.34
324.98,48.76
340.87,239.34
947.6,165.83
691.39,784.44
6.01,539.34
875.75,427.98
11.12,75.25
794.18,118.11
867.22,367.07
833.25,67.86
929.47,426.93
196.6,686.92
469.59,976.55
986.52,880.25
434.35,917.66
688.34,287.35
811.07,124.68
464.94,472.67
243.45,446.12
587.58,931.66
162.53,242.89
265.31,303.95
728.96,713.31
622.85,531.12
266.72,814.15
344.06,392.55
627.17,732.4
538.12,226.58
293.33,534.68
975.17,194.92
252.75,306.5
364.53,367.83
824.2,101.22
78.88,815.25
476.35,311.43
257.94,439.05
296.2,236.38
874.9,355.04
58.27,178.3
556.83,226.45
148.81,198.27
217.09,323.97
863.05,32.15
487.04,156.98
546.71,94.81
113.28,293.65
804.55,71.06
682.99,389.62
702.28,660.48
513.47,733.47
656.77,56.85
497.97,132.23
343.4,724.26
759.39,190.23
83.43,450.86
458.52,442.91
411.56,155.82
171.23,845.95
107.14,292.96
424.07,501.58
503.44,71.14
5.23,588.31
548.8,544.69
658.08,436.6
338,211.59
483.2,219.65
485.12,150.96
670.01,970.12
442.69,564.57
628.65,347.18
337,990.49
400.76,243.74
59.07,412.68
69.39,958.94
813.8,444.07
258.09,456.9
243.55,421.98
680.8,957.46
599.37,620.66
650.47,326.61
127.77,511.16
267.71,582.58
822.2,999.58
680.86,798.43
380.55,983.46
845.77,448.32
952.94,678
155.45,556.26
385.01,312.07
652.14,832.81
144.98,538.34
465.61,572.02
694.36,752.98
349.64,142.19
165.2,768.39
511.92,400.24
372.92,899.88
438.62,729.38
487.68,188.35
977.52,79.04
970.96,709.75
905.85,105.06
251.58,757.25
614.09,45.62
582.9,897.44
654,583.08
663.84,71
690.38,349.71
32.91,364.35
163.09,897.81
17.16,810.08
459.11,991.71
803.16,510.2
553.78,62.66
109.77,373.9
851.89,295.64
982.46,841.97
229.63,829.17
497.64,8.04
707.85,500.17
711.67,843.58
695.29,29.96
696.79,467.01
993.44,700.25
387.36,952.62
281.75,328.56
926.86,292.42
294.2,605.92
262.14,645.55
393.43,818.45
657.64,542.99
459.29,94.17
60.72,281.82
567.26,603.75
829.83,901.2
337.76,36.85
666.54,967.66
61.71,324.29
454.76,607.56
276.29,870.88
221.6,890.64
393.31,624.06
954.19,229.28
18.87,42.96
457.07,570.47
643.15,995.19
278.31,647.06
468.31,171.54
212.68,108.96
591.74,111.3
113.18,87.89
203.25,454.08
342.41,343.26
844.75,2.4
564.68,38.26
789.59,471.3
274.03,446.24
732.24,84.38
365.9,582.16
622.66,69.07
350.16,242.48
361.41,306.51
187.78,464.78
757.99,271.1
196.29,502.52
152.87,779.39
733.44,566.19
789.62,299.76
245.48,417.7
193.35,915.79
705.55,482.54
313.18,36.81
281.01,587.84
498.07,499.47
446.77,541.12
395.56,597.94
242.06,928.43
616.99,782.79
333.49,838.8
158.93,510.39
184.03,676.3
182.31,186.64
331.35,666.57
502.72,832.73
836.41,828.46
713.18,421.81
644.13,418.24
686.82,160.97
571.94,132.68
510.28,985.25
599.92,770.5
280.11,241.85
546.12,526.81
869.93,869
777.66,482.22
673.26,419.04
960.51,547.34
860.54,134.13
886.38,10.15
466.38,440.1
73.96,536.2
158,580.44
562.17,195.93
677.77,562.55
76.14,903.15
325.67,427.88
101.61,756.26
17.93,112.02
516.04,928.47
689.19,289.67
934.29,671.59
894.7,299.94
606.83,666.91
871.36,573.24
421.7,264.7
924.66,854.75
584.91,774.3
20.86,15.9
697.7,478.85
416,858.45
922.72,172.96
176,33.42
593.98,900.96
474.05,754.77
923.82,748.9
953.5,813.71
616.12,37.16
656.16,541.72
996.51,191.15
759.92,229.24
650.86,912.78
904.64,528.38
18.44,676.26
427.74,987.5
810.99,743.14
471.15,253.37
13.62,680.29
640.88,968.89
698.88,368.75
243.62,237.99
379.35,949.13
390.69,484.98
399.04,94.63
281.34,344.19
419.33,555.87
934.48,224.37
756.9,224.88
256.92,716.03
648.78,157.18
313.33,86.55
678.92,950.73
59.28,117.71
3.82,211.61
587.9,792.22
315.28,34.15
598.57,162.45
485.06,480.05
877.9,687.69
239.23,181.6
760.95,213.91
313.39,472.84
870.41,860.1
712.98,284.01
875.16,962.19
220.24,86.52
149.76,766.06
399.7,647.37
627.67,149.54
386.49,9.31
501.82,102.85
320.37,738.64
431.35,749.12
985.75,480.89
50.84,748.04
216.9,527.08
917.6,883.17
234.25,179.98
759.22,859.22
294.05,984.13
733.79,635.56
611.68,539.79
635.98,329.57
64.19,81.93
250.99,103.03
854.12,489.19
995.56,601.42
524.84,319.58
533.78,920.12
723.37,779.41
668.68,710.64
648.16,345.39
541.2,883.15
429.31,515.03
410.49,912.74
960.46,85.11
427.02,270.39
765.25,481.66
737.8,677.56
791.01,66.49
348.65,484.86
690.13,153.29
581.81,756.81
486.37,892.49
212.05,538.67
662.16,978.97
884.46,283.86
84.03,719.18
914.78,411.88
486.13,315.59
704.92,974.94
372.93,71.52
933.51,610.08
351.54,147.12
925.05,685.3
126.65,770.21
315.83,349.12
472.27,962.65
132.68,88.48
792.96,87.33
896.52,758.21
40.38,274.14
77.5,300.11
236.09,290.18
164.17,412.17
764.92,377.9
959.84,992.69
912.99,395.68
541.85,169.08
234.81,386.04
887.54,738.21
378.44,325.99
606.85,244
635.13,680.46
290.43,271.88
989.3,332.11
946.7,77.69
642.41,229.46
799.84,794.45
816.7,268.9
198.6,676.58
769.68,888.43
106.78,331.44
330.69,189.18
631.66,271.97
25.96,571
956.78,554.41
629.3,226.11
352.76,76.67
91.63,240.12
896.49,10.27
649.52,582.44
653.24,323.22
825.37,230.62
552.92,677.38
71.69,963.06
364.6,47.8
369.58,310.45
420.35,31.36
193.79,88.14
490.5,76.47
464.26,535.54
104.03,714.65
376.48,987.94
790.34,34.33
102.26,555.75
53.19,268.65
305.99,202.1
716.08,272.74
695.11,350.65
512.36,764.54
760.19,400.19
512.22,948.46
171.89,111.59
538.92,403.28
291.27,613.67
859.81,183.87
702.64,363.27
594.3,759.67
491.79,322.83
830.16,557.7
773.92,250.27
894.07,696.18
895.19,772.08
61.63,645.4
234.81,252.02
897.31,447.69
265.12,462.43
586.85,493.68
571.48,570.4
647.03,262.13
953.3,770.06
304.85,862.32
559.6,91.84
442.51,885.53
362.88,647.18
436.88,578.16
182.07,503.99
554.55,72.63
