a,b
150.36,346.61
135.6,698.96
629.57,845.86
142.87,427.1
470.63,867.16
315.14,769.3
972.43,94.14
808.83,658.4
432.97,301.6
329.15,205.58
445.65,63.55
92.96,397.08
379.79,648.29
71.94,743.55
65.4,863.72
343.73,174.89
80.73,887.46
61.11,466.37
169.08,503.62
325.4,686.52
731.21,23.42
192.94,678.38
212.7,131.36
790.66,15.98
842.78,591.22
879.04,12.08
989.7,988.86
517.99,194.01
914.86,758.04
809.98,929.55
941.19,202.63
804.59,375.33
200,303.85
330.14,402.56
286.05,543.52
721.67,601.22
417.13,526.14
144.31,631.85
580.89,18.88
282.42,969.47
304.19,961.87
369.29,966.59
40.12,223.45
314.49,437.56
972.53,733.04
310.43,757.63
721.28,143.65
878.9,710.87
66.31,539.47
222.95,982.4
691.7,5.64
816.41,820.42
182.02,270.46
412.26,24.18
606.86,445.18
853.79,917.69
291.82,464.74
66.38,402.59
242.93,166.54
761.1,847
537.98,225.3
718.82,595.18
342,448.71
374.68,11.57
106.9,198.8
546.2,922.94
507.65,601.99
351.91,826.54
899.5,637.28
536.42,395.06
573.84,33.76
364.37,857.37
962.29,711.91
560.47,891.03
42.9,942.61
282.9,702.22
441.16,806.38
789.93,905.08
22.95,856.99
317.13,170.42
839.78,69.33
646.51,577.93
500.67,306.8
301,872.58
86.01,54.34
973.88,863.41
448.69,724.09
53.54,819.21
939.95,764.4
585.6,451.35
849.32,855.75
892.94,346.84
930.17,26.92
771.95,147.42
110.37,947.21
523.75,310.12
43.63,622.71
745.39,227.1
188.92,501.51
146.99,835.89
225.95,533.85
502.51,101.42
208.16,641.91
384.59,172.92
89.56,222.16
504.78,952.7
541.3,87.71
345.85,614.54
443.84,877.45
962.23,901.35
454.84,463.76
507.22,672.95
873.2,946.44
764.52,327.87
891.04,253.82
526.02,26.29
190.43,863.53
979.82,561.21
296.11,893.43
150.23,868.12
862.24,130.16
329.65,553.13
968.72,471.7
456,506.33
358.65,608.66
1000.65,873.25
256.59,737.22
513.35,893.55
409.06,866.3
511.22,519.87
837.15,724.81
44.53,269.57
653.09,57.22
641.39,5.7
743.57,513.03
797.4,763.2
294.9,953.04
219.66,155.85
510,405.11
838,762.01
717.71,153.51
518.98,808.7
694.39,914.99
575.01,20.28
344.81,456.38
657.34,415.73
745.98,316.98
852.92,541.91
491.71,769.2
955.01,496.38
814.85,799.39
109.39,683.21
974.48,691.48
203.98,320.69
759.72,948.3
135.44,990.75
922.48,507.94
674.4,151.18
332.85,914.87
971.42,169.55
45.33,276.96
22.87,983.95
884.98,109.72
56.46,914.15
247.88,333.9
741.51,712
79.15,268.13
779.94,170
533.5,797.49
219.85,492.42
560.91,875.63
998.79,583.09
222.11,822.57
34.08,203.92
448.33,282.06
980.26,786.89
429.34,17.26
583.44,841.21
828.6,420.52
886.52,210.62
196.31,493.65
441.43,354.38
196.7,12.14
475.4,809.8
636.92,156.76
3.43,746.72
716.26,152
140.46,427
185.12,939.59
622.91,899.51
491.3,554.32
948.91,566.85
443.22,617.68
526.01,885.17
813.05,765.04
442.92,352.59
754.5,842.57
846.87,810.61
579.01,808.98
736.74,385.39
54.59,44.95
210.15,944.6
611.99,582.01
578.14,660.02
86.5,21.94
93.22,662.2
904.88,244.8
172.13,156.94
875,228.63
754.85,87.69
641.81,39.36
315.63,202.32
422.44,129.57
59.37,742.49
878.92,775.51
818.98,520.74
564.49,76.25
662.57,192.89
921.05,995.77
283.18,12.76
482.72,119.98
306.46,159.24
115.97,884.06
201.3,945.4
296.72,954.33
185.27,490.13
334.97,32.91
17.54,195.54
83.79,956.79
770.26,444.85
224.39,310.92
211.25,945.7
299.4,792.42
131.15,917.12
786.9,463.93
6.41,888.1
115.32,930.14
844.77,714.91
972.56,957.43
345.24,488.5
911.18,135.93
783.55,804.1
567.77,104.68
515.51,500.42
42.28,782.82
579.79,276.61
223.93,320.04
202.71,577.49
73.2,968.41
881.06,644.44
554.58,86.62
761.15,490.49
10.71,387.72
926.51,31.78
78.23,721.68
428.94,549.5
50.44,822.82
960.28,15.75
836.82,897.01
995.28,903
154.12,586.74
968.21,683.69
948.95,697.34
717.29,181.77
822.02,270.96
970.13,244.29
978.54,2.65
723.57,916.61
973.61,585.32
273.45,128.64
237.61,858.67
534.75,625.54
756.36,668.57
695.83,686.81
107.49,841.04
430.04,205.67
840.15,671.61
124.34,315.39
181.29,597.48
762.58,571.3
44.41,330.13
504.04,875.9
801.63,418.13
80.89,965.28
207.42,887.35
998.72,214.73
312.42,330.73
188.24,373.85
985.22,904.33
72.23,578.76
4.49,941.67
904.55,983.25
699.02,49.7
687.69,254.62
539.85,676.08
295.04,95.61
355.7,469.65
985.9,851.57
912.06,979.89
452.68,673.33
460.89,215.37
911.33,863.74
186.47,981.2
931.82,271.63
897.26,758.38
195.42,280.47
63.88,995.84
984.05,414.13
921.77,963.69
547.18,5.55
868.26,457.59
438.66,778.67
74.89,973.28
541.38,210.32
801.53,963.56
652.34,57.88
551.12,44.4
906.47,541.23
975.23,674.88
925.16,483.1
34.39,884.16
76.32,576.62
112.57,115.3
475.53,480.5
492.42,236.74
541.79,11.09
669.06,34.26
320.45,810.96
489.2,691.4
427.92,329.17
645.78,668
602,330.36
519.6,883.94
888.34,543.72
934.37,521.74
9.54,845.73
233.03,870
338.59,232.69
702.47,593.84
666.58,571.5
508.46,487.37
283.94,462.47
598.44,68.91
37.84,662.84
255.47,282.87
800.6,241.03
734.26,68.58
961.66,451.9
437.8,220.74
59.05,978.34
271.04,607.59
678.14,592.58
699.9,729.89
636.32,620.06
517.01,994.54
933.71,900.33
343.38,845.71
90.19,777.24
790.09,692.51
562.47,940.1
443.37,510.51
263.47,42.43
345.19,42.63
564.2,624.73
699.06,757.55
901.69,448.98
619.6,896.54
387.97,423.23
890.97,80.37
655.27,425.8
910.22,713.03
771.9,834.98
535.68,101.14
117.4,432.83
497.13,904.83
731.68,752.5
235.73,784.33
760.74,943.92
490.65,646.44
533.42,424.42
378.32,914.58
61.3,734.71
163.43,88.04
351.13,604.53
17.58,319.1
227.25,289.39
836.55,392.63
528.79,172.05
92.54,268.37
649.95,207.58
553.54,32.42
376.55,126.91
982.7,181.07
879.11,225.52
779.42,181.19
500.84,502.57
847.99,789.82
458.59,998.77
750.91,563.5
27.56,480.96
450.06,595.62
790.29,529.54
967,717.6
716.85,27.52
184.31,271.77
530.9,362.73
695.8,828.75
181.36,974.56
167.32,198.71
594.57,938.46
894.73,683.77
839.2,878.41
325.12,536.83
18.69,783.17
412.89,42.98
512.13,70.16
412.94,49.37
166.07,481.21
741.59,427.24
856.96,110.96
473.9,918.29
518.77,962.79
854.67,342.43
709.14,353.53
607.09,384.15
608.5,202.2
923.55,330.51
473.6,201.03
79.88,58.14
105.48,662.97
990.59,856.33
560.64,109.07
48.04,73.22
973.43,260.17
173.99,903.48
385.95,393.35
412.23,213.26
426.92,416.96
809.24,364.26
556.68,559.6
400.55,700.38
576.2,178.53
394.58,410.26
348.68,714.27
682.36,322.44
540.93,535.82
148.53,917.97
674.96,327.27
269.37,908.21
628.93,341.6
378.63,671.75
899.84,69.53
55.06,89.65
424.47,710.08
690.73,433.76
16.27,182.46
515.78,592.66
105.38,632.53
484.15,609.07
740.94,35.53
583.48,987.44
47.66,312.04
154.02,929.81
926.19,918.73
910.9,2.94
621.04,766.07
77.03,277.27
266.23,520.99
563.65,845.67
448.6,926.07
826.99,199.93
426.16,275.37
713.87,541.37
57.75,846.3
210.32,894.47
973.82,2.34
173.41,41.78
424.42,60.74
177.01,403.65
530.61,955.66
743.46,244.89
216.96,748.61
283.58,194.77
495.87,403.49
847.16,314.03
871.15,205.9
216.3,18.31
375.28,201.98
822.28,91.12
631.94,903.25
691.64,781.63
986.75,771.44
711.21,607
217.42,990.89
242.76,162.14
211.41,979.64
735.32,364.2
963.55,816.55
6.02,961.96
188.69,936.07
928.56,793.07
77.17,692.25
273.12,255.26
554.36,527.69
923.65,786.91
791.31,98.67
528.21,289.05
496.7,117.02
454.72,111.99
29.31,316.97
913.93,629.7
781.2,604.61
801.12,746.26
27.64,551.71
500.46,761.28
741.42,241.74
593.21,358.63
564.39,636.88
502.41,736.12
443.53,295.45
28.53,247.41
876.76,234.82
281.17,263.19
461.25,336.25
725.5,588.49
9.8,187.2
776.39,969.63
204.86,262.49
747.13,712.67
929.92,860.27
43.88,96.5
921.87,603.27
447.02,696.11
564.61,95.33
425.64,354.14
870.3,363.22
549.4,771.93
348.37,494.45
793.7,145.99
972.92,834.68
400.48,350.4
544.31,674.6
423.57,601.13
106.56,224.84
342.19,648.52
73.8,360.62
337.49,135.26
572.13,579.89
30.67,899.68
61.67,903
355.51,569.47
363.07,202.11
895.35,648.94
105.07,439.15
946.83,734.16
172.68,7.53
604.43,773.82
751.17,446.58
731.14,437.82
636.58,522.99
297.24,322.85
895.62,766.53
795.06,453.57
313.68,882.24
342.49,364.86
183.57,381.94
768.31,41.91
391.49,176.23
883.98,762.51
732.84,457.58
407.15,1000.35
739.21,63.41
330.7,215.15
940.85,952.81
538.04,637.38
51.95,746.01
672.57,463.52
70.47,411.65
905.8,722.35
772.25,520.26
416.86,563.41
423.5,49.33
855.51,313.45
37.42,466.03
206.42,478.87
212.32,63.07
979.14,891.15
731.1,982.53
