a,b
774.98,57.06
749.05,658.2
907.27,980.42
540.48,251.83
112.28,476.73
112.12,387.55
186.56,965.69
309.73,80.24
616.37,36.85
6.38,372.86
95.91,560.43
103.02,843.07
349.14,35.47
620.87,164.29
638.68,252.31
688.59,145.11
30.58,387.83
652.42,33.6
914.5,356.81
998.88,620.77
105.01,45.6
150.98,186.4
10.19,374.68
554.55,32.03
544.53,504.75
644.56,922.03
941.96,702.96
241.29,915.8
729.75,352.33
511.69,177.49
545.06,363.91
210.79,604.47
354.62,383.28
240.52,742.53
651.63,366.14
561.67,673.4
98.45,751.66
261.51,637.46
694.63,530.16
590.16,194.98
771.42,401.22
985.11,456.13
420.56,952.95
183.99,493.55
291.04,247.76
874.4,772.55
548.08,707.94
662.98,42.93
841.2,754.08
351.52,243.86
565.07,348.8
525.47,442.86
152.24,111.25
889.79,1.33
172.29,532.3
558.79,89.68
779.49,829.27
37.61,502.28
787.33,171.14
167.04,837.56
816.79,262.21
585.69,435.72
366.92,938.67
949.8,581.48
219.27,51.61
601.81,380.6
708.9,592.86
864.5,328
767.04,994.63
144.35,40.86
134.72,579.64
186.77,474.64
677.6,695.44
760.75,766.94
505.52,348.19
831.87,735.11
751.29,49.51
263.78,736.35
626.42,878.09
116.28,746.84
336.27,543.93
480,261.16
742.23,788.83
492.7,213.17
605.81,816.67
758.35,756.83
818.85,781.47
448.66,74.43
100.73,449.04
794.66,494.98
538.81,895.38
64.79,963.77
1.58,510.15
274.21,380.42
596.57,928.2
187.89,775.37
199.27,230.73
374.15,393.8
445.49,907.2
412.75,315.21
333.74,864.98
935.55,743.47
532.51,278.22
948.81,470.27
35.4,69.32
199.31,19.75
60.77,371.6
23.48,373.28
470.66,816.86
694.8,71.89
763.26,110.87
240.55,309.16
130.9,5.54
971.72,906.56
545.89,535.53
780.47,485.7
530.98,552.98
485.74,866.69
491.04,485
200.53,487.93
990.92,306.67
71.66,65.4
490.75,131.78
280.61,82.8
850.05,794.55
651.82,544.4
293.46,972.61
813.67,515.43
747.75,261.71
448.86,17.38
422.66,964.25
358,163.53
318.69,207.76
129.16,311.8
520.41,19.05
625.33,366
344.31,278.69
486.95,806.39
53.14,692.96
439.88,532.39
495.44,576.2
656.7,601.79
220.65,903.06
654.3,46.58
452.14,517.13
229.38,11.46
540.47,759.28
938.2,422.21
687.01,242.28
93.95,1000.06
259.72,612.1
480.89,414.98
132.52,828.82
408.83,467.07
73.98,90.75
79.87,458.69
820.73,123.37
581.06,458.75
351.59,561.14
148.05,882.73
483.06,233.01
739.43,424.72
144.49,306.92
263.76,469.73
120.68,218.12
261.82,479.4
742.14,807.84
36.86,151.91
727.2,110.42
124.9,826.62
997.95,706.88
370.84,306.36
421.06,518.64
228.66,787.71
828.57,330
971.18,745.14
670.64,346.03
187.58,321.66
556.37,769.93
284.5,149.06
107.04,484.1
979.32,816.15
477.92,910.13
395.94,940.65
533.38,582.49
840.4,321.95
305.25,558.56
299.03,983.06
47.21,488.79
853.2,243.64
491.64,545.92
205.84,48.67
136.9,682.37
797.72,72.67
895.12,513.35
98.73,311.99
193.81,864.06
365.31,997.36
155.91,646.21
871.79,303.77
516.31,931.32
586.94,286.63
188.42,724.79
156.02,580.89
206.15,517.92
943.06,196.19
620.37,918.09
185.83,676.77
551.77,280.44
904.24,679.68
317.63,258.78
934.43,245.75
668.3,71.79
113.3,204.83
75.18,877.63
688.73,960.25
852.55,536.09
884.41,205.05
683.82,633.03
85.02,337.69
150,606.97
28.22,176.37
258.99,883.77
499.55,730.76
436.33,880.74
889.04,517.4
936.19,174.97
946.97,540.44
672.16,82.31
286.55,918.9
848.22,963.95
761.22,658.16
691.71,219.96
57.99,445.88
287.12,764.6
974.74,207.5
39.97,430.77
116.58,575.09
870.86,872.9
190.68,629.88
515.28,494.05
453.22,909.36
162.93,204.92
251.99,912.98
221.53,285.14
908.95,641.19
350.91,923.56
188.86,278.88
553.76,245.29
251.64,658.78
968.39,399.27
711.84,400.56
748.71,717.97
772.61,974.71
746.41,553.07
142.16,396.05
924.04,817.64
600.15,605.54
827.28,253.39
177.99,299.47
367.74,341.21
911.69,151.7
666.73,723.7
679.81,101.01
270.51,685.73
446.02,255.67
149.59,380.04
726.84,166.87
48.75,923.69
259.2,52.71
813.39,594.29
925.09,225.24
132.67,813.81
861.8,730.16
839.65,118.66
175.94,664.44
3.24,966.06
560.53,737.29
508.54,1000.05
961.9,293.73
910.22,303.18
413.45,475.56
790.46,471.95
28.18,675.2
216,221.41
935.17,63.2
375.76,839.38
386.61,932.34
469.82,6.34
22.89,161.73
983.52,390.94
948.41,978.56
254.92,443.46
758.56,363.22
590.8,307.86
405.94,982.07
137.7,527.31
988.84,278.81
848.16,872.42
200.38,886.01
444.23,859.98
407.31,206.41
269.57,167.44
89.2,291.38
135.85,538.72
55.36,26.03
279.16,759.71
44.07,227.51
86.4,839.81
823.59,456.27
337.05,662.84
429.6,853.29
844.24,830
672.37,261.07
623.18,909.94
507.32,83.33
521.69,333.09
372.18,57.32
680.22,94.31
829.95,396
779.33,413.66
715.58,298.23
298.75,206.11
838.52,199.02
541.3,864.7
894,378.93
400.94,555.84
466.79,338.47
316.4,643.53
712.77,435.68
426.97,548.41
28.69,112.96
718.06,667.63
372.03,929.92
927.75,975.34
323.07,412
772.86,389.42
197.15,457.76
677.16,973.3
937.65,138.26
353.56,574.31
274.5,225.94
213.58,861.26
701.26,541.68
248.2,238.6
166.03,665.84
879.3,707.59
791.19,394.16
330.45,851.35
969.54,628.86
754.68,274.8
338.04,675.14
12.44,622.64
562.17,426.23
346.82,657.5
382.76,862.22
546.66,425.85
695.63,656.31
304.26,682.66
133.22,302.63
551.59,400.02
499.99,23.76
650.09,836.02
833.73,598.19
305.76,965.81
845.66,691.26
26.78,364.12
946.24,957.21
468.13,206.6
656.25,126.34
574.01,294.95
480.16,911.98
85.25,574.24
912.39,809.58
742.56,358.11
914.11,906.4
212.29,408.66
486.36,699.39
342.04,227.87
401.81,545
26.03,304.36
36.75,265.23
502.07,185.19
788.38,427.49
581.36,874.33
655.22,442.71
454.82,696.73
200.66,116.94
505.08,209.56
64.14,575.59
370.14,286
840.21,268.64
80.49,653.77
755.68,832.34
367.02,949.23
242.03,148.71
459.62,572.23
902.7,330.68
885.91,326.41
462.7,566.28
317.9,905.92
316.16,682.46
616.45,148.73
425.25,434.41
413.78,104.13
325.43,777.49
532.73,365.64
51.95,723.56
387.12,880.42
333.07,477.42
11.99,90.75
736.08,538.46
413.98,146.66
890.59,652.99
80.21,959.51
816.55,291.46
564.41,338.46
214.42,821.92
93.28,650.4
288.43,785.56
715.97,955.44
432.09,113.59
364.56,288.99
166.96,262.53
613.13,408.64
786.78,526.66
14.13,399.16
758.22,809.37
130.82,103.67
844.62,465.17
584.42,431.85
383.81,433.54
379.47,221.18
436.53,896.16
883.5,531.95
73.21,237.68
626.92,629.69
372.12,414.32
638.28,903.9
858.31,944.73
632,699.68
841.7,25.29
707.6,179.61
872.03,201.95
832.73,239.41
269.25,904.44
295.52,426.85
210.47,578.47
784.26,729.64
384.6,91.6
871.15,665.74
745.25,617.54
15.21,904.73
445.03,255.47
251.22,340.28
511.25,422.83
279.61,370.67
923.51,906.2
923.68,859.52
274.63,593.9
583.35,778.84
237.98,64.32
957.77,222.46
919.04,430.67
451.45,647.82
102.51,148.08
953.14,161.48
75.09,681.26
887.71,201.1
981.65,857.83
759.19,748.93
384.47,311.98
942.56,685.47
199.47,326.47
987.9,83.82
73.69,771.55
413.51,235.81
988.43,339.41
568.56,900.2
999.74,332.16
56.64,387.42
124.17,337.04
23.88,822.44
960.71,669.08
432.4,903.39
228.9,517.99
