a,b
244.3,206.95
406.26,349.12
338.57,849.71
873.01,458.78
161.64,974.57
820.82,792.75
956.18,694.21
940.47,973.66
94.11,1000.8
829.23,247.29
583.41,500.68
564.79,642.41
40.08,775.56
373.79,504.13
332.51,658.78
73.81,987.18
991.13,175.83
376.77,748.58
93.11,571.21
185.93,48.3
306.45,241.69
142.25,21.34
690.63,446.22
98.31,769.96
60.07,386.19
474.16,517.64
374.47,402.91
482.75,872.69
189.8,160.13
66.58,37.54
622.23,359.42
556.39,65.84
724.99,407.58
466.42,622.01
818.78,428.3
98.97,264.74
338.71,821.94
440.85,249.27
931.07,719.37
665.33,872.73
614.13,861.13
661.85,647.7
540.71,500.54
108.92,504.61
145.02,34.17
284.52,490.16
694.92,17.33
237.66,698.22
607.73,164.88
322.69,119.84
34.93,918.31
654.39,413.46
136.28,577.22
295.62,759.79
629.76,307.24
861.85,455.1
251.08,688.93
243.68,622.27
650.17,252.56
435.15,858.58
148.61,5.81
614.06,699.84
536.67,592.62
265.95,316.53
470.48,542.43
482.19,458.88
889.46,368.54
644.15,433.05
73.17,646.38
953.09,194.26
898.73,910.99
29.35,347.41
74.48,667.44
341.16,987.74
957.64,717.1
490.23,450.48
907.12,117.6
75,14.46
214.46,831.39
349.13,355
391.71,418.08
10.1,310.05
46.68,560.38
833.87,827.75
631.32,48.31
451.64,344.81
28.12,470.26
677.06,40.01
729.85,420.65
95.7,827.13
454.05,975.25
702.42,751.62
939.11,234.07
86.3,364.43
861.58,61.17
241.14,920.91
346.5,100.57
961.04,939.84
557.55,896.28
706.98,461.2
211.75,702.29
317.87,30.72
334.71,198.23
744.74,95.16
173.29,9.67
395.8,246.17
921.58,166.34
310.2,846.61
373.09,935.81
338.89,917.32
242.96,469.6
389.61,241.93
614.7,156.06
420.9,913.03
28.01,72.47
76.41,376.77
924.18,803.38
2.6,35.73
895.33,619.93
26.19,732.07
173.63,435.63
453.21,261.87
671.29,616.84
799.02,455.99
550.04,570.87
82.52,116.13
216.12,684.75
677.62,12.38
509.37,282.42
749.96,460.6
405.95,303.73
395.27,425.98
496.04,166.87
831.56,992.52
132.34,697.08
622.47,604.74
736.24,250.5
215.3,762.97
42.53,966.13
206.43,942.21
211.63,81.26
359.87,376.02
157.59,257.08
666.02,956.37
83.99,371.45
240.66,610.03
315.68,471.41
879.53,429.24
556.25,678.99
772.15,579.92
160.23,832.35
805.05,570.28
609.11,149.87
794.32,769.49
819.45,608.34
678.53,717.66
176.36,431.01
481.75,415.03
913.07,797.17
842.67,832.11
535.08,342.41
803.98,669.14
294.45,6.59
44.59,672.82
968.27,357.69
411.25,989.26
331.78,455.86
797.21,668.86
531.79,287.69
663.09,865.09
960.47,587.53
344.05,540.59
648.52,74.75
581.28,959.81
924.03,669.66
575.24,185.12
774.12,929.32
517.49,213.15
44.14,606.76
99.55,681.65
844.6,995.37
620.18,927.83
900.35,118.9
361.46,147.67
685.56,855.21
65.21,496.35
811.42,805.92
240.68,338.79
787.08,844.6
747.34,148.16
908.74,870.93
866.6,587.74
946.71,497.03
940.47,577.98
865.54,57.27
855.3,356.73
511.86,547.08
869.42,288.85
415.22,941.8
204.68,63.13
34.08,745.98
811.16,478.55
548.88,939.85
46.85,982.12
187.64,257
537.81,4.86
368.15,96.48
238.75,452.74
769.95,56.15
724.8,822.77
343.05,703.02
298.03,742.43
771.37,624.77
691.88,16.16
210.83,824.88
90.66,530.96
426.96,280.49
9.86,106.53
147.12,490.6
149.02,759.95
993.5,747.72
519.62,568.68
622.23,547.39
294.1,991.95
663.15,25.57
423.89,117.05
865.28,18.61
755.22,81.88
142.28,628.86
67.64,749.78
138.61,596.2
313.88,613.62
525.86,671.71
481.14,114.51
724.25,478.17
574.9,173.04
286.74,931.09
550.64,26.24
924.62,285.93
689.88,630.35
90.46,380.13
46.11,124.2
142.8,665.76
881.68,624.38
152.31,830.15
307.36,263.17
864.09,284.26
985.07,170.74
592.79,774.66
195.81,886.06
902.13,134.84
244.29,584.52
163.61,288.9
31.72,403.75
146.44,394.77
274.45,685.65
4.04,675.71
445.1,867.97
632.02,385.36
473.17,472.72
344.89,378.38
290.31,490.88
484.56,752.3
457.94,285.24
742.99,321.38
694.78,172.92
889.33,369.69
310.36,334.85
827.04,641.41
383.79,375.55
216.86,512.48
335.27,891.28
737.13,233.49
479.95,924.74
910.58,52.54
68.08,36.93
236.49,846.77
896.49,650.54
972.45,243.29
577.67,13.03
651.11,169.21
402.35,76.33
942.89,384.62
303.79,720.18
507.32,851.31
391.29,661.88
963.13,509.85
128.61,26.49
115.14,165.46
152.3,843.58
550.09,92.19
483.48,845.53
190.36,731.69
965.61,316.21
472.43,421.76
871.34,823.81
690.93,953.1
822.66,192.71
655.1,712.19
13.34,206.56
137.69,507.89
232.79,56.74
49.78,124.07
655.52,871.88
327.43,130.84
381.16,784.65
725.11,828.2
993.3,988.89
471.78,139.4
892.95,6.41
10.89,686.4
216.28,284.52
425,2.82
377.04,516.34
1000.03,711.14
242.65,892.35
627.02,591.57
856.42,862.01
67.8,338.02
607.75,694.97
74.47,509.2
236.8,405.74
77.24,886.46
191.47,686.35
127.77,321.89
891.1,486.72
902.51,521.68
560.12,991.4
50.95,676.1
850.88,749.99
487.84,917.06
545.95,496.75
222.8,195.61
379.26,634.55
541.4,512.43
964.2,410.19
777.16,25.87
434.74,502.59
902.55,194.14
501.31,746.96
545.5,376.15
686.21,541.91
712.28,774.54
830.18,417.23
534.4,949.36
167.45,736.85
748.19,634.91
795.1,311.09
651.97,406.66
417.5,194.93
565.44,187.39
232.3,57.53
883.56,510.83
102.89,54.34
99.41,5.56
580.88,171.46
501.73,782.44
938.29,424.19
236,934.73
187.41,57.63
910.77,312.51
945.25,519.63
348.15,797.67
827.69,622.69
113.4,832.16
372.9,878.25
631.82,104.27
879.48,468.33
31.5,871.11
325.33,102.62
296.01,234.16
962.47,827.36
437.05,890.91
143.52,187.36
516.48,580.33
522.38,932.96
862.45,622.82
770.7,788.87
347.6,743.59
57.06,871.97
365.57,517.38
