a,b
700.73,401.85
589.39,227.42
918.84,747.81
621.88,982.77
7.45,591.23
707.46,676.87
268.28,719.4
767.52,849.12
826.71,611.37
156.36,679.42
465.87,568.96
499.53,430.03
794.17,548.82
679.42,565.68
213.99,602.36
35.96,901.71
184.91,335.21
232.57,703.59
382.73,107.81
757.12,423.97
440.51,170.99
589.9,934.45
100.76,265.68
952.71,347.69
104.36,494.95
512.22,107.73
287.8,753.19
428.74,827.88
548.05,808.43
473.16,475.96
188.12,961.46
563.82,497.76
320.69,236.54
376.76,515.99
111.03,699.12
255.59,489.43
302.05,594.54
302.99,266.6
535.42,563.12
275.91,978.58
184.51,79.96
413.37,488.14
87.1,665.21
797.25,756.28
630.26,381.51
212.75,155.71
832.43,978.86
312.96,216.95
808.72,803.66
9.47,310
203.51,268.08
43.38,751.99
702.58,978.4
225.37,63.34
208.31,458.97
122.72,983.56
132.76,553.96
266.04,8.41
883.24,771.73
777.57,479.13
284.43,842.42
178.61,395.04
835.19,978.05
157.86,258.18
698.85,341.28
684.06,644.89
90.53,214.18
20.81,438.42
98.2,864.08
281.35,37.66
521.36,491.29
269.81,304.99
114.63,685.74
387.42,166.98
435.38,172.81
382.85,349.19
816.31,497.42
39.52,534.44
874.8,631.28
23.4,148.44
202.63,141.45
704.66,482.36
603.88,2.56
438.29,315.78
525.48,53.83
911.43,949.28
882.46,62.92
722.09,677.87
577.43,866.86
419.64,129.01
492.14,910.76
145.78,861.71
378.86,616.46
188.92,49.09
507.19,560.85
979.45,726.57
786.93,179.81
722.41,762.66
238.81,127.54
377.73,931.4
115.61,296.16
330.65,924.68
964.83,953.35
839.2,739.01
444.18,685.93
304.51,131.76
198.75,175.83
450.91,90.89
43.37,387.19
276.96,135.58
649.57,897.38
735.5,579.52
445.3,7.48
534.65,609.61
861.08,583.19
724.21,909.2
320.31,834.71
968.77,46.93
702.86,44.96
515.58,715.26
360.47,115.29
399.12,68.84
899.65,806.99
81.15,11.69
18.22,290.68
705.34,327.5
315.54,671.1
793.05,408.96
777.93,588.77
370.2,938.73
189.26,69.96
740.39,706.94
431.38,855.85
490.67,735.67
438.12,337.94
515.82,101.27
524.75,580.07
325.96,845.81
803.07,224.11
180.44,53.98
420.03,233.43
794.81,270.4
641.05,927.66
48.75,208.6
110.56,548.05
288.86,938.7
405.15,507.1
225.74,521.21
355.26,427.64
911.61,108.34
510.13,431.69
685.34,265.18
990.48,319.12
714.07,848.36
783.47,24.67
868.19,871.62
189.12,852.24
857.48,617.68
279.16,110.57
13.98,879.7
581.14,922.43
378.77,314.95
12.03,274.07
198.09,623.23
824.69,239.19
315.35,510.47
729.25,465.36
406.52,795.1
92.08,377.42
103.68,206.68
196.47,616.58
856.23,799.83
97.54,297.23
265.74,882.04
950.84,415.55
120.5,452.72
854.54,489.54
909.26,838.3
244.19,641.6
457.33,526.32
669.91,282.61
198.94,152.63
329.86,196.81
139.27,431.31
555.99,381.26
282.88,961.78
384.22,272.34
945.35,809.71
581.28,50.22
510.76,715.69
838.91,841
703.61,592.82
241.34,260.49
167.13,384.14
730.17,200.7
30.33,955.58
496.63,348.61
334.24,35.48
554.33,69.55
811.51,893.34
702.44,749.38
735.6,251.22
235.93,446.62
673.84,153.07
714.68,571.56
328.29,227.64
897.28,805.66
910.73,689.85
477.23,304.38
354.95,224.85
439.21,479.86
388.1,838.44
750.44,818.91
818.01,678.86
466.23,300.08
611.08,11.14
149.62,465.82
439.65,236.76
537.86,964.46
780.84,106.03
558.23,957.8
600.83,520.68
473.93,848.05
250.87,283.08
