a,b
960.93,57.07
278.9,576.11
241.95,378.25
58.91,36.95
513.23,894.38
524.3,491.15
532.63,154.92
117.85,797.37
881.9,182
768.02,194.85
699.39,324.63
831.21,845.5
48.66,951.17
41.74,682.38
911.45,513.11
990.64,579.74
476.98,718.27
239.83,393.28
980.52,145.88
807.2,47.17
877.14,131.06
545.4,240.16
72.55,578.78
302.85,171.7
774.86,225.39
623.53,242.56
992.11,66.52
747.17,540.29
995.35,66.9
591.73,538.45
230.17,122.63
773.55,975.15
214.27,895.6
322.44,124.56
122.82,343.28
895.84,197.93
489.95,168.85
745.33,50.49
300.31,704.78
106.45,86.01
653.94,28.68
101.52,120.64
852.63,651.84
732.82,443.54
239.32,386.02
239.44,870.19
85.08,749.46
455.18,149.63
547.48,504.55
772.89,537.75
733.04,250.94
839.65,632.69
8.76,178.52
115.99,96.49
886.8,54.84
936.35,180.39
431.81,439.4
62.68,944.84
206.48,662.59
877.98,630.24
101.51,780.31
487.97,999.41
385.91,610.04
68.82,40.61
70.29,238.2
962.29,6.22
96.77,713.47
47.83,160.36
864.44,217.04
530.74,190.2
465.83,643.58
469.37,250.94
746.97,223.75
620.75,486.44
541.49,988.03
888.7,933.6
300.48,744.52
16.21,361.39
653.04,591.66
620.14,817.64
487.24,520.01
825.22,72.9
321.15,204.02
138.16,516.35
248.19,21.63
816.8,108.5
944.14,250.9
655.03,511.74
845.28,388.41
53.84,852.28
166.08,699.62
35.94,618.55
628.6,384.38
173.75,459.93
577.19,377.88
63.88,682.37
932.11,687.75
104.01,335.36
36.27,798.07
555.35,42.7
935.75,342.13
346.66,123.65
601.73,976.7
840.3,641.53
857.08,177.6
125.94,936.71
312.8,158.37
108.48,440.51
42.81,136.98
900.07,776.23
597.43,803.26
982.16,672.76
666.65,960.43
946.67,195.73
903.69,764.81
422.07,336.21
59.91,402.62
268.95,936.96
500.91,164.16
410.33,883.93
446.46,851.42
821.18,316.13
332.24,168.27
165.99,666.96
767.43,180.54
781.15,317.9
336.94,558.19
150.69,843.96
54.04,237.4
259.37,85.21
824.07,570.15
777.84,336.37
848.19,851.57
12.97,917.94
448.13,822.86
655.41,117.92
619.6,213.71
96.92,695.12
185.48,295.16
467.83,924.02
998.4,882.34
807.12,573.58
505.44,756.51
221.12,890.95
601.06,438.23
11.34,769.93
8.24,452.05
236.94,204.29
434.58,230.45
419.79,975.43
226.93,925.31
119.41,825.59
88.58,667.72
682.78,581.2
24.36,562.4
377.92,647.35
236.02,718.92
702.56,245.97
758.78,145.08
472.76,536.71
842.61,213.97
505.58,702.44
199.31,425.81
941.92,828.01
722.13,16.22
761.97,924.65
42.9,599.24
736.35,672.25
59.95,953.68
159.93,603.89
311.22,786.93
915.47,549.27
260.91,797.37
840.23,565.86
736.18,201.62
740.7,230.02
123.8,471.41
597.35,642.54
241.63,421.8
258.96,60.74
394.44,684.23
