a,b
379.09,580.29
74.06,380.55
633.67,700.12
522.81,640.48
603.7,587.32
545.11,229.94
737.17,394.75
60.17,659.13
457.35,863.79
260.48,278.95
280.06,570.46
802.34,420.39
985.31,144.27
823.08,166.68
524.11,36.45
652.28,464.44
93.95,844.49
944.33,840.56
855.79,98.14
583.29,702.89
809.76,556.67
655.34,217.2
356.06,82.3
953.38,416.23
137.14,96.45
833.08,516.94
10.41,9.68
85.67,218.85
365.77,949.45
679.82,407.42
861.9,407.57
527.27,923.05
525.78,920.43
166.31,195.06
273.35,518.72
752.99,825.51
371.57,285.7
138.02,997.44
261.68,396.54
350.26,164.47
745.39,223.73
826.22,987.89
28.95,528.6
70.74,492.58
297.85,507.72
243.29,682.78
69.32,625.09
865.67,322.27
44.97,672.24
721.65,112.9
284.35,906.13
985.23,206.94
875.48,477.24
272.98,868.51
300.19,796.13
8.31,854.17
983.64,673.02
260.14,932.86
860.17,575.97
720.39,527.65
915.35,123.42
289.21,411.25
766.29,619.8
658.59,266.65
783.76,469.66
366.64,126.64
545.32,737.63
499.93,145.16
387.22,556.4
76.48,156.92
751.55,105.11
459.62,322.96
211.04,279.31
570.63,151.73
392.93,419.92
849.21,388.82
243.29,647.43
762.99,386.9
85.84,741.15
321.9,460.23
612.9,344.35
356.6,61.82
115.46,54.14
739.06,997.9
536.53,765.55
426.36,547.56
519.23,919.47
481.2,153.56
347.22,951.31
644.18,794.76
602.73,164.18
510.85,872.47
97.1,927.49
21.28,976.72
490.1,872.78
502.06,961.85
807.34,744.4
687.47,439.94
101.31,978.48
196.95,159.53
699.58,5.72
990.56,179.84
411.8,297.56
243.64,873.47
817.97,688.27
674.96,451.37
968.56,320.02
256.71,670.14
942.04,501.84
641.27,906.99
694.84,714.32
807.56,761.8
447.99,599.69
74.01,396.61
902.27,139.82
708.94,103.87
449.08,100.04
830.34,430.08
775.74,704.72
978.94,328.18
608.24,300.73
654.02,901.8
514.36,418.18
762.64,869.82
489.29,180.69
692.89,466.12
897.9,785.8
200.21,629.53
540.34,48.61
