a,b
926.11,561.75
295.9,481.8
167,640.63
487.38,403.12
159.03,371.43
152.84,752.08
2.47,511.38
809.51,799.5
23.95,793.86
903.6,794.59
271.36,239.18
557.08,845.14
965.46,242.64
719.86,90.93
441.51,398.14
907.05,827.35
266.31,473.52
111.95,866.69
453.03,238.23
163.93,848.27
579.41,94.01
910.15,450.01
900.47,413.55
397.12,860.32
586.14,708.18
424.77,159.28
291.14,854.02
451.26,108.3
13.11,236.48
405.77,20.91
268.42,920.07
88.36,423.37
841.66,928.31
956.85,839.8
172.62,20.34
598.76,707.98
324.66,847.55
265.26,397.69
777.34,664.14
956.89,655.81
245.07,81.72
448.1,693.36
972.27,764.25
118.99,493.32
735.34,453.4
104.43,556.8
620.56,340.23
806.65,866.33
233.5,844.5
542.59,610.59
774.57,749.88
494.18,666.54
784.44,625.55
388.8,86.09
595.9,801.37
166.3,345.63
183.02,431.34
301.79,942.23
376.34,249.34
770.87,850.96
114.59,547.76
992.71,464.58
800.7,835.42
894.86,191.09
349.48,878.1
419.22,263.83
4.37,992.95
845.27,671.19
879.23,581.8
42.64,337.25
601.45,59.12
777.97,262.72
572.68,601.44
991.28,563.29
900.11,187.9
551.35,909.05
454.64,197.44
796.51,131.75
561.73,689.14
911.7,749.54
550.03,240.4
607.48,131.67
838.76,907.18
553.54,817.82
371.8,814.1
277.41,672.53
989.38,414.49
56.16,967.02
182.36,82.71
609.69,157.33
882.78,231.08
611.41,683.81
33.34,270.14
58.96,949.9
888.58,127.45
792.18,670.82
361.82,593.19
692.47,451.16
16.97,465.95
916.68,544.38
827.3,660.01
337.05,566.07
519.3,202.74
642.04,655.7
509.23,577.71
955.66,834.45
87.19,254.65
447.45,82.02
6.1,852.03
566.66,141.84
563.04,184.86
255.91,521.21
937.14,799.64
755.8,963.39
984.49,253.72
413.43,491.75
206.23,294.37
706.25,989.37
405.18,229.01
505.13,327.45
438.92,192.01
866.83,686.05
662.12,109.54
413.5,895.7
526.82,789.68
154.91,470.39
773.4,209.34
74.54,517.13
667.48,752.65
809.59,710.1
685.9,467.32
763.61,495.98
781.65,753.89
242.9,768.95
303.23,965.03
846.95,22.16
907.7,177.04
296.02,1000.52
575.17,596.62
178.74,3.37
646.34,663.49
886.39,595.96
881.03,645.27
523.8,411.44
830.69,27.69
175.18,626.01
41.74,112.41
653.57,29.27
921.88,747.29
423.84,746.11
711.45,712.01
84.19,354.91
546.48,644.47
592.33,440.08
599.33,356.85
343.18,490.49
592.91,79.04
810.72,623.23
535.59,573.95
260.35,522.72
580.06,27.12
656.34,262.84
497.78,747.89
596.06,477.44
816.69,156.7
671.74,626.53
325.5,652.2
593.84,272.76
740.13,690.03
490.2,233.64
759.32,368.16
323.25,959.09
762.17,306.35
348.83,961.49
534.51,699.25
504.88,118.75
373.03,399.07
146.03,698
440.33,932.05
196.21,400.73
839.15,88.93
478.32,956.15
631.57,609.41
294.43,960.36
404.36,791.47
88.5,968.96
229.86,132.61
12.04,91.34
730.37,78.29
792.91,837.74
176.82,891.51
924.71,600.9
494.3,134.08
323.84,955.89
776.47,304.17
478.04,558.61
487.27,200.26
95.89,583.15
943.12,871.64
261.24,390.28
98.99,174.87
188.82,825.09
114.52,506.01
133.56,712.11
564.59,395.36
939.94,26.17
238.08,631.18
103.48,965.98
559.39,433.05
995.96,833.68
328.18,640.62
684.98,15.97
663.74,210.32
884.1,653.11
26.99,188.07
142.69,571.91
