a,b
943.9,541.42
574.75,830.46
342.79,139.98
424.92,256.72
273.59,546.12
44.97,34.85
692.22,769.6
544.97,925.18
490.54,269.38
742.76,908.85
276.32,956.84
515.44,525.75
480.89,672.96
618.75,788.14
636.44,662.39
198.05,893.18
261.8,997.48
664.71,490.57
640.76,424.66
303.44,410.05
927.13,916.29
333.92,575.93
535.99,978.94
944.58,509.15
608,460.34
95.44,675.92
780.79,901.37
603.23,89.94
241.56,13.52
80.76,660.33
310.06,834.46
594.27,151.33
327.48,116.04
190.93,158.78
838.93,382.18
482.37,616.02
624.17,143.57
75.28,454.83
211.94,581.15
334.64,140.33
918.59,320.97
927.33,203.71
651.34,459.37
272.9,622.46
297.25,459.01
277.2,347.26
536.59,621.64
911.76,797.15
294.45,234.21
618.45,116.02
471.32,934.61
483.87,162.84
92,920.3
238.91,918.63
4.76,564.75
206.23,122.43
224.6,414.19
941.93,779.9
56.02,57.35
470.36,752.25
377.36,736.15
869.68,77.4
653.42,403.69
311.68,192.69
479.27,706.63
105.73,492.67
507.89,760.92
382.36,664.22
642.67,177.64
896.7,765.94
568.07,554.15
309.7,165.53
40.53,640.17
888.37,864.95
508.84,475.27
579.12,689.51
314.23,897.46
61.11,494.06
937.8,432.42
560.65,497.26
874.41,323.29
101.19,430.56
259.77,620.77
300.37,832.18
513.99,580.96
843.88,424.11
109.68,936.04
517.82,68.8
347.96,472.14
708.84,689.48
965.82,414.5
210.18,768.69
568.82,945.54
224.51,944.91
610.02,996.39
918.25,222.77
641.35,155.22
833.99,70.71
982.43,353.11
448.73,207.94
912.82,839.67
696.52,204.29
950.51,231.82
303.53,180.13
26.92,751.11
1000.01,173.55
146.52,650.09
602.56,114.81
145.86,481.08
989.94,831.58
942.56,344.72
346.57,485.55
87.3,745.63
170.73,485.87
107.55,246.42
325.97,435.7
626.59,463.71
377.56,535.67
135.58,149.18
353.81,813.85
168.36,357.99
198.6,536.41
231.71,118.86
937.56,33.52
312.67,981.08
584.45,896.94
482.22,383.54
793.55,52.39
916.51,990.12
23.54,213.92
558.64,31.41
206.87,415.11
776.71,632.98
963.64,596.58
346.53,171.12
329.77,171.46
153.32,477.17
138.09,654.27
839.71,82.64
830.13,989.79
649.27,928.22
89.03,460.67
224.95,767.99
560.03,892.44
121.35,669.98
510.44,573.6
679.13,510.16
58.03,880.43
29.27,629.69
769.5,925.48
793.67,198.57
557.92,473.62
447.44,186.79
691.01,419.44
962.96,107.12
520.59,358.06
858.02,382.34
855.49,283.99
572.73,430.66
870.42,511.29
676.47,864.82
530.24,860.42
330.53,165.35
8.88,625.44
912.78,845.33
385.96,640.33
134.6,163.84
307.66,820.75
341.87,908.91
150.55,647.15
946.22,892.47
612.42,223.82
555.81,510.97
631.63,703.71
714.16,28.1
182.63,515.56
950.4,324.91
198.85,430.96
969.46,631.25
814.54,877.33
45.01,540.26
358.74,9.42
513.48,92.32
887.01,793.86
520.73,328.31
920.18,319.77
831.4,190.49
371.76,128.75
551.8,805.24
978.71,844.67
877.23,206.41
833.6,552.79
503.25,732.37
200,288.94
725.94,997.63
716.36,963.47
233.1,799.66
876.58,249.61
27.29,737.79
513.09,217.76
205.58,503.58
572.86,490.55
922.51,240.79
964.24,69.85
816.8,138.51
264.21,12.41
591.1,370.94
361.5,736.24
943.79,570.96
559.13,569.18
7.91,996.71
123.94,873.82
596.91,350.97
462.97,715.91
275.65,839.32
630.94,576.49
864.22,235.41
859.82,690.17
453.82,203.37
426.25,399.17
664.7,503.83
962.11,599.74
312.66,536.5
586.79,257.33
428.88,861.89
723.3,94.53
210.81,414.3
988.16,881.75
567.2,68.06
772.44,562.76
160.83,298.91
334.3,72.42
674.04,497.61
964.72,202.07
811.67,502.74
920.54,433.45
509.07,454.25
629.27,56.75
740.82,360.06
487.25,577.88
267.71,439.02
804.87,363.29
197.45,627.18
697.06,557.51
788.18,127.94
267.48,328.74
401.48,628.58
82.2,332.35
754.86,137.76
457.73,272.57
245.38,513.73
659.44,974.49
814.8,617.67
616.87,438.27
909.38,686.96
347.41,283.31
768.49,269.07
532.76,779.88
364.18,5.42
529.4,20.96
318.66,272.4
338.27,154.94
134.89,241.86
457.31,726.93
745.96,914.31
333.54,75.35
831.71,82.37
955.17,700.77
541.01,487.07
194.25,186.57
200.78,892.61
648.68,65.43
666.27,648.45
73.28,212.06
231.3,581.96
153.73,222.95
514.44,898.87
734.21,26.74
246.06,13.96
678.65,349.78
206.65,404.25
735.52,418.82
698.41,530.41
309,485.81
621.33,133.05
32.04,338.54
749.42,279.28
262.89,705.48
501.92,504.31
646.49,429.87
987.6,690.73
509.38,404.7
757.8,301.31
311.81,504.13
802.57,632.09
551.6,929.27
877.61,766.79
14.21,123.63
206.68,932.42
684.6,662.31
383.2,400.79
106.25,117.34
390.3,457.53
540.96,615.09
99.58,865.21
991.39,97.9
691.81,1000.64
