a,b
423.26,416.05
853.65,104.46
150.67,424.22
888.49,9.4
987.88,449.14
303.86,140.94
452.2,706.74
468.39,239.94
189.84,852.65
283.45,965.09
202.83,939.71
537.55,886.92
76.94,210.58
475.55,915.01
801.88,420.62
838.43,366.91
842.22,993.19
323.5,375.3
903.69,159.34
637.76,86.25
530.03,396.69
350.94,265
803.48,631.61
931.95,586.29
208.7,504.02
14.84,218.11
849.45,190.16
138.17,190.61
305.61,274.29
632.08,854.5
844.9,708.94
154.19,166.64
979.08,517.33
114.33,533.4
27.77,166.93
932.29,931.9
853.93,404.18
446.01,342.35
777.98,642.78
172.31,407.69
702.65,930.16
30.33,477.54
951.52,46.3
552.17,643.59
177.31,253.88
959.18,406.76
898.63,871.17
957.93,132.06
540.15,235.94
561.43,974.11
767.37,207.39
831.44,745.57
81.56,380.8
248.67,631.53
694.31,29.91
418.47,169.9
573.34,490.78
627.8,596.12
117.49,304.05
918.21,306.61
409.86,760.51
636.58,492.6
701.42,589.8
928.05,569.82
391.46,451.78
676.13,743.19
462.49,493.72
577.42,81.83
54.39,876.72
999.83,959.36
90.99,930.13
577.14,888.95
37.06,215.79
119.04,540.23
686.25,23.64
677.21,21.37
444.28,437.3
928.25,407.6
50.39,429.3
465.43,836.68
409.5,847.73
766.42,320.95
404.88,393.79
604.3,589.32
951.35,521.17
969.88,557.5
622.38,948.57
877.39,805.82
505.35,604.9
204.77,547.11
503.46,824.85
107.41,56.32
922.88,804.73
720.19,16.95
812.14,845.79
688.42,748.82
238.72,483.81
560.32,969.88
413.37,806.41
747.54,732.9
965.41,685.01
791.07,595.07
989.54,939.16
86.21,599.6
646.86,463.74
898.69,103.46
409.26,766.67
627.32,251.53
819.31,757.58
356.94,555.27
178.13,935.39
667,7.93
860.19,416.91
670.35,234.67
483.74,1.75
329.62,452.49
476.85,978.1
628.72,871.22
213.06,351.42
931.25,909.53
613.62,177.47
743.4,929.8
680.41,472.63
1000.14,222.51
347.44,380.83
765.85,842.11
323.74,14.07
324.24,766.53
76.76,951.9
315.13,220.78
521.93,912.24
492.43,19.52
372.25,998.77
88.03,921.11
684.91,217.4
89.21,918.35
450.55,557.64
90.4,600.45
306.53,971.56
9.88,924.35
566.87,137.64
206.09,406.3
523.43,376.81
239.32,722.58
708,475.77
654.64,33.6
157.59,39.47
559.31,860.66
428,881.91
399.9,795.19
641.69,594.36
546.19,632.01
240.14,545.42
962.1,601.08
819.53,523.83
587.17,48.25
157.5,647.49
522.64,667.4
437.17,715.48
956.93,626.87
675.13,180.4
578.62,720.33
215.17,611.34
830.89,56.3
451.25,295.49
81.32,312.16
105.61,864.14
358.36,688.52
216.04,447.46
284.28,110.43
296.04,442.96
826.06,81.42
706.3,578.75
191.85,633.08
138.41,591.15
295.74,915.56
362.81,905.65
152.03,601.92
796.22,724.72
962.4,954.07
270.67,36.81
493.92,284.76
849.1,665.69
721.86,525.07
854.91,173.92
382.84,780.79
807.21,445.38
363.29,758.74
648.86,702.68
207.9,360.75
766.34,441.23
149.47,617.11
475.81,417.71
340.13,659.11
407.46,735.39
199.12,622.82
264.62,496.08
615.13,941.97
924,401.75
984.67,54.31
785.57,561.69
736.95,426.99
617.69,758.82
649.07,749.07
327.95,332.84
448.55,631.78
159.21,73.1
742.12,175.37
83.93,360.94
581.16,629.74
383.59,923.23
835.37,655.34
816.75,404.3
716.6,314.92
965.97,632.13
673.53,781.92
444.17,810.71
50.74,475.37
636.2,19.21
494.04,687
349.96,792.77
199.2,397.27
19.71,898.81
344.18,447.47
513.87,281.41
319.47,817.59
407.41,502.99
212.31,368.29
793.78,883.56
349.52,730.09
719.14,19.19
339.47,318.66
1.58,153.39
927.9,586.36
685.66,838.22
282.39,614.63
157.02,439.73
138.28,58.79
523.74,674.59
734.46,41.29
42.52,588.43
414.78,616.2
584.63,383.1
464.84,238.99
273.53,996.35
188.97,359.6
292.19,710.86
984.93,607.96
785.99,342.52
350.74,518.8
958.72,828.52
743.14,585.58
49.21,253.05
259.13,123.28
369.62,680.33
484.62,207.9
997.69,66.14
338.53,91.79
858.51,5.24
189.13,7
429.98,238.49
292.73,325.72
903.41,471.6
903.92,771.85
207.09,772.64
714.41,577.84
432.95,897.49
626.6,769.57
620.89,801.15
866.28,670.13
913.98,445.67
68.18,85.33
817.94,603.31
729.73,578.35
380.22,906.2
307.12,717.37
505.17,758.4
742.12,658.48
833.64,805.01
10.34,167.71
816,127.5
396.32,811.4
298.04,332.88
247.65,184.05
475.27,748.09
796.4,540.69
713.95,445.18
484.52,952.08
642.74,218.88
242.14,265.13
218.21,960.56
3.61,581.25
353.86,378.54
591.26,744.56
455.12,384.88
249.24,943.44
631.45,334.16
578.42,786.34
474.54,534.95
360.51,732.5
797.55,890.67
792.29,65.26
760.15,21.47
821.12,98.31
674.63,8.72
748.88,552.69
471.08,100.49
251.89,267.78
943.47,17
207.09,342.79
828.28,856.15
852.18,213.99
42.88,879.78
771.62,129.34
849.86,257.2
645.58,239.79
730.71,437.14
699.01,903.59
871.05,93.3
355.17,578.75
218.16,623.4
805.37,760.66
363.49,861.33
158.93,152.05
942.51,821.07
559.38,494.36
255.53,696.29
774.74,974.1
522.76,984.78
253.66,345.65
302.41,732.41
654.14,734.76
97.11,490.5
89.06,158.36
933.28,118.18
