a,b
800.96,605.87
7.58,918.83
6.6,647.69
942.01,638.99
853.03,774.82
773.56,739.13
728.99,451.72
462.55,6.02
323.21,974.26
551.65,488.4
529.88,799.06
175.39,315.59
714.49,303.15
213.81,659.64
357.68,516.16
759.85,676.31
648.11,511.59
70.87,680.32
106.42,126.69
191.1,561.66
718.47,77.31
537.74,437.35
634.84,601.37
103.4,263.91
196.26,453.9
669.8,584.9
822.86,900.31
394.2,137.93
155.53,531.1
316.55,798.98
841.6,525.58
289.92,654.14
674.17,316.96
129.46,186.66
95.55,778.46
448.57,711.22
104.52,253.25
495.47,502.5
90.81,662.06
592.8,580.74
616.83,264.27
136.5,810.97
804.73,5.2
945.07,669.82
936.17,653.34
114.42,760.37
18.25,934.04
635.47,204.39
93.42,556.25
352.99,771.2
798.95,819.22
68.24,470.12
107.14,509.88
172.75,315.73
260.59,868.64
581.65,727.76
541.3,352.89
158.65,134.85
530.37,318.81
243.04,144.13
299.43,548.27
325.78,611.46
832.67,822.91
119.46,474.97
726.33,192.33
680.84,986.64
894.68,422.4
115.23,491.53
196.02,286.34
973.97,94.29
737.82,326.62
731.27,588.34
686.79,896.85
512.06,844.33
518.84,876.12
579.14,850.07
849.21,869.52
632.17,966.46
67.87,820.16
908.18,302.46
39.38,120
485.44,3.53
268.19,663.81
29,338.5
420.89,896.22
16.05,91.14
430.69,339.71
16.4,997.81
221.4,187.57
766.06,912.08
80.34,738.03
566.69,365.87
864.46,155.45
180.45,693.28
852.92,611.23
118.13,982.37
79.37,957.9
815.77,454.28
813.66,692.24
957.9,801.67
552.08,262.65
835.82,174.23
79.8,555.65
214.66,723.29
507.56,848.33
519.07,6.61
232.18,905.53
197.04,272.96
56.24,654.38
605.23,526.62
972.51,323.03
506.4,825.57
669.46,620.27
947.06,444.04
788.07,644.69
442.48,782.2
103.14,181.08
449.54,505.32
821.11,545.4
844.57,241.41
953.94,537.45
200.3,956.93
962.05,337.62
953.13,774.46
213.28,753.81
156.51,96.28
374.52,243.11
119.01,637.9
221.8,619.02
642.56,885.9
182.65,28.71
708.48,499.31
15.91,491.95
106.88,671.15
231.27,786.16
771.67,614.59
305.11,720.51
286.75,954.83
350.53,236.01
710.62,945.78
962.61,588.1
429.39,785.84
474.89,17.85
723.52,46.56
655.91,35.76
773.06,319.13
711.03,713.52
449.31,574.67
296.81,272.8
69.71,285.71
33.09,746.94
906.22,2.89
24.39,21.2
657.52,67.42
37.4,787.66
528.31,806.6
978.46,691.29
960.01,468.46
468.14,195.31
182.79,328.95
397.97,266.8
902.52,386.82
491.79,301.89
418.63,70.74
642.06,489.04
237.16,808.21
595.41,590.37
82.55,93.55
488.41,560.89
705.44,154.64
17.45,841.51
29.77,381.75
989.85,344.44
924.72,464.21
533.81,186.61
457.87,788.52
815.85,57.08
257.31,150.37
895.74,223.68
535.75,43.63
923.27,276.65
549.9,415.67
674.3,901.16
29.02,80.59
662.59,280.05
478.17,487.7
708.38,287.33
953.95,752.15
669.78,451.27
343.9,381.17
827.6,358.49
383.16,901.33
476.86,240.56
480.85,476.72
694.59,631.9
298.89,623.8
827.34,242.62
226.81,48.45
872.76,704.72
683.19,951.73
851.99,554.66
487.74,113.62
63.41,434.14
334.58,225.68
437.07,386.73
16.99,96.95
284.78,133.64
30.69,449.54
286.57,960.37
637.23,469.75
915.14,561.15
570.18,282.06
793.78,827.48
314.97,909.91
276.37,138.17
575.02,284.05
854.62,227.64
510.64,962.61
352.67,690.22
642.96,915.09
574.53,472.85
472.91,972.66
656.96,92.76
31.01,301.52
830.5,394.96
625.17,867.03
482.19,920.1
681,91.37
679.5,282.77
562.93,497.86
961.27,788.8
766.81,795.83
688.26,713.29
986.76,92.81
449.22,102.15
731,34.4
385.25,254.48
523.91,97.41
482,766.82
997.46,577.71
679.09,836
427.52,463.3
377.59,48.56
758.43,913.22
609.56,58.19
253.91,651.01
59.4,160.35
143.27,565.66
196.62,610.05
971.78,20.77
74.41,35.68
642.8,80.21
917.15,552.96
415.73,120.09
425.52,887.83
529.24,664.94
730.03,141.93
866.58,397.01
530.22,158.1
720.45,893.86
133.42,248.33
769.79,377.62
361.05,366.69
429.43,849.49
91.31,944.89
401.56,540.59
153.91,443.5
380.86,414.02
899,562.1
449.72,287.85
928.63,765.21
897.82,169.04
431.19,535.61
217.37,465.38
929.26,533.09
250.17,259.68
181.66,675.58
787.71,992.64
508.79,578.27
805.52,678.39
762.57,440.15
931.32,451.88
395.38,464.23
448.46,549.06
424.82,609.89
964.58,764.26
888.49,209.29
673.57,956.71
865.11,801.46
354.41,85.54
524.54,919.75
811.56,245.77
354.68,151.97
841.93,367.34
65.96,73.44
650.4,73.88
40.49,829.85
839.14,44.33
438.08,808.98
764.21,671.46
755.66,782.02
77.94,445.93
623.7,914.65
850.8,392.38
482.08,549.39
669.13,148.85
254.46,180.62
285.77,446.11
621.19,397.68
703.68,160.91
774.28,654.96
147.1,798.98
489.37,127.67
54.06,493.7
775.87,887.19
328.56,580.29
979.3,711.6
53.49,907.36
959.81,264.69
474.42,305.4
937.91,213.43
342.95,488.53
925.01,678.25
735.12,848.58
867.54,448.12
804.28,245.33
647.79,396.69
881.18,475.15
425.33,637.27
168.61,594.46
562.85,126.8
10.08,997.07
604.68,850.85
566.04,210.82
955.25,817.49
778.71,568.22
575.6,517.81
748.2,457.3
800.95,28.27
824.62,661.14
635.69,229.26
968.14,897.09
474.11,812.93
874.92,425.6
260.36,135.96
93.45,241.63
194.01,20.44
122.22,917.39
32.79,149.29
30.88,48.39
522.41,278.6
362.08,947.44
449.82,922.11
251.69,280.81
569.35,316.05
413.15,761.26
880.09,888.76
930.58,498.6
887.29,405.6
275.06,431.17
703.54,347.47
432.3,96.48
529.61,879.76
798.79,672.73
241.18,752.37
206.83,878.54
228.59,113.07
586.07,346.89
243.99,419.69
314.82,741.7
225.24,20.96
849.36,915.97
663.9,991.6
403.06,904.78
680.13,624.39
678.1,371.49
497.63,965.82
820.47,581.13
877.26,250.01
284.69,953.34
226.72,435.44
209.41,379.43
945.01,43.62
699.21,738.86
526.62,238.95
706.71,953.84
238.54,739.13
152.36,320.64
54.82,484.67
505.45,623.13
674.4,197.03
404.16,934.88
475.61,924.29
929.44,656.12
614.25,750.52
766.7,850.37
54.39,563.91
789.45,156.3
64.14,844.24
601.08,351.13
890.33,224.3
882.17,883.15
702.19,377.95
830.64,337.25
203.5,638.18
77.64,509.23
901.97,649.79
817.08,920.65
112.47,856.68
364.21,228.77
964.6,838.98
665.15,589.05
918.87,784.61
366.75,172.51
764.58,134.26
837.03,985.99
692.62,864.88
268.53,745.68
162.12,129.12
890.74,910.1
124.49,452.71
374.68,372.6
83.92,553.07
996.14,253.42
956.98,757.56
391.55,289.09
326,432.41
856.67,546.11
891.4,535.56
758.04,269.61
570.96,240.31
461.36,361.81
264.46,733.06
667.14,184.36
758.96,697.63
666.72,413
268.26,755.22
929.28,549.79
301.42,250.29
691.3,728.96
198.28,519.83
624.51,50.13
218.25,569.44
281.41,740.09
952.54,431.18
527.59,316.3
371.24,246.1
658.21,994.02
770.18,243.39
209.48,321.37
978,952.5
744.38,810.26
724.6,269.42
185.1,383.86
606.43,778.93
104.58,748.38
159.43,378.24
402.08,241.25
677.1,925.41
310.02,244.44
870.6,332.46
758.03,965.98
170.14,572.75
833.88,856.08
1000.67,664.32
847.04,820.37
725.15,467.77
92.63,658.22
411.68,535.02
873.07,502.25
697.04,366.28
281.79,941.42
786.28,51.53
531.18,514.12
642.53,405.42
902.94,263.02
195.73,716.33
452.57,357.53
400.77,459.14
370.3,537.75
581.18,704.12
57.51,428.28
695.44,625.92
578.42,688.73
15.21,728.84
954.15,994.98
747.09,251.54
769.16,575.08
354.21,622.65
352.33,910.87
370.04,234.49
487.26,739.51
660.89,892.27
832.9,435.33
135.76,179.41
872,514.26
857.37,424.88
391.44,482.05
40.92,407.19
840.88,131.74
345.62,680.92
828.33,535.87
469.24,477.48
531.04,235
999.44,404.84
570.91,719.85
573.86,668.25
781.13,181.52
285.11,680.99
351.74,842.93
501.64,712.63
931.9,913.29
971.87,455.85
450.96,327.99
558.98,771.08
65.11,272.07
348.1,757.33
207.82,443.62
979.13,724.42
815.6,376.37
402.2,752.9
258.18,285.96
91.9,784.53
974.41,175.04
419.01,51.65
771.91,173.44
149.82,952.95
134.96,619.45
686.23,257.4
767.7,2.34
551.29,603.81
58.53,399.56
815.66,334.41
191.79,433.2
203.79,239.15
236.92,92.45
190.4,914.29
133.76,56.41
885.99,425.67
637.84,274.69
241.61,971.7
87.86,55.19
313.42,493.08
359.69,893.78
260.35,582.33
46.8,311.77
43.96,385.82
52.85,322.89
405.17,483.78
749.5,279.88
45.09,40.77
850.24,14.32
119.9,842.57
487.41,725.43
