a,b
448.13,564.87
370.28,139.46
66.1,232.86
749.7,266.19
265.4,967.94
137.46,465.66
97.58,296.7
205.18,482.58
483.75,471.57
539.9,746.39
161.1,142.58
236.91,879.74
400.92,214.28
141.92,222.64
959.31,75.8
492.1,120.48
299.4,991.35
490.09,800.13
758.55,575.52
785.1,246.63
868.38,844.22
226.22,472.96
147.74,727.62
806.71,724.27
497.97,26.4
162.23,133.39
702.24,559.21
823.15,53.39
866.54,813.39
179.31,814.14
9.77,224.18
872.75,317.89
364.8,188.98
939.45,106.11
349.74,42.67
50.81,478.85
903.16,175.97
707.69,687.8
736.07,810.62
874.21,350.5
474.43,636.25
89.83,221.98
291.77,497.22
3.06,450.76
135.28,248.47
907.26,330.2
731.81,698.95
107.98,790.63
557.96,321.42
358.31,258.32
479.25,259.51
366.41,754.84
955.19,652.77
884.63,308.43
878.97,634.55
528.47,476.35
724.13,676.82
261.07,234.63
629.76,157.11
416.9,812.35
670.16,41.63
113.65,720.43
604.88,419.08
610.02,779.62
379.21,550.21
421.62,165.25
334.5,711.98
833.56,234.1
451.86,853.77
989.87,203.08
404.34,528.16
762.47,118.34
170.84,118.75
643.6,502.43
506.47,797.41
241.24,932.98
543.69,591.08
450.9,759.92
494.24,295.74
886.44,68.22
722.69,588.94
361.87,604.21
92.82,68.2
768.94,896.13
42.77,449.37
941.03,449.99
148.67,515.34
215.21,209.85
403.57,376.84
428.45,197.62
885.53,731.21
73.8,958.53
656.05,297.95
561.93,156.92
600.52,437.44
743.19,822.78
264.41,590.72
584.89,710.6
504.43,547.83
438.45,296.18
595.33,952.06
362.19,361.43
297.93,505.09
793.46,320.83
472.98,463.49
370.25,315.45
343.44,938.23
447.67,134.4
188.35,553.45
894.71,495.08
663.64,262.92
20.79,67.06
64.66,562.23
891.9,651.43
447.97,885.18
319.95,79.96
964.44,442.37
700.05,572.56
885.27,179.63
680.03,897.27
592.05,738.4
769.45,241.56
233.39,879.65
776.08,101.96
123.02,759.59
341.29,30.21
74.33,268.65
190.49,762.01
