a,b
730.77,636.69
923.89,403
579.33,54.58
80.81,84.71
472.59,472.38
451.52,623.8
954.56,95.18
425.66,455.41
647.59,347.62
304.24,347.37
987.78,734.08
152.77,64.02
428.65,252.41
181.79,910.61
652.8,340.55
268.2,92.65
546.35,860.16
612.82,852.88
414.67,528.93
599.21,614.94
858.72,709.66
941.08,331.43
855.74,571.5
778.87,529.55
523.61,163.9
813.3,412.22
856.68,805.39
997.15,520.85
556.91,522.62
568.03,355.39
593.55,821.91
670.92,878.1
371.78,812.85
68.18,43.09
333.06,680.6
131.32,44.7
588.91,334.16
112.44,957.05
384.47,771.83
748.33,301.85
269.1,291.19
33.05,635.34
761.78,827.88
217.58,691.09
946.1,993.49
713.59,907.42
754.95,727.63
472.08,870.62
225.69,532.39
672.36,236.86
524.59,567.96
187.84,445.03
761.88,158.13
563.48,212.98
248.18,216.43
474.48,313.67
434.62,619.29
891.31,137.04
421.03,943.08
400.22,219
754.94,555.1
329.14,37.36
19.14,520.34
821.57,340.36
178.74,498.49
62.44,325.83
578.66,508.19
779.76,118.56
179.61,217.05
937.28,794.03
254.55,912.07
743.93,105
486.62,148.69
922.46,232.57
57.13,531.16
557.89,515.65
939.82,493.89
216.24,586.89
982.12,139.06
428.8,449.18
990.52,852.5
187.55,983.04
61.06,627.69
216.04,567.01
921.98,504.33
699.24,489.16
617.75,326.96
162.04,832.65
768.52,477.67
972.33,229.35
43.8,954.16
550.12,476.34
172.26,545.32
657.52,541.93
715.05,373.13
462.52,541.06
323.68,700.24
218.04,242.41
326.64,348.83
565.88,167.34
517.06,275.58
333.74,587.93
531.5,234.06
515.79,529.27
356.38,461.32
104.3,411.26
646.07,5.93
384.38,421.34
916.16,695
277.35,550.98
425.35,226.95
106.01,44.59
290.29,227.86
73.75,392.51
545.22,622.71
336.39,361.98
151.79,857.7
22.59,119.99
38.02,488.73
496.32,416.4
441.62,687.52
243.34,973.39
209.53,816.98
572.65,856.22
698.84,448.51
757.31,56.88
86.57,60.53
580.64,815.12
29.43,524.32
543.93,672.36
779.46,449.49
349.54,511.51
557.76,769.7
472.69,406.78
110.1,752.42
602.7,316.62
643.9,959.62
502.46,131.8
667.45,71.13
964.59,24.59
781.82,144.75
93.73,445.09
855.3,183.81
707.25,480.25
929.94,917.17
133.44,775.86
99.75,410.62
999.69,898
896.6,76.94
940.42,78.7
734.42,434.91
276.6,478.76
481.13,111.52
522.32,132.48
206.52,963
570.37,810.9
977.09,137.75
262.61,722.86
338.03,213.2
315.19,633.42
559.03,462.1
991.02,802.68
802.49,185.61
887.41,934.96
9.92,390.18
158.74,783.74
414.35,914.98
965.52,45.71
450.83,627.92
418.51,966.26
957.75,938.95
763.52,953.2
323.34,808.24
1000.99,7.91
339.76,863.47
365.73,326.64
181.11,892.54
397.22,2.21
106.63,47.25
964.39,742.09
557.53,144.84
27.13,143.58
837.97,65.27
614.58,525.46
834.89,627.24
808.28,680.42
266.7,938.99
988.64,571.44
424.15,46.05
26.74,994.21
190.56,695.19
626.83,942.32
609.86,928.44
992.48,510.3
168.9,541.47
608.19,843.16
85.58,887.25
620.58,572.61
414.8,847.35
123.49,786.71
523.86,825
470.57,116.32
819.7,728.94
589.24,960.73
33.61,797.75
86.06,512.59
671.49,597.74
576.35,647.27
351,181.87
908.97,167.57
284.46,548.63
693.28,940.02
464.56,678.13
625.93,702.58
597.93,426.76
639.23,492.74
717.19,556.24
463.43,851.27
584.75,326.77
249.36,449.98
706.09,672.36
297.89,739.54
198.66,991.66
819.36,299.52
386.87,828.6
571.38,239.09
762.95,214.36
634.02,536.89
771.72,296.97
604.41,482.31
20.42,709.06
206.99,756.17
399.46,648.16
86.09,927.69
389.4,176.71
94.89,592.84
298.94,301.3
787.08,822.68
565.81,391.97
378.23,399.04
414.34,381.07
115,547.44
566.32,238.34
731.87,127.4
71.14,308.09
52.17,100.28
125.1,454.3
534.92,321.77
547.1,303.29
874.79,873.28
762.61,920.48
795.85,875.23
430.19,123.49
316.21,89.78
602.86,246.32
572.94,970.28
550.34,906.05
906.65,911.04
134.58,58.35
960.17,456.37
779.65,22.18
483.12,889.27
887.38,596.68
563.34,333.09
963.17,470.94
765.81,435.54
265.31,325.48
163.72,810.28
680.36,794.8
395.36,868.12
639.27,461.6
297.61,33.61
386.14,776.23
72.47,199.55
260.34,444.71
654.47,195.4
846.22,916.45
72.4,839.29
300.35,76.31
968.5,32.24
226.25,799.29
120.46,86.42
701.7,4.51
44.13,766.76
668.71,930.38
396.73,640.57
349.82,80.04
794.76,763.91
831.6,17.89
512.14,198.5
241.97,718.66
667.02,894.09
588.03,631.33
38.19,638.15
253.53,627.8
786.36,103.79
318.24,500.43
858.09,789.59
893.22,325.82
557.71,377.49
870.22,971.78
599.3,634.31
254.18,171.04
9.24,457.66
403.49,495.06
649.35,309.11
494.21,886.96
535.87,7.4
916.5,364.82
946.86,869.33
952.93,266.56
567.66,193.97
595.45,406.55
347.97,8.78
30.39,439.25
244.37,445.8
179.93,192.06
127.99,819.02
855.26,17.69
155.55,588.1
694.65,381.08
523.64,483.62
583.52,285.2
848.94,849.84
349.36,497.39
202.26,792.11
765.66,244.64
145.58,126.12
69.63,688.83
926.94,325.46
277.58,518.19
731.22,303.83
418.57,44.86
826,199.69
909.28,85.65
4.3,786.07
866.01,1000.7
899.28,373.28
581.06,90.27
727.65,314.54
749.18,151.59
518.18,260.38
535.86,131.85
637.42,921.89
676.6,813.75
90.26,749.61
879.38,152.23
616.27,379.17
717.74,198.52
411.05,488.31
379,80.63
412.08,346.48
923.57,578.51
687.79,394.42
161.75,223.66
71.68,482.58
1000.63,61.52
761.17,153.17
731.84,398
167.42,205.67
12.83,293.42
863.1,641.7
953.54,544.62
534.53,348.34
511.18,440.61
923.17,731.65
439.71,963.24
917.06,184.32
168.37,43.1
173.62,11.39
750.32,233.95
467.61,629.59
608.14,626.59
83.76,975.23
213.88,959.96
650.8,161.63
779.19,656.32
248.79,719.52
613.47,927.29
301.66,129.58
332.48,400.7
702.47,648.96
856.56,571.4
548.74,934.84
265.97,529.96
447.13,491.06
175.62,202.34
731.57,206.37
632.35,304.43
222.83,100.33
78.75,167.42
875.13,935.56
761.84,955.81
297.09,905
824.46,244.32
842.28,374.8
735.56,751.89
66.44,931.35
301.37,610.88
66.25,893.14
871.04,437.23
362.62,661.35
869.19,757.44
673.37,672.28
653.66,643.43
109.44,129.34
25.11,809.19
783.98,444.49
465.91,426.31
514.7,778.89
462.01,288.89
132.03,941.05
353.22,97.6
328.76,929.18
482.7,514.58
406.23,128.9
92.4,111.6
974.93,315.06
397.23,528.71
846.38,539.52
188.73,236.21
965.22,696.61
501.78,271.2
522.01,295.56
613.55,662.35
802.83,468.29
627.36,274.02
509.74,365.69
937.57,420.33
309.83,490.41
717.38,858.47
124.04,528.87
10.84,386.1
418.47,814.97
735.66,113.96
450.2,556.08
786.61,730.85
642.14,876.84
67.39,461.5
829.03,936.02
902.29,732.15
578.17,441.5
645.92,781.31
526.2,892.12
849.42,229.99
376.16,408.07
411.7,942.91
310.05,931.59
339.14,854.47
715.95,896.79
566.67,589.2
922.85,878.55
348.3,491.18
724.72,273.89
806.2,380.84
219.83,53.62
798.54,392.27
853.07,172.45
213.35,410.06
497.66,247
577.44,258.2
68.93,263.74
297.18,947.01
666.59,694.61
943.37,737.61
459.7,10.17
883.08,817.8
834.15,55.95
341.01,21.24
737.42,575.18
750.19,692.32
824.46,954.95
791.55,433.28
424.94,783.85
389.69,176.1
165.88,996.1
162.44,694.1
257.68,92.89
288.9,94.57
854.43,349.27
489.84,601.18
409.98,997.85
717.63,171.11
866.74,370.82
86.73,429.56
931.82,875.5
471.95,714.04
274.92,917.4
197.52,767.46
977.12,284.34
844.95,30.31
541.17,651.08
352.56,567.44
115.85,413.32
578.84,409.64
852.57,948.16
656.99,280.38
806.34,538.5
311.98,690.15
961.75,536.93
301.91,988.2
906.83,961.47
294.75,99.64
883.18,719.59
970.18,819.14
886.04,166.9
200.88,461.84
708.19,650.8
218.41,459.08
182.15,603.92
483.52,416.86
779.66,623.35
371,310.13
683.71,352.48
911.89,872.5
964.19,583.45
350.53,924.38
306.25,48.59
899.93,227.7
989.97,334.76
622.99,552.05
109.77,26.07
521.02,156.65
220.06,530.16
296.3,463.12
668.44,391.1
122.79,634.08
294.69,974.12
677.8,82.54
868.97,978.49
90.46,295.55
760.54,380.17
168.33,465.03
771.82,172.54
622.17,366.69
815.37,433.49
362.64,397.79
139.68,637.83
602.26,77.22
506.28,742.4
579.26,551.41
390.53,52.1
5.47,641.17
507.04,115.54
965.79,786.84
600.35,224.58
107.03,695.56
989.07,603.05
521.82,805.23
819.11,537.97
95.31,216.9
818.61,627.81
553.92,668.7
68.81,41.03
900.86,683.58
44.68,958.55
660.95,855.45
433.87,632.19
968.47,977.71
850.63,689.47
139.31,320.65
956.68,18.6
326.12,540.24
426.73,134.15
96.82,883.27
516.06,776.75
170.03,24.67
830.27,223.53
162.88,285.25
699.39,638.43
684.08,74.04
93.56,818.68
852.95,725.37
680.43,911.22
549.82,208.61
89.99,25.13
833.99,914.72
834.22,162.29
639.05,4.39
933.14,398.55
40.07,788.26
560.9,141.65
407.4,218.14
791.77,162.3
158.52,952.75
835.96,668.03
76.04,245.26
339.96,286.59
997.92,917.29
877.87,3.26
739.66,793.44
625.82,922.73
476.39,900.04
502.63,142.97
878.01,277.54
137.8,565
511.91,235.62
745.04,913.42
856.04,209.72
619.55,175.38
604.92,935.85
364.83,527.41
520.02,924.09
290.67,910.88
139.09,207.25
102.66,502.62
941.1,278.72
178.83,95.16
344.27,562.88
752.62,51.42
68.74,649.95
910.44,643.05
718.49,847.04
849.63,454.07
640.6,994.68
644.2,371.05
659.5,859.96
779.61,324.86
669.9,243.67
822.18,322.55
121.64,863.14
521.96,65.63
402.13,187.38
524.14,452.67
846.36,461.49
586.69,915.08
59.35,330.55
422.83,304.02
187.86,910.76
1.42,645.61
396.18,439.66
892.68,272.49
398.2,344.69
209.13,924.09
372.8,309.49
943.04,292
490.12,587.7
842.33,713.3
531.89,921.06
124.87,447.64
985.39,441.63
284.87,808.77
379.14,758.73
238.41,906.55
438.64,317.79
1.89,22.04
810.05,718.92
922.06,744.99
205.56,578.79
957.06,558.71
565.62,587.25
205.23,911.11
651.9,34.17
946.43,761.87
749.27,199.03
20.37,216.44
707.14,726.22
666.48,805.56
865.26,508.17
931.6,792.65
971.11,533.76
127.13,531.19
656.16,43.59
821.43,42.91
805.98,967.43
730.6,961.75
430.35,947.92
876.71,567.09
139.98,288.93
817.79,780.24
822.83,470.78
242.53,645.13
834.47,40.87
340.62,903.93
345.39,196.15
583.02,842.73
306.24,777.86
790,586.72
747.27,449.47
183.31,146.56
82.8,934.71
687.15,467.09
274.54,707.43
641.5,214.03
295.31,291.35
570.29,356.75
62.64,259.08
503.33,913.71
195.23,300.98
14.6,764.58
920.86,468.08
126.84,997.3
103.32,505.67
806.28,6.14
440.41,29.67
224.63,346.63
524.67,634.26
980.75,541.7
779.37,480.77
658.92,859.9
46.68,77.31
421.98,126.97
512.54,585.74
588.31,58.02
48.62,847.2
782.42,203.46
868.47,511.07
552.98,86.66
