a,b
246.29,297.88
788.66,760.48
669.31,223.73
135.66,519.64
988.8,160.01
695.82,787.16
296.09,296.62
752.77,209.87
188.3,526.14
559.55,215.54
901.33,357
33.27,895.2
181.44,336.14
572.37,428.6
738.87,525.83
239.6,467.18
65.06,632.62
176.84,200.36
683.7,713.93
846.11,354.25
652.1,320.66
251.04,851.27
865.85,345.32
294.52,288.09
934.7,153.42
946.9,754.2
205.41,416.33
668.27,941.69
285.51,564.44
163.05,151.26
354.05,82.09
373.89,472.76
553.72,114.42
972.19,76.37
861.73,786.68
137.33,38.49
886.94,758.59
710.87,31.69
251.84,600.71
923.94,795.61
227.04,878.33
235.74,132.7
491.66,915.03
98.78,425.36
209.67,24.12
940.77,921.09
499.8,679.6
645.37,585.72
484.97,797.19
623.23,3.87
470.91,453.94
137.21,992.1
447.02,597.66
810.35,891.27
756.4,326.94
293.26,10.43
665.46,914.48
667.23,335.04
891.69,405.28
733.53,722.86
453.1,604.38
64.24,308.15
576.33,429.7
111.03,234.33
667.04,365.89
218.87,651.32
853.16,438.46
506.23,771.11
992.67,201.81
504.17,791.59
462,986.58
544.12,746.02
565.56,730.05
279.21,136.05
624.59,495.65
903.96,144.89
359.85,754.3
448.34,653.72
976.39,384.25
209.15,266.75
435.47,379.58
810.32,323.28
158.54,545.89
885.21,382.84
293.32,616.03
929.73,690.97
739.87,829.29
231.36,228.04
645.93,789.33
590.2,317.23
782.12,181.75
63.09,720.1
513.69,90.44
858.38,636.01
771.51,428.23
895.28,397.93
592.97,33.69
852.95,938.34
591.1,205.62
782.77,582.58
658.49,778.01
96.99,763.9
595.32,326.96
31.3,376.86
138.69,212.76
713.49,465.11
715.02,440.71
608.41,341.56
112.75,576.61
170.27,100.9
691.42,918.47
534.05,931.69
269.07,221.89
292.38,522.17
607.76,735.92
69.25,646.46
851.42,894.55
781.24,655.53
530.01,602.36
768,134.05
242.45,481.53
743.3,269.48
141.13,94.75
217.26,901.31
196.3,785.59
1.91,557.13
220.28,302.07
469.02,582.98
480.49,100.7
704.58,562.23
755.52,903.35
647.7,39.01
715.16,453.3
711.14,908.41
327.16,941.56
643.02,880.32
284.19,82.65
186.61,31.01
524.69,841.72
300.69,34.82
242.23,917.48
969.18,674.28
771.35,322.43
566.4,870.99
474.14,162.04
432.15,356.17
306.06,590.78
193.1,580.2
637.28,809.94
16.06,130.31
608.68,818.93
277.19,374.18
965.28,336.11
993.47,718.09
160.18,222.08
634.43,899.72
404.7,365.75
858.24,979.04
157.19,785.15
57.37,360.82
118.69,221.53
49.79,183.77
892.29,190
161.03,803.98
946.13,255.34
361.4,71.06
903.99,177.75
600.14,631.77
497.45,66.64
623.28,671.93
101.13,787.95
950,226.83
174.05,397.61
657.56,127.4
460.18,300.14
709.34,845.31
157.9,16.26
738.72,970.37
175.86,719.53
986.79,490.21
403.03,754.97
151.35,955.55
944.57,709.49
340.48,296.12
626.57,689.32
716.25,972.58
15.54,120.79
67.38,735.04
267.94,638.84
817.01,908.37
825.39,256.25
91.77,884.19
433.05,837.44
331.15,809.34
651.51,521.49
50.27,169.4
135.77,580.81
246.76,268.02
256.26,985.2
156.18,948.31
312.38,439.76
584.44,688.48
616.42,468.97
289.78,355.71
716.61,815.29
579.47,28.39
250.48,927.34
596.74,782.21
91.51,752.65
328.04,236.58
476.42,418.67
