a,b
704.27,388.16
618.1,702.84
219.84,323.96
411.05,810.52
347.51,694.04
137.45,924
425.62,487.94
486.45,344.03
624.2,662.11
448.84,515.73
955.91,391.51
364.86,393.3
318.94,805.1
887.05,787.13
439.85,415.21
374.43,158.52
453.39,880.47
409.98,542.74
867.93,547.13
287.49,338.91
919.77,689.24
962.36,604.61
874.36,557.99
432.68,818.57
230.19,131.99
127.75,370.37
927.83,406.45
120.5,147.88
702.64,707.38
356.61,668.69
721.34,923.61
530.44,598.23
809.94,68.87
9.81,872.78
841.57,136.65
650.8,766.52
274.53,48.34
953.32,84.27
580.18,731.96
312.48,821.62
806.29,57.1
222.25,994.49
710.53,567.14
472.92,671.41
106.36,461.14
889.91,535.2
282.96,425.14
679.99,202.63
72.4,878.55
964.29,888.75
943.41,141.12
851.54,698.49
452.2,461.11
338.73,390.14
969.15,727.19
395.21,277.06
801.18,58.58
3,347.51
37.48,818.19
293.7,270.45
115.55,734.2
969.73,560.96
470.48,500.89
383.93,807.28
56.44,75.22
148.31,847.03
387.34,493.08
219.18,418.51
757.2,330.84
562.52,759.05
990.25,740.34
888.85,213.56
59.66,798.93
546.79,527.77
727.38,388.02
256.96,388.48
651.48,562.76
646.86,948.68
790.7,302.01
944.15,555.78
233.27,702.99
484.01,194.82
879.57,425.96
431.99,284.17
173.87,736.57
542.19,288.64
181.15,597.57
594.75,732.37
465.4,53.7
989.47,470.64
571.45,580.99
749.17,56.01
958.77,177.86
580.16,847.44
742.73,105.02
854.31,471.64
950.87,251.15
801.81,697.68
7.04,169.04
755.23,124.03
808.59,95.7
834.66,592.72
38.28,984.86
576.67,96.01
99.16,133.58
97.28,763.61
248.28,914.26
607.2,637.14
109.95,751.48
930.97,280.18
680.28,776.98
830.13,268.1
347.26,397.17
615.94,272.68
234.85,229.64
1.33,960.47
589.89,457.27
69.2,405.77
745.71,87.6
152.7,448.05
102.73,489.06
387.09,272.57
250.71,406.22
168.92,392.58
240.36,809.6
671.08,163.26
666.45,13.67
164.72,193.97
517.1,615.04
516.17,788.5
852.96,375.4
646.2,504.92
558.74,253.23
623.41,966.15
568.16,508.07
201.02,853
172.56,585.52
87.07,379.11
547.6,160.24
87.61,553.12
391.22,881.87
852.08,408.27
991.54,679.64
109.94,549.36
114.58,340.67
887.34,35.89
234.95,572.35
857.47,305.23
611.06,616.61
632.75,352.06
432.58,133.18
635.47,146.02
250.8,243.61
451.54,259.8
635.59,510.46
805.63,941.41
523.37,217.37
679.45,894.01
394.91,668.42
740.1,340.63
721.34,903.29
161.9,135.25
443.84,636.16
554.39,69.02
368.37,214.65
523.68,135.67
251.98,64.95
545.39,261.58
30.32,620.79
411.83,828.33
259.49,129.21
812.8,619.92
691.3,52.21
637.96,510.34
786.43,63.56
176.63,314.23
108.89,493.6
190.28,678.45
564.18,845.22
63.82,167.44
813.97,45.36
94,552.95
214.2,140.5
176.8,153.92
783.48,950.04
498.96,646.92
102.45,964.89
226.27,846.22
687.47,208.99
778.88,511.76
630.39,87.77
556.52,259.17
234.82,783.41
500.56,184.81
391.53,508.87
421.12,804.44
759.84,771.35
807.2,271.03
417.19,153.64
118.28,972.9
573.13,263.91
135.49,724.6
684.18,759.23
193.25,110.86
664.83,343.99
815.44,117.45
928.03,669
302.12,157.8
709.77,845.05
657.91,571
665.01,922.62
613.06,922.91
890.11,333.97
549.28,158.23
960.94,431.82
910.49,268.89
794.93,826.37
583.84,666.8
343.39,867
579.05,69.56
501.06,192.48
826.97,27.36
729.82,256.17
923.05,810.88
694.78,197.36
275.95,32.88
355.37,482.07
121.7,551.11
754.42,44.62
970.1,561.15
123.36,95.11
669.97,112.98
539.92,448.23
174.91,80.88
244.84,279.97
498.27,867.15
630.49,930.53
574.63,338.62
873.03,729.73
780.85,110.39
74.46,852.74
921.31,451.69
199.53,894.72
721.01,335.29
778.25,93.7
229.59,588.93
471.08,168.04
638.36,615.61
122.15,675.32
571.45,502.85
217.03,278.83
260.95,643.34
271.73,65.25
984.63,229.14
729.27,616.83
467.59,668.75
115.85,92.57
626.28,871.6
241.49,229.84
811.53,269.23
244.81,843.54
376.13,803.3
884.78,300.62
608.57,291.21
193.1,8.04
279.19,188.59
770.82,225.47
172.24,120.04
697.4,737.72
576.43,764.56
52.51,772.86
996.82,388.67
170.7,964.22
633.93,655.95
900.96,212.6
661.01,504.72
764.67,912.97
123.16,802.93
678.87,614.15
976.82,423.59
619.23,617.8
127.75,856.6
306.27,58.76
308.98,203.17
367.88,651.12
225.64,327.75
414.61,909.02
18.34,477.78
631.18,526.72
773.1,119.09
395.46,114.53
614.61,19
503.21,492.24
523.13,425.33
524.96,841.87
881.42,424.75
93.78,392.33
451.28,445.63
620.22,234.98
185.03,941.85
498.53,646.95
822.6,64.57
281.42,990.71
124.3,929.62
130.91,133.69
496.24,924.21
344.87,208.73
671.61,859.21
679.94,75.4
964.72,396.43
182.39,647.16
50.33,126.04
963.69,859.4
885.59,224.06
552.96,945.3
41.28,530.07
313.57,395.35
719.81,787.78
140.25,614.36
865.1,173.96
16.15,325.08
710.78,816.69
132.87,392.53
858.37,327.53
93.45,363.66
706.12,644.48
60.7,89.2
549.95,307.9
712.84,243.04
89.66,54.99
260.27,119.71
913.27,116.14
124.91,561.3
514.42,875.36
68.63,254.46
933.34,103.79
558.88,187.47
46.32,570.14
341.5,819.04
532.58,211.77
348.81,87.7
713.05,441.39
178.41,931.82
440.13,784.87
674.32,26.66
802.15,156.32
584.81,412.61
853.03,23.68
86.31,604.72
615.35,30.49
564.74,906.42
849.83,948.18
222.18,549.87
463.53,131.61
866.1,273.79
617.65,417.16
236.44,99.6
754.04,46.18
532.13,637.99
33.65,711.14
819.55,635.26
412.81,563.75
159.22,790.78
994.24,321.65
108.19,202.05
578.15,596.99
441.55,473.99
127.75,19.34
778.52,107.55
820.05,372.55
190.51,538.53
390.26,866.49
322.4,465.63
413.93,904.12
244.94,699.05
772.04,593.15
912.9,283.04
49.17,487.42
834.64,62.34
62.38,683.95
573,506.69
781.11,452.75
978.21,212.01
425.71,760.82
842.47,701.17
897.33,273.19
222.18,817.59
539.13,886.61
954.39,667.44
356.37,504.45
273.55,617.27
40.28,684.68
24.7,999.49
539.37,112.82
270.27,86.67
253.03,329.74
497.38,783
465.9,959.69
82.15,745.03
982.61,462.52
783.56,807.41
463.81,556.64
108.43,781.98
950.83,908.94
113.62,210.5
840.26,895.59
299.28,711.16
731.96,169.94
29.94,870.66
428.16,821.03
157.04,543.86
583.05,157.78
301.14,606.73
909.65,170.3
976.93,667.22
80.35,330.79
449.73,428.33
170.58,993.33
887.3,675.47
430.71,412.08
165.01,88.12
867.8,436.86
292.67,304.68
348.68,922.08
594.63,539.58
195.61,391.56
21.22,808.22
187.01,738.95
264.87,36.06
447.8,553.23
522.91,940.8
653.3,815.13
138.28,195.94
170.85,276.89
529.23,915.05
128.52,751.89
437.96,988.73
108.7,850.19
443.86,237.15
511.59,380.34
608.83,916.51
60.56,817.02
634.46,636.4
758.66,753.69
811.51,375.52
934.71,131.57
221.07,752.68
978.86,469.3
819.41,793.27
149.56,131.13
338.2,914.64
827.97,65.82
359.92,531.82
785.67,208.42
52.77,620.76
501.25,436.83
727.49,944.45
309.94,501.11
133.27,47.5
27.79,399.7
739.03,195.98
835.29,682.48
891.37,709.58
985.56,543.25
406.48,786.62
41.3,626.7
212.4,862.33
791.16,75.3
880.88,195.61
345.8,736.54
404.9,678.71
998.53,778.09
427.7,965.25
848.84,8.62
889.55,675.58
13.66,614.9
991.48,332.48
359.91,365.89
447.96,248.22
924.02,382.22
732.3,873.33
515.82,436.89
213.11,159.07
127.84,695.38
111.11,430.39
925.77,240.79
488.26,975.08
849.94,238.82
62.35,373.47
942.27,816.65
672.03,357.02
118.93,697.02
222.94,939.15
997.53,231.7
70.67,102.93
598.17,775.7
358.53,190.97
169.45,526.57
200.15,199.66
506.11,884.71
842.06,41.51
962.41,26.91
85.09,199.43
59.02,193.05
474.46,380.12
577.91,26.08
475.51,570.55
423.35,791.93
431.03,23.6
378.22,715.09
219.82,123.52
653.69,478.21
635.85,429.69
26.99,107.59
815.86,487.63
718.41,572.48
990.04,188.7
116.48,965.06
632.98,654.11
956.86,339.29
151.88,830.25
645.86,299.44
668.72,958.42
881.93,758.37
59.98,989.91
523.88,219.37
961.23,738.64
272.79,254.62
989.06,213.44
581.46,776.76
823.7,535.77
58.64,614.57
889.35,345.85
94.36,426.26
862.53,95.23
186.12,190.7
322.62,766.09
358.83,888.68
122.71,313.22
884.3,103.55
716.88,261.08
563.63,128.56
21.77,845.49
123.46,142.54
893.64,495.32
583.53,562.93
201.18,145.64
25.51,889.39
480.75,502.51
915.4,318.07
637.07,540.8
409.23,692.94
728.29,517.87
614.53,959.03
589.82,916.38
314.37,973.93
768.22,30.83
224.15,259.04
215.68,484.57
360.14,398.51
86.55,783.17
402,104.59
532.29,605.4
779.8,756
659.62,70.33
275.79,611.86
849.64,779.25
647.09,565.09
534.91,37.94
136.9,232.98
22.87,310.64
677.73,973.76
424.87,672.45
218.56,758.56
817.71,122.34
222.47,322.84
674.38,54.27
398.5,742.19
321.92,410.06
573.84,241.34
691.85,733.8
314.35,53.48
499.91,303.52
375.06,649.88
231.31,920.26
961.07,670.53
941.71,721.1
10.19,582.99
54.33,477.55
339.33,964.26
773.12,747.23
820.52,641.66
893.34,506.53
825.52,383.62
40,990.73
228.33,279.54
846.46,105.1
639.5,782.59
281.91,225.95
767.92,564.87
841.59,954.87
734.55,476.2
755.66,295.05
449.08,902.29
753.04,890.71
706.93,332.15
992.46,393.17
222.7,876.69
782.45,108.44
899.87,501.51
938.84,262.38
110.37,44.39
114.51,887.89
508.49,300.55
139.23,675.04
707.07,280.22
496.78,533.92
289.49,732.38
385.33,648.35
583.92,577.11
262.52,181.38
837.31,24.91
79.94,545.82
248.34,11
274.94,758.45
693.83,109.49
893.26,105.16
241.4,318.69
737.73,731.12
679.13,213.23
822.23,384.69
245.59,501.83
305.1,275.67
459.36,805.16
261.98,689.75
872.44,566.85
144.82,561.57
17.35,517.02
7.34,854.21
903.86,191.42
668.45,379.97
144.93,946.49
161.33,322.83
465.67,232.75
285.72,590.79
216.69,965.39
433.36,935.96
464.58,155.99
963.45,187.27
220.6,962.91
777.95,999.81
583.58,439.19
566,727.74
260.7,44.09
191.34,820.2
693.46,567.28
220.99,355.03
966.15,189.84
568.53,589.15
418.21,533.52
558.52,717.73
431.12,208.83
311.91,143.02
630.12,203.05
364.9,745.92
620.87,125.95
473.19,217.94
674.63,259.27
162.85,12.89
36.84,395.65
733.41,16.7
658.26,546.48
694.12,150.65
951.45,538.1
74.5,242.15
857.96,423.47
216.45,331.08
638.43,561.43
100.26,592.39
60.85,519.18
413.85,662.54
550.01,653.73
491.12,678.09
488.62,65.77
843.16,442.25
952.79,591.53
677.55,20.61
431.33,873.62
756.58,998.99
311.78,653.59
533.51,467.15
759.67,824.86
354.73,742.45
229.84,83.59
584.25,228.88
18.27,464.09
719.87,468.05
994.33,165.1
326.85,90.9
251.22,413.11
125.38,243.16
791.84,229
91.93,102.47
136.04,567.22
879.59,502.12
320.65,449.2
53.98,90.73
574.56,86.71
204.66,644.6
815.23,770.64
537.36,672.25
889.1,647.89
736.14,669.01
385.36,979.92
326.02,334.98
171.36,869.32
305.61,432.92
803.09,654.02
442.06,105.99
856.49,783.13
979.08,793.85
468.7,486.5
920.01,806.82
840.33,360.68
35.75,761.41
735.09,751.18
116.26,527.27
748,812.08
298.62,203.49
833.52,198.67
315.2,222.93
927.2,751.16
933.01,108.11
547.93,372.73
719.93,622.41
820.61,46.18
931.54,730.57
958.74,592.88
357.92,805.74
775.66,830.31
385.44,784.8
173.39,466.61
39.26,310.93
271.58,537.01
870.72,944.13
722.65,650.02
577.85,187.09
424.98,716.55
48.4,700.2
571.29,895.03
635.4,341.93
762.53,498.5
997.02,122.81
452.23,708.44
429.84,351.55
597.62,376.19
597.94,823.67
207.66,194.48
501.43,916.34
759.08,256.87
101.27,338.02
477.52,860.47
345.25,478.44
520.97,973.39
133.37,963.48
423.15,382
414.35,79.46
177.68,881.08
673.86,743.01
792.05,683.83
967.54,762.05
727.16,932.25
162.62,962.32
716.89,797.91
878.06,90.57
363.34,981.51
549.64,760.97
975.21,197.51
730.12,870.98
524.36,465.49
556.85,99.33
504.6,317.59
94.71,649.93
770.32,835.61
128.75,929.88
452.12,168.63
366.58,159.31
837.43,454.49
849.05,441.58
718.48,361.07
826.81,653.19
981.09,337.64
781.58,834.1
627.63,430.72
301.3,889.86
861.17,879.79
644.04,853.81
182.93,412.81
110.79,660.8
562.2,65.03
212.91,135.65
258.31,11.79
821.14,254.53
830.61,787.39
459.11,967.6
529.07,96.01
275.51,796.95
470.4,864.38
156.86,461.83
432.27,203.57
713.72,777.65
609.77,534.75
570.19,171.75
376.8,169.49
420.38,637.21
504,752.91
953.26,179.57
442.44,893.93
985.81,302.64
236.45,982.49
585.4,384.51
482.59,381.8
367.59,294.13
902.44,585.31
847.82,303.53
831.28,569.7
211.69,322.22
103.4,531
828.67,210.34
611.86,771.98
739.85,900.37
441.93,221.8
311.78,934.29
313.01,87.43
980.1,999.97
468.88,929.07
789.02,624.65
144.42,620.97
379.9,69.6
232.86,949.42
256.33,143.16
122.58,739.91
215.58,71.27
977.44,558.05
649.54,3.83
939.59,234.04
276.99,101.76
46.56,539.75
320.01,613.45
603.55,605.37
239.48,10.69
14.54,779.6
926.85,143.79
775.76,312.05
683.26,6.09
467.71,235.41
833.69,114.99
873.7,373.74
737.87,544.69
768.04,330.9
862.59,234.51
620.1,499.36
953.08,519.84
42.36,877.22
207.07,867.59
742.54,743.08
687.08,104.48
580.07,9.38
234.05,885.91
790.56,971.07
148.37,774.29
607.57,253.62
149.34,22.16
741.89,294.27
755.31,827.84
864.93,469.77
523.28,296.05
711.54,995.46
457.56,501.25
368.79,97.82
26.38,980.26
622.6,368.64
877.78,64.99
430.06,10.99
361.07,823.49
436.33,136.07
557.45,912.2
323.08,663.6
990.78,181.39
786.58,402.76
269.33,31.9
160.24,25.57
314.64,980.03
770.73,559.25
72.88,914.44
114.91,492.22
785.45,867.72
478.18,155.52
187.69,615.63
277.84,147.22
336.28,709.4
747.77,338.87
604.36,838.21
981.43,68.97
244.72,597.45
559.04,623.74
562.03,290.06
375.19,919.49
279.91,494.14
146.53,680.05
944.27,409.93
204.35,482.15
482.72,497.58
264.95,18.42
150.35,121.94
844.62,754.72
93.68,750.7
60.8,407.43
445.42,57.13
62.54,880.09
343.52,289.87
868.27,581.83
220.28,990.94
113.23,762.41
117.78,91.43
336.09,392.89
916.87,943.28
674.56,451.67
484.73,553.83
824.47,559.1
607.01,97.54
961.36,784.79
566.77,576.58
205.39,579.36
529.42,52.91
14.69,585.03
46.44,166.44
544.18,31.62
456.77,103.86
414.51,123.56
46.33,263.33
260.17,646.68
27.14,721.56
84.12,387.58
816.35,281.7
84.32,493.39
801.52,327.46
404.97,644.04
568.08,292.85
173.4,904.02
591.37,974.44
582.46,71.56
315.88,309.98
391.49,891.88
578.58,311.35
275.99,104.45
378.62,863.98
710.92,50.72
865.89,637.69
482.99,668.92
954.02,624.66
251.29,984.76
516.93,14.49
840.51,236.25
782.62,66.78
530.71,629.71
633.78,573.11
722.16,938.3
816.97,975.99
507.59,496.02
262.98,328.96
891.63,436.5
916.91,132.71
205.28,540.96
435.76,544.43
98.01,946.66
13.06,59.62
227.23,150.23
189.33,3.33
52.2,121.85
684.76,731.04
667.88,168.05
127.34,358.62
542.74,314.91
616.9,426.34
336.87,313.11
601.28,479.3
263.5,848.77
863.95,67.81
21.13,987.03
813.35,896.3
902.62,762.73
859.28,19.31
412.76,788.29
66.91,87.05
578.64,395.81
477.68,991.68
279.61,475.35
728.78,97.14
93.39,216.98
814.19,368.16
162.57,178.8
815.18,525.33
666.28,625.15
631.54,944.62
208.23,210.03
615.43,781.78
217.64,918.17
541.59,703.54
530.02,252.41
565.49,80.73
971.32,985.38
478.41,973.15
824.31,608.17
405.08,675.86
858.29,687.03
743.6,142.18
217.14,836.84
783.61,287.45
959.32,872.42
512.59,535.23
144.5,381.49
605.06,453.16
321.97,181.23
278.83,825.93
740.65,543.61
414.7,624.97
711.13,893.09
779.74,516.09
175.67,136.56
192.2,228.85
665.81,813.54
867.7,15.75
289.71,573.99
242.87,718.07
917.67,229.85
582.37,259.77
899.87,982.86
209.18,526.6
610.24,985.87
198.27,690.9
45.8,445.91
172.19,854.38
863.79,528.24
721.58,924.55
780.54,228.8
795.23,108.45
469.46,396.21
472.89,255.14
214.96,130.61
736.45,254.88
450.86,765.66
702.5,746.31
451.04,872.47
719.34,882.02
744.99,403.3
76.53,944.06
112.28,937.6
479.83,737.03
979.69,53.88
174.31,212.62
891.88,57.09
920.46,704.25
646.66,948.85
538.28,734.67
524.58,678.82
385.03,647.16
765.72,540.66
13.24,248.28
429.61,186.05
788.45,105.7
277.8,602.53
982.71,306.32
371.59,741.6
967.04,282.37
985.27,419.64
202.14,869.52
118.6,870.05
918.15,98.92
464.03,310.11
11.8,716.37
252.18,818.28
217.25,616.3
188.8,715.44
918.34,162.05
626.82,450.31
329.79,822.83
860.85,256.47
221.69,946.01
169.71,170.78
987.18,399.15
375.34,229.07
423.93,633.04
833.84,159.54
116.83,900.26
141.11,442.04
197.1,452.25
953.06,828.92
524.47,309.18
396.21,929.62
153.8,826.4
412.44,341.17
771,844.17
30.02,239.55
968.93,296.29
770.54,583.13
384.75,287.75
339.37,987.49
91.38,632.75
78.3,752.8
179.09,426.04
621.92,275.77
947.47,317.99
3.17,375.96
673.13,232.8
905.85,447.64
508.1,204.55
545.99,228.39
770.53,716.23
444.7,818.84
403.99,764.68
719.31,110.82
989.16,559.38
731.28,654.43
463.76,999.9
971.03,975.35
101.79,353.54
562.76,500.61
762.2,671.19
297.23,9.6
427.93,998.36
462.62,177.05
504.18,10.05
347.58,709.24
186.69,634.26
541.93,961.65
62.59,212.46
725.46,698.37
877.65,37.47
672.95,426.88
127.8,46.72
326.67,879.09
249.43,288
341.5,958.56
571.86,190.1
517.71,92.66
770.93,374.04
2.84,491.14
600.6,83.29
547.96,462.68
728.3,163.97
77.61,516.23
477.84,683.7
605.18,672.91
388.8,585.32
425.71,613.02
674.73,382.06
821.81,854.39
16.57,881.63
931.04,197.04
467.04,674.62
322.48,573.83
479.67,309.79
784.57,773.14
838.58,386.4
257.5,954.45
465.74,689.45
728.89,325.45
32.8,4.84
550.29,718.43
1000.72,728.12
400.72,603.63
966.68,627.44
317.13,573.71
690.76,899.91
14.56,922.32
664.99,528.42
685.07,360.7
947.78,218.52
52.3,940.86
677.77,887.39
59.64,385.11
698.04,840.65
937.61,642.32
314.79,212.38
257.62,818.65
437.67,754.95
761.22,118.84
783.44,721.99
652.38,875.77
999.47,873.28
381.95,126.81
590.12,926.16
625.54,256.73
140.05,268.01
95.07,919.44
414.51,546.38
392.8,351.29
49.11,835.05
618.33,619.31
883.1,262.22
340.49,260.86
134.77,468.26
152,982.9
9.04,377.43
488.7,666.88
431.45,443.6
548.4,481.78
768.38,879.79
61.49,506.02
257.43,867.24
805.81,825.02
217.16,712.74
462.36,210.41
700.99,434.58
941.55,571.5
893.27,387.14
232.94,759.01
236.44,509.43
528.86,789.83
44.75,188.97
3.23,232.5
272.23,436.33
310.88,525.41
970.38,758.68
407.07,342.33
334.51,112.44
41.18,964.18
587.29,300.28
82.14,847.29
944.9,998.61
505.36,634.19
691.67,398.8
106.27,40.37
572.6,405.66
790.24,661.72
627.19,764.06
349.75,505.3
788.58,139.84
736.15,251.67
155.53,247.06
965.22,569.22
404.86,7.83
559.73,230.4
667.28,261.14
895.39,527.79
188.82,435.33
592.32,429.24
76.38,262.93
307.28,296.91
180.33,569.26
873.98,676.86
329.42,678.57
202.47,101.27
646.57,826.47
161.87,559.1
41.62,577.09
95.87,333.54
311.68,841.14
853.95,331.29
853.49,103.73
755.84,147.78
861.22,952.8
70.59,871
330.09,426.8
335.66,865.66
573.35,896.65
541.59,409.94
894.48,179.79
234.78,946.28
517.95,731.06
191.48,227.25
531.47,400.43
691.49,191.71
733.16,158.28
482.99,66.12
170.38,913.34
858.71,115.18
801.8,239.55
754.72,514.69
821.97,204.21
550.95,922.85
63.68,51.96
946.26,138.72
522.38,791.67
504.18,417.83
829.99,180.52
498.52,938.7
735.26,217.55
241.92,412.95
636.13,53.37
406.61,286.78
340.8,581.93
859.97,213.43
844.15,842.57
416.4,48.72
109.88,413.35
376.3,306.43
683.69,45.37
364.06,833.88
825.74,76.73
951.7,911.06
744.81,636.82
561.43,698.54
217.62,601.45
973.17,80.68
76.82,501.35
367.24,215.54
398.59,84.71
864.38,179.95
276.9,714.24
906.16,240.9
571.43,825.79
150.69,340.86
213.61,713.91
624.18,942.46
49.54,104.04
361.92,277.05
476.66,936.97
100.4,366.25
85.82,23.61
451.59,52.13
198.37,980.05
210.81,700.54
985.97,718.47
496.15,886.43
465.51,114.75
687.79,988.17
88.78,24.02
946.01,601.69
301.99,414.88
211.41,715.09
866.49,210.51
24.37,836.17
549.02,62.11
196.57,649.89
394.91,100.92
722.75,296.39
103.34,713.8
670.42,897.42
699.78,484.15
838,280.65
800.43,62.02
405.43,845.88
