a,b
73.87,860.87
568.39,574.48
187.49,657.47
424.33,619.62
178.91,470.31
22.6,682.93
385.27,125.66
63.91,246
231.89,765.15
124.72,249.09
743.39,538.48
462.42,457.15
643.64,710.29
359.8,649.14
453.87,845.21
894.32,183.51
531.64,620.58
902.24,365.89
385.8,648.98
577.84,957.35
406.03,22.51
129.23,833.55
231.25,331.79
871.5,568.82
363.9,79.66
582.06,310.64
273.96,219.28
295.62,219.82
442.79,188.26
546.97,94.1
660.6,289.68
82.57,34.7
63.08,981.45
494.45,271.95
43.78,202.47
72.96,393.75
131.75,318.15
603.92,298.87
844.69,376.64
880.78,119.81
411.48,169.19
682.66,764.3
758.11,113.65
379.83,32.16
451.89,397.41
488.12,485.24
834.24,191.92
915.96,854.27
566.75,645.9
98.49,756.32
371.53,854.22
361.24,710.26
853.69,331.22
660.22,302.14
890.88,704.07
873.13,447.68
788.9,701.06
901.2,70.62
228.87,25.54
630.98,49.25
213.33,117.96
518.84,162.77
401.67,328.31
390.8,575.15
314.39,301.61
596.21,815.52
447.74,28.97
122.54,890.07
229.26,596.27
408.28,20.19
766.87,452.96
429.73,993.56
295.62,321.09
677.89,20.53
628.79,673.09
23.75,193.53
864.96,558
996.05,231.52
213.4,108.95
352.95,203.29
328.06,540.71
800.38,837.54
969.3,66.47
824.19,575.2
674.06,686.98
317.25,170.76
972.26,808.36
625.93,725.05
390.49,971.37
658.84,352.61
393.46,16.04
293.64,722.21
745.84,813.18
510.92,312.06
592.33,39.04
317.5,78.03
545.45,34.34
733.65,685.4
278.45,486.63
844.74,902.39
455.07,293.4
947.71,388.75
668.04,305.1
752.05,535.31
497.59,269.17
464.97,549.46
199.34,687.96
367.93,565.31
210.33,164.27
283.75,186.26
141.71,172.26
683.32,3.62
36.49,118.5
347.31,37.17
301.8,422.67
589.74,340.84
722.88,489.95
817.2,286.19
97.98,103.65
162.45,167.16
767.83,105.52
659.09,776.75
63.69,295.42
259.73,606.72
753.96,336.73
465.79,526.87
519.73,627.31
237.06,301.22
624.17,461.31
643.77,451.98
602.37,380.44
415.45,893.69
739.42,299
528.36,882.7
927.42,65.82
236.54,581.83
246.27,55.34
368.56,669.6
638.47,741.31
959.7,942.88
160.59,195.03
65.44,241.43
769.5,887.43
617.63,48.59
888.41,469.87
280.79,429.92
984.81,876
504.89,545.34
176.66,739.13
294.19,302.63
886.34,100.75
12.12,221.5
28.31,673.5
280.96,664.89
639.32,614.09
499.2,354.72
549.75,118.09
499.33,234.38
487.51,524.64
451.9,356.45
379.08,130.52
928.72,750.23
597.68,33.74
463.07,914.88
727.65,812.88
907.55,756.75
811.87,461.61
471.82,183.96
580.69,655.36
637.47,213.94
110.04,530
96.15,27.37
175.6,646.54
73.82,824.86
472.53,234.18
476.84,674.03
146.08,13.95
443.45,77.67
465.2,672.35
532.48,395.49
166.37,2.22
975.13,984.4
434.84,358.96
266.71,626.44
681.66,249.65
575.12,813.81
441.36,694.91
756.85,769.71
31.41,45.55
605.26,809.85
276.73,228.58
267.91,607.36
430.98,620.3
306.46,896.05
567.25,303.28
674.82,333.79
572.89,110.58
947.11,134.12
448.18,335.18
476.02,956.3
436.52,703.43
859.37,871.89
299.23,783.73
835.22,373.86
911.46,312.22
226.07,11.33
400.39,2.93
30.03,807.39
470.06,282.87
14.84,465.29
798.49,389.83
616.62,882.04
71.39,835.06
671.53,178.41
402.53,380.85
230.47,53.72
73.51,369.13
503.34,534.76
99.81,470.94
215.09,197.77
672.25,212.07
686.7,603.58
75.24,299.59
827.67,43.5
232.49,282.06
362.88,884.38
731.54,578.08
925.53,775.97
148.46,868.57
317.16,253.22
814.97,623.5
616.22,242.15
450.35,714.4
803.23,60.81
836.24,682.04
494.75,184.71
637.23,219.25
953.85,925.83
333.57,279.37
537.16,354.91
460.94,439.8
410.05,480.8
951.85,891.63
484.66,832.54
545.09,894.85
928.7,111.85
185.01,429.75
814.01,401.32
152.14,944.45
840.09,435.1
912.23,255.17
6.05,223
985.66,652.37
677.93,274.73
387.83,958.63
775.75,192.3
385.51,570.26
249.34,568.16
498.85,816.25
764.13,991.6
471.62,524.37
301.43,74.2
626.73,874.31
224.71,734.91
156.44,165.95
835.57,995.23
750.3,273.06
817.46,733.13
465.33,658.08
2.97,705.42
811.09,82.47
961.29,433.41
505.19,535.54
555.74,835.23
142.09,980.63
377.16,685.28
402.83,287.89
796.33,771.87
644.06,393.45
411.54,306.6
850.59,420.54
855.61,419.51
353.41,173.97
611.36,776.28
161.96,403.41
429.36,925.62
221.97,87.64
702.71,177.11
585.71,590.15
446.58,160.32
134.52,907.56
879.83,206.87
930.58,606.25
161.28,966.66
316.15,265.96
6.76,704.7
30.3,150.47
559.33,422.39
308.72,937.18
182.71,668.68
774.95,568.18
368.14,584.35
167.21,660.27
387.9,850.47
490.11,513.2
484.63,982.52
9.83,275.8
638.96,272.82
270.19,82.05
361.16,240.76
191.74,517.88
62.98,937.49
910.53,7.14
640.83,369.09
368.05,937.34
708.98,470.35
478.25,237.2
873.56,744.95
429.63,898.61
765.08,150.82
202.39,862.81
399.16,471.37
995.2,897.59
922.44,797.57
647.81,161.68
392.38,602.06
989.18,96.32
486.1,100.29
999.56,967.08
395.39,641.24
323.49,25.19
995.57,314.35
166.69,898.87
403.15,315.55
518.54,666.68
939.04,764.23
136.53,524.83
911.58,453.34
418.96,780.77
242.06,874.99
507.85,724.42
298.1,227.39
559.56,354.15
715.17,131.48
806.03,431.8
346.7,201.06
275.74,836.79
617.56,252.44
358.47,566.92
579.56,915.16
973.97,346.74
211.25,511.99
949.96,114.47
