a,b
686.96,315.24
41.41,626.01
434.5,488.43
248.51,118.92
920.98,771.44
23.29,444.27
831,674.99
341.38,139.84
498.76,553.05
611.93,788.79
953.17,619.36
693.08,87.84
579.27,9.55
492.19,131.82
87.08,239.05
340.51,852.86
304.01,98.63
549.54,501.97
755.88,950.09
198.95,276.03
759.62,711.06
217.08,173.16
404.44,941.43
678.1,730.53
664.77,140.53
732.26,533.19
611.47,204.39
114.62,772.85
87.96,488.68
329.3,822.85
722.25,659.72
422.17,379.04
101.36,213.87
889.11,317.95
399.41,904.93
778.89,946.07
564.53,938.68
171.78,106.2
921.79,199.24
843.13,509.26
731.12,303.02
607.17,207.4
471.22,515.72
267.91,207.62
34.37,29.12
541.2,438.69
542.68,567.05
824.48,729.21
874.28,703.43
246.74,942.59
38.6,14.29
411.61,707.66
263.58,565.45
590.36,706.33
344.19,75.27
928.05,447.45
504.5,102.32
545.54,348.15
881.07,529.85
941.89,541.77
319.84,700.52
530.02,847.26
419.99,493.51
657.95,764.08
715.55,811.51
233.7,384.01
351.86,717.09
328.52,222.1
443.83,244.68
812.68,972.2
257.98,579.59
705.33,344.65
516.66,491.07
786.14,821.56
211.17,996.09
168.71,347.38
959.95,401.4
576.47,481.36
441.23,564.79
740,812.56
596.71,267.88
654.39,907.02
86.07,818.18
777.21,569.12
343.56,246.6
913.49,642.72
735.53,677.98
346.69,540.57
599.03,548.82
507.46,149.87
749.11,222.72
146.32,427.23
458.49,288.89
266.6,154.14
478.23,783.94
781.58,894.33
493.48,456.36
84.84,890.03
865.84,747.95
461.02,30.67
451.79,64.87
236,568.71
417.94,18.14
811.28,21.88
683.22,754.13
763.96,39.35
23.85,246.16
832.29,27.87
854.22,962.49
356.34,624.83
804.65,688.88
435.07,196.27
72.91,770.34
815.1,264.12
89.25,965.52
24.53,980.17
617.44,616.9
608.19,993.86
513.25,166.16
334.42,827.08
931.25,518.59
496.49,834.38
995.96,342.97
577.47,53.5
550.38,986.3
335.23,480
79.07,258.83
534.87,570.1
936.61,518.06
522.22,724.54
741.2,933.76
678.17,829.01
909.47,444.24
435.87,649.58
703.66,353.63
19.08,869.83
705.75,496.88
245.35,862.22
407.75,474.07
615.8,439.74
210.34,756.7
459.44,498.58
456.39,866.29
164.4,462.84
549.51,427.14
605.47,919.09
430.65,77.16
850,618.45
760.26,589.75
32.45,166.66
287.56,503.12
538.47,766.51
150.36,823.65
916.11,68.01
470.37,27.29
990.38,605.5
977.83,23.14
450.03,987.87
738.24,17.97
359.89,815.46
12.94,397.93
834.64,50.3
94.73,399.88
217.81,180.41
306.16,14.17
241.45,470.96
99.15,242.17
99.05,861.51
344.94,171.43
592.96,27.08
323.88,458.52
921.74,774.87
850.57,627.5
275.95,162.32
355.68,198.28
135.7,378.63
431.15,126.13
643.4,250.94
925.9,895.66
599.72,157.97
439.73,530.07
238.55,985.46
438.95,216.11
771.16,559.42
204.58,661.21
686.81,976.32
178.33,415.47
644.91,442.38
331.54,172.67
283.76,551.72
773.52,101.61
647.19,615.99
975.65,912.9
204.55,417.86
457.38,284.92
680.52,582.67
821.78,203.46
393.69,406.12
500.96,430.41
556.38,566.23
943.33,599.81
557.07,494.8
982.4,231.54
27.26,427.38
486.83,778.58
97.3,360.68
387.93,783.07
33.37,726.9
47.18,908.36
985.33,699.48
100.44,758.28
894.44,335.87
622.39,842.46
523.86,299.28
689.01,371.31
220.61,482.37
308.72,897.88
195.03,178.56
345.84,629.38
45.28,706.62
279.02,966.69
340.33,222.9
949.93,32.99
507.87,448.71
910.4,678.27
701.89,155.07
768.79,893.36
375.36,498.62
790.64,143.96
703.81,487.87
829.72,612.81
152.69,95.84
914.63,260.09
255.22,929.89
285.75,452.38
53.68,963.15
173.39,724.33
922.81,745.8
516.57,612.84
906.64,373.31
962.56,908.48
178.55,279.25
337.55,486.42
404.23,715.45
56.03,920.19
557.13,48.48
551.17,866.7
19.66,495.48
381.86,547.77
468.73,688.31
2,546.3
301.89,761.41
569.29,313.03
859.71,17.15
522.64,271.45
793.29,136.78
370.5,114.24
442.48,92.18
670.21,478.78
598.63,982.94
651.01,472.46
172.21,630.54
661.35,541.6
70.74,322.69
130.77,847.24
684.35,691.77
449.83,185.39
239.07,111.12
861.47,439.33
282.83,855.12
449.45,527.93
202.48,332.34
702.47,809.39
518.64,182.19
230.82,987.9
140.8,746.02
273.45,708.19
97.63,276.98
477.37,167.34
632.31,339.97
427.75,771.99
267.51,735.44
553.82,18.23
345.52,400.77
950.54,328.21
291.25,911.26
609.39,291.77
707.84,997.03
335.2,225.99
916.55,247.5
251.07,679.92
528.63,948.7
121,727.99
711.89,120.72
576.85,722.62
787.24,688.55
723.63,315.89
318.98,479.58
131.78,122.54
969.6,214.85
411.81,713.97
451.42,592.91
686.31,130.56
668.92,57.22
29.42,559.91
160.03,79.53
462.96,881.39
174.61,340.01
86.71,567.87
915.13,20.64
437.28,87.09
902.6,579.06
323.07,73.78
373.07,280.94
154.95,64.86
816.41,136.05
733.02,138.64
206.83,480.6
856.68,872.56
936.73,160.26
610.82,871.81
635.9,637.6
27.84,206.46
50.58,303.98
906.54,754.23
567.85,206.55
418.82,467.19
128.06,59.09
708.17,152.8
317.11,93.83
318.76,103.1
648.85,213.18
695.46,268.28
481.86,997.83
534.92,117.97
928.73,195.37
374.57,877.85
946.46,455.71
252.36,941.59
28.12,488.56
329.75,495.02
701.72,421.55
633.87,162.35
196.29,607.93
277.42,253.31
733.98,630.71
46.11,478.02
694.02,429.15
3.38,720.21
356.34,816.66
815,738.96
215.85,313.91
562.45,494.36
423.4,776.24
792.48,516.05
126.85,171.59
202.56,921.82
689.66,75.65
555.47,579.26
931.57,748.35
813.49,570.6
113.43,130.32
637.96,838.95
150.31,924
821.81,535.51
621.15,710.73
188.53,363.07
624.07,953.63
833.31,820.61
493.17,321.06
330.74,537.26
659.83,407.06
574.98,959.18
970.68,491.48
888.22,261.99
724.49,498.7
466.45,389.61
391.21,267.67
666.49,789.28
414.35,866.88
686.26,509.7
652.81,76.85
778.64,328.2
194.07,610.61
211.22,444.28
674.21,58.63
823.64,639.11
433.26,803.29
127.73,187.73
778.66,514.8
601.44,345.84
422.56,673.28
549.2,984.58
118.17,229.18
367.45,223.76
560.57,481.66
613.88,777.58
965.48,935.35
263.25,525.19
251.47,166.52
479.27,703.78
740.28,129.22
104.86,342.48
701.24,148.09
468.32,860.54
103.6,289
719.57,886.99
841.76,850.03
640.6,6.7
559.07,162.25
170.73,385.77
655.61,813.65
142.38,919.16
113.77,458.35
253.11,878.01
518.03,415.32
233.29,510.57
665.57,993.66
853.65,797.7
634.49,305.06
115.68,896.12
34.81,4.93
137.7,615.8
619.07,236.81
676.02,957.23
881.72,224.2
993.13,483.29
258.98,160.66
87.65,884.35
442.76,359.83
351.38,471.25
977.77,346.05
937.28,111.98
836.33,898.03
546.56,833.84
987.65,279.02
919.75,804.39
657.12,485.32
278.94,471.84
876.17,211.19
388.74,761.14
195.43,380.67
278.1,956.81
36.71,77.35
824.92,839.44
120.91,211.06
225.55,837.08
623.89,991.83
485.07,999.81
462.58,593.86
515.2,496.55
874.3,127.4
426.35,772.58
793.69,671.59
37.2,488.48
509.97,545.65
419.63,157.89
76.23,392.88
280.74,250.74
695.47,469.26
856,474.63
251.68,655.9
994.27,977.23
373.23,390.94
538.92,227.87
248.8,70.41
835.52,35.04
833.79,856.16
427.63,76.58
137.85,359.89
866.91,763.71
676.99,885.74
326.96,600.89
698.18,232.56
140.3,107.55
671.47,159.67
649.91,909.51
697.56,593.12
209.86,946.12
101.68,24.03
659.67,3.7
545.16,981.11
816.2,358.15
236.05,383.55
812.56,295.22
400.73,542.46
