a,b
320.68,585.7
684.11,838.25
170.89,649.95
970.67,427.9
984.44,78.77
430.13,694.89
59.06,264.76
682.54,574.88
849.29,127.05
189.39,199.91
505.08,740.59
939.63,402.52
158.12,510.13
237.7,90.16
289.32,445.18
676.45,8.29
539.46,668.02
845.57,918.91
752.83,936.61
889.65,934.29
865.55,969.29
986.78,325.49
204.97,939.04
264.27,49.09
225.85,839.38
74.43,806.12
266.47,19.71
927.95,946.54
722.99,370.05
505.52,774.75
744.98,951.58
641.74,438.07
641.22,132.83
60.04,679.01
371.52,308.53
587.1,358.37
674.77,154.41
547.52,326.81
168.87,122.55
266.69,658.29
259.17,574.65
556.3,559.7
881.79,329.78
591.62,582.3
950.83,451.48
473.03,790.05
408,586.43
936.29,790.98
556.45,558.92
207.76,406.36
181.18,332.31
851.64,111.59
120.11,90.07
417.61,684.87
337.92,163.27
800.38,668.83
607.4,211.72
364.73,648.72
379.57,163.43
268.5,571.94
186.66,496.85
319.09,389.02
645.53,12.71
931.04,444.78
532.52,550.36
74.41,977.71
788.08,437.61
41.52,917.64
557.52,323.13
751.2,331.1
950.23,372.26
579.94,691.4
697.26,928.49
346.13,637.39
338.12,309.47
888.38,1000.03
898.24,294.29
351.85,737.19
325.3,586.6
626.49,855.17
75.59,782.97
146.48,983.26
30.04,671.22
4.64,975.46
674.61,673.52
377.08,59.45
542.48,774.82
577.81,106.03
22.94,528.09
835.87,987.07
758.4,657.46
312.01,428.9
980.57,415.4
863.45,393.17
521.74,893.02
471.99,858.95
844.87,833.46
260,695.68
82.59,485.75
628.81,161.41
918.15,77.26
966.94,202.47
373.1,864.07
557.97,735.23
307.01,109.48
526.82,484.18
197.42,270.82
234.48,790.76
677.06,674.65
103.99,925.46
605.47,655.12
837.04,637.3
907.42,366.58
954.21,70.94
701.27,581.46
921.18,425.97
356.8,998.69
703.79,425.61
890.61,367.37
170.15,785.84
550.44,512.85
473.1,872.95
295.52,651.54
292.82,685.25
6.26,708.37
808.97,368.04
324.44,670.61
54.02,245.66
240.42,327.11
912.84,728.81
847.07,98.72
744.33,20.4
78.37,136.91
373.66,620.6
926.31,163.89
454.62,434.92
58.08,142.65
935.24,809.67
19.23,412.61
896.52,142.89
294.95,324.23
224.52,911.4
869.9,372.92
835.93,163
877.04,306.16
252.17,82.93
208.96,889.42
445.07,195.79
980.52,473.28
202.47,417.95
930.45,636.79
621.36,737.56
165.65,582.07
60.96,749.06
665.16,344.46
179.63,720.21
10.59,367.55
639.09,899.48
825.12,671.73
270.47,143.14
726.8,909.73
369.4,676.74
182.24,328
169.33,718.21
885.31,334.77
446.16,472.17
115.47,973.06
871.39,267.43
413.26,772.94
287.72,486.94
31.37,462.03
592.35,678.75
124.66,728.05
325.68,211.63
382.01,409.72
851.14,184.11
122.02,584.15
230.73,432.18
737.92,374.05
201.11,492.37
354.29,973.16
139.93,328.49
870.66,112.21
957.67,463.08
387.48,648.09
632.87,373.21
39.69,231.13
994.37,583.83
669.38,420.53
778.39,898.39
185.16,297.95
172.13,329.11
655.21,135.19
664.32,575.55
345.8,588.99
618.84,208.7
16.76,529.48
555.13,565.02
820.54,558.45
276.09,95.1
885.48,807.73
439.32,851.62
740.03,925.11
751.89,502.21
859.88,763.2
892.74,720.84
992.99,38.41
396.74,466.83
17.03,290.67
899.53,136.56
433.24,192.58
854.35,962.18
135.27,32.22
912.61,456.25
326.23,518.31
843.19,804.55
205.2,576.73
723.31,651.99
464.7,191.55
493.88,35.17
445.92,716.3
778.45,844.39
178.52,796.78
250.06,236.27
674.92,269.88
23.87,974.03
886.81,255.04
590.43,8.36
577.34,605.26
998.9,934.51
602.99,378.58
922.73,531.63
725.18,597.19
125.09,542.12
21.76,900.8
426.6,997.69
532.1,558.17
676.99,373.2
173.99,381.82
197.61,529.88
692.17,717.83
555.81,120.54
173.74,366.27
379.93,551.62
438.22,790.65
93.6,234.37
352.78,140.19
868.15,218.77
302,893.12
154.22,370.14
820.36,231.39
510.9,564
76.77,980.58
997.72,148.82
924.54,242.16
754.96,485.84
270.6,310.53
137.72,917.8
10.84,59.54
536.4,914.92
395.54,380.32
578.89,616.15
945.8,135.53
154.89,524.06
760.9,247.29
803.99,382.98
560.76,10.45
706.03,210.31
312.62,972.12
336.76,973.45
251.45,707.39
677,886.96
971.5,204.57
208.9,902.47
682.81,560.77
642.56,565.66
291.32,134.88
850.55,803.51
382.33,934.09
730.72,670.81
880.85,626.64
764.17,136.55
670.85,654.23
696.48,26.12
222.06,84.81
933.37,804.35
815.91,66.26
652.81,262.65
188.43,146.67
70.48,620.55
337.86,991.28
481.08,702.1
897.38,753.53
436.81,498.34
402.64,932.46
236.31,312.84
702.02,48.98
775.25,710.3
885.28,508.28
464.45,341.35
126.13,76.57
371.95,118.92
976.16,858.99
470.41,292.46
733.36,212.87
522.8,204.88
925.25,234.19
803.84,834.27
915.3,164.04
612.71,17.37
214.2,414.12
632.32,294.27
573.84,860.3
475.79,504.13
747.2,274.76
890.2,692.2
639.48,199.64
583.58,981.17
775.81,28.06
234.55,867.37
343.64,969.67
793.45,743.48
921.52,72.68
323.32,96.83
46.79,618.49
348.6,801.21
466.8,271.27
946.08,822.23
257.93,19.74
154.33,631.94
623.32,508.06
562.86,252.17
40.99,152.23
108.57,292.08
286.17,477.31
274.7,59.05
759.7,81.88
134.41,950.93
173.68,5.75
340.92,190.52
620.83,616.94
499.45,534
984.04,335
816.28,262.37
385.24,617.13
803.34,55.73
29.57,905.16
654.92,678.55
783.74,190.09
412.83,470.4
822.25,604.35
738.91,15.82
604.37,155.51
242.57,345.23
890.6,483.66
42.7,940.95
502.63,1000.6
984.24,98.04
245.39,826.72
932.14,283.63
94.29,646.1
585.63,666.04
654.55,220.45
308.21,551.02
584.63,296.62
794.96,610.71
723.39,948.85
17.98,314.06
823.35,204.76
392.62,528.29
797.61,88.99
40.47,409.63
696.93,877.88
154.61,443.74
203.97,698.16
924.23,28
770.4,154.14
838.19,395.92
489.52,841.86
594.91,264.87
467.83,371.91
970.62,308.33
973.48,262.51
565.69,244.05
534.27,260.5
594.56,388.06
137.7,690.67
663.98,124.08
326.61,960.51
383.99,424.8
622.61,80.45
332.25,605.11
327.98,435.93
686.51,427.33
208.85,58.88
168.75,128.64
654.28,290.78
347.32,859.04
504.83,622.07
214.35,341.74
483.55,937.48
278.35,616.63
883.81,5.86
234.2,110.12
85.19,815.51
525.89,959.63
452.09,151
769.62,207.88
492.23,279.58
243.98,862.57
37.76,74.49
748.75,336.14
429.07,233.09
255.46,763.5
978.83,159.35
159.35,929.31
311.67,751.87
157.54,265.25
212.71,392.28
323.65,987.25
684.77,665.41
546.74,97.8
94.99,856.54
67.71,818.25
117.09,571.7
5.13,269.14
569.16,672.33
805.66,872.97
876.4,62.35
625.47,350
390.69,801.61
479.73,585.32
292.46,579.57
802.35,597.23
361.54,383.89
372.58,548.42
147.59,25.12
268.84,395.98
84.47,284.05
217.52,857.93
810.51,804.75
10.47,506.2
608.16,790.31
715.93,102.03
583.69,135.29
425.48,255.62
863.74,287.66
228.21,996.41
189.81,611.85
129.56,460.73
587.04,555.63
343.59,724.37
372.88,310.48
385.26,874.59
982.27,971.32
840.17,642.31
36.88,821.62
784.49,644.22
802.53,423.01
801.07,922.17
938.85,748.7
431.49,86.43
802.88,74.36
850.12,657.42
962.32,112.02
387.99,117.72
334.18,389.99
438.83,790.49
980.23,725.93
917.92,410.55
609.71,953.54
446.2,5.02
31.25,56.48
283.32,583.45
451.38,631.27
20.31,569
720.81,853.02
345.11,619.11
100.45,948.61
637.01,195.5
94.48,907.92
258.68,256.17
