a,b
407.36,493
849.47,993.12
331.28,133.69
317.13,351.5
770.83,890.59
172.24,902.21
526.48,617.86
89.6,274.01
549.78,447.25
244.06,190.46
212.27,35.18
60.77,920.46
318.94,223.67
516.84,126.55
781.04,180.7
688.54,411.05
529.81,123.1
505.88,913.14
357.24,243.34
553.9,456.22
601.01,742.46
892.17,574.06
403.93,896.69
552.51,368.86
598.83,530.4
475.14,765.74
739.81,567.12
15.03,928.23
752.66,897.92
183.12,836.61
20.18,190.5
732.57,638.7
64.01,168.16
324.09,465.34
396.22,540.16
753.42,246.91
143.05,681.16
348.54,360.3
248.29,33.54
942.36,497.08
517.96,514.58
166.93,773.98
742.67,607.62
207.4,155.26
302.88,802.91
492.76,585.55
444.98,943.75
524.8,913.5
232.2,139.66
747.47,748.61
721.1,19.5
428.95,828.18
967.25,274.27
300.57,957.06
879.63,408.32
579.43,471.03
567.11,213.27
133.42,205.48
522.35,700.69
182.87,200.92
141.53,737.28
590.41,412.87
481.55,455.38
558.36,362.16
181.54,438.1
28.62,569.04
426.63,843.85
687.56,309.07
421.4,135.83
106.87,690.27
919.47,873.39
997.65,608.76
711.41,128.9
469.48,840.28
970.2,111.11
152.73,737.07
961.25,150.27
355.75,360.26
162.32,686.6
971.6,388.64
756.19,641.94
761.45,937.67
847.65,879.83
610.99,335.13
136.64,479.05
639.54,640.31
265.43,801.78
379.82,351.83
398.51,258.46
873.55,922.54
868.04,826
577.61,533.55
420.16,220.97
760.88,629.33
985.74,752
220.42,945.27
107.67,202.42
565.44,982.55
14.3,315.13
962.72,364.69
569.25,820.03
486.64,877.38
960.77,474.92
200.5,902.09
292.72,153.16
869.47,681.78
616.83,727.46
796.22,845.78
284.05,728
960.43,696.72
714.56,570.72
962.68,655.86
421.78,763.61
864.48,515.32
106.83,416.89
569.62,338.3
953.84,4.94
988.07,852.95
947.99,461.89
722.19,982.01
964.34,461.56
37.08,287.49
641.79,635.75
21.52,951.98
228.48,491.23
650.38,690.44
329.97,875.13
559.35,354.46
932.69,826.1
761.71,756.74
205.44,637.95
703.44,795.7
942.48,132.39
72.58,367.02
269.74,68.61
20.59,419.26
133.62,562.65
696.47,837.76
678.37,800.62
265.75,821
572.27,162
488.85,376.51
120.34,872.33
847.16,722.73
802.77,757.66
231.77,67.5
857.68,516.82
775.88,238.42
797.22,558.78
473.96,424.39
455.41,310.74
40.89,790.14
910.5,382.72
634.08,21.9
657.42,283.57
