a,b
871.94,617.24
392.43,12.42
990,206.11
268.43,751.96
474.27,485.29
832.71,323.28
971.01,847.24
486.92,626.45
862.01,878.57
227.32,380.37
737.34,495.11
355.34,191.99
261.73,415.91
266.01,112.23
722.43,28.15
756.21,66.12
48.51,12.82
770.59,621.12
544.36,353.23
600.55,730.38
100.28,233.89
559.21,888.98
1.08,371.07
728.94,573.83
95.63,992.49
50.42,217.01
351.07,852.25
293.24,531.09
753.43,206.35
659.02,362.77
283.13,949.27
73.94,46.37
979.99,420.39
877.51,857.85
660.13,606.23
7.66,903.46
530.56,671.02
868.39,9.13
749.1,83.49
593.92,188.46
869.52,22.86
369.4,798.52
555.05,410
498.13,680.99
358.24,643.58
704.81,559.69
949.82,771.83
43.92,904.42
887.22,217.13
905.58,819.99
576.65,282.01
509.73,181.19
901.9,945.09
41.66,94.48
2.35,876.29
430.76,146.78
268.05,220.04
294.35,230.72
390.62,375.52
544.7,35.77
744.72,982.66
226.7,996.51
560.65,930.27
419.29,812.13
309.91,137.64
851.64,271.91
497.93,988.46
75.83,455.1
949.33,560.17
519.97,665.17
186.44,440.91
938.53,190.59
889.97,718.88
355.96,166.96
635.79,520.51
684.29,617.99
794.51,924.83
375.41,671.21
927.65,955.76
757.89,117.32
771.82,162.18
982.17,268.9
740.5,259.98
44.38,988.43
710.07,380.17
586.47,499.24
663.89,230.35
776.95,928.9
469.56,11.68
759.66,607.69
214.75,411.27
289.45,866.81
727.81,403.18
279.49,169.85
838.87,413.76
212.21,98.52
171.89,455.62
189.77,807.16
612.14,61.35
38.03,762.31
872.1,274.32
460.72,883.98
840.63,852.49
887.71,828.21
423.62,44.21
475.37,742.93
394.79,845.86
635.6,480.43
979.83,489.54
922.23,732.52
840.79,130.74
705.54,596.11
960.85,833.58
593.19,72.68
470.06,357.52
868.22,618.58
665.14,526.31
80.72,237.76
245.78,858.78
123.57,710.09
289.11,541.35
723.14,905.13
574.96,560.23
481.69,262.15
901.11,556.02
344.08,973.82
537.08,469.61
110.84,677.67
697.21,402.96
131.19,127.39
776.21,149.91
299.6,809.18
395.49,296.01
947.2,465.96
721.95,862.97
845.03,628.89
5.13,437.52
145.68,718.34
127.9,224.66
322.64,377.71
399.05,107.9
667.77,599.77
756.61,335.39
534.52,619.17
130.87,786.97
662.13,86.36
375.48,692.49
735.63,311.84
243.83,76.21
769,192.09
701.91,385.32
282.99,265.6
526.56,366.35
613.98,641.58
758.95,218.82
742.29,86.18
870.52,547.05
74.87,399.02
190.96,334.02
189.9,37.75
846.95,401.54
861.36,708.66
989.54,985.96
260.6,884.26
654.05,102.19
840.29,355.47
276.05,473.27
902.87,95.32
216.05,830.2
883.77,64.6
311.02,414.59
663.68,134.4
189.58,136.17
701.97,851.23
745.4,802.28
777.5,76.37
357.67,739.64
765.96,872.84
731.9,529.72
364.51,489.16
305.52,918.72
843.53,389.83
946.08,320.5
346.87,167.77
996.83,581.61
842.71,810.87
73.56,840.84
469.33,531.72
21.13,603.79
107.54,776.44
538.56,711.88
605.9,707.02
344.15,417.02
987.02,276.34
610.27,380.18
147.94,749.14
346.42,501.44
783.06,455.53
651.65,54.74
131.59,777.58
226.12,18.25
590.52,100.6
298.44,525.92
825.08,649.69
870.94,35.17
472.21,809.36
637.39,249.14
622.58,429.93
969.16,53.45
956.52,280.62
111.7,565.9
79.35,536.19
38.82,436.9
20.38,228.49
948.11,588.58
995.37,369.42
498.84,326.93
370.33,612.18
293.9,617.6
705.59,55.85
265.55,212.47
292.85,193.86
163.3,584.71
747.38,219.21
265.83,623.93
799.77,388.26
571.37,874.15
39.63,76.68
976.58,758.97
108.44,5.09
636.43,679.54
597.41,593.78
724.68,108.52
416.89,198.26
934.38,240.38
380.14,720.16
721.59,745.34
656.9,241.58
972.87,69.78
618.22,108.48
573.66,111.95
646.97,910.2
531.82,196.76
43.04,633.32
105.65,992.05
989.36,828.47
862.81,828.39
859.48,582.1
837.69,299.99
917.93,841.67
444.4,339.09
802.37,163.64
203.66,856.31
783.26,777.57
268.09,730.82
810.59,30.34
293.33,236.19
883.69,580.13
635.28,629.01
569.17,127.5
29.56,798.6
292.39,451.89
671.88,4.61
94.35,740.57
119.8,108.84
866.96,997.91
833,304.76
836.77,210.17
604.37,216.99
173.58,891.21
390.07,333.64
547.38,923.32
904.18,452.89
92.55,223.35
587.82,890.85
269.69,697.41
876.01,79.13
482.94,899.68
774.5,637.2
770.82,301.15
691.4,879.27
581.17,138.99
394.59,701.92
213.76,460.81
856.24,551.68
487.92,984.48
328.06,712.85
681.72,472.94
237.89,889.31
858.69,204
108.62,466.72
286.44,815.13
680.69,76.89
268.79,903.16
386.58,636.37
652.89,589.03
146.7,8.14
126.04,822.32
269.16,551.76
201.11,776.53
531.08,917.28
691.7,514.07
966.83,697.8
691.72,610.78
24.62,156.89
595.41,165.09
848.35,654.37
139.38,612.24
243.78,68.97
972.67,77.53
270.45,170.3
165.98,95.53
292.15,138.74
822.43,428.74
115.78,163.04
454.18,578.11
496.24,21.96
202.57,841.31
27.44,585.32
637.52,409.05
323.1,627.4
955.33,109.36
8.88,516.39
114.59,155.85
114.06,533.6
712.1,906.01
168.63,397.43
777.19,897.49
820.27,151.49
186.99,650.3
250.41,131.58
474.92,693.75
897.65,973.56
414.73,681.85
804.69,351.78
292.07,337.3
865.11,898.16
550.79,217.32
435.71,663.18
598.5,664.55
543.07,731.07
68.78,407.2
889.97,235.73
515.95,945.1
769.52,743.63
818.17,320.18
214.42,719.07
597.71,511.52
417.45,772.45
682.36,824.7
272.44,504.99
27.55,123.26
510.23,790.21
460.04,748.24
749.87,753.49
132.5,856.45
351.8,792.24
537.21,635.11
477.2,716.52
838.24,379.28
132.82,888.01
427.56,521.2
60.93,777.58
287.1,875.28
210.93,95.13
736.75,323.24
658.14,750.6
754.66,800.55
494.63,136.15
568.68,990.69
783.59,57.32
207.01,535.18
519.49,617.4
664.66,28.87
431.43,242.57
986.83,766.46
960.71,605.74
137.13,734.77
