a,b
395.17,826.7
731.75,536.78
832.76,336.94
483.35,65.95
474.93,669.3
753.51,787.72
510.3,892.32
861.25,371.72
282.38,792.28
99.45,576.3
668.06,845.63
473.87,354.02
935.3,18.73
935.92,302.77
747.32,253.58
849.09,277.93
456.77,8.9
932.36,345
492.43,266.54
743.47,706.79
417.84,96.58
562.26,287.84
356.28,146.25
362.6,759.4
714.6,391.86
48.88,888.84
300.68,930.69
470.59,522.33
249.49,482.24
823.02,606.26
565.09,229.58
85.54,630.38
957.65,189.46
390.18,864.82
586.34,584
742.78,71.43
251.46,289.33
835.49,884.85
135.65,851.84
362.78,854.33
312.05,489.41
121.21,755.68
362.65,429.97
82.07,333.57
716.24,305.77
835.78,507.4
366.11,157.17
667.89,872.25
505.46,240.37
890.15,439.64
258.21,446.93
131.52,40.54
941.63,861.02
785.34,408.39
576.23,695.44
290.78,902.35
851.05,770.08
496.48,112.5
973.28,177.22
902.51,393.76
48.91,998.19
800.51,998.35
689.6,798.88
13.53,711.68
517.28,536.91
787.8,897.68
878.19,926.22
534.47,759.96
852.89,401.54
446.66,51.04
220.83,294.76
66.66,91.74
905.28,149.13
523.71,935.42
691.97,74.87
436.41,372.75
637.31,392.26
71.48,171.67
633.69,162.69
311.7,498.73
987.17,999.27
151.91,335.71
492.13,41.12
451.91,593.53
520.99,36.91
941.74,569.27
350.02,505.5
937.78,325.66
948.48,33.29
864.55,593.38
639.38,533.4
591.09,878.18
27.66,316.65
679.19,382.46
269,312.27
129.55,509.2
937.98,630.61
882.32,408.1
591.76,648.45
145.95,122.45
273.4,85.25
197.83,895.51
618.87,502.18
540.43,158.87
8.7,747.7
59.96,357.35
609.63,452.75
374.99,435.73
307.34,516.83
987.63,969.77
522.52,641.74
937.45,877.61
63.04,760.34
963.93,614.96
232.9,980.92
98.25,426.96
66.61,211.07
128.38,755.52
659.37,243.51
715.75,42.04
352.29,77.55
366.42,62
385.81,589.93
604.79,230.4
168,542.9
367.56,862.72
274.01,645.82
476.81,237.8
868.09,389.61
278.99,627.83
240.88,100.56
68.39,549.58
47.86,933.52
882.41,955.37
866.63,178.01
967.89,898.51
731.13,486.48
86.4,672.72
556.4,608.8
664.9,205.92
568.41,340.83
419.89,144.83
919.41,219.27
524.32,838.69
779.19,575.94
281.58,268.77
943.96,224.79
870.54,558.16
370.58,461.43
737.51,37
970.72,110.64
223.75,203.93
960.66,420.23
798.65,559.65
982.08,364
361.22,191.44
261.39,875.05
350.47,903.19
536.92,830.2
550.23,261.46
894.37,995.29
44.97,420.41
600.35,49.09
189.16,214.78
96.12,770.53
132.25,288.07
534.62,505
415.89,813.9
863.41,496.34
323.67,374.68
351.08,480.87
570.45,443.04
773.73,462.66
696.06,202.24
663.03,707.68
68.25,344.4
855.06,180.21
585.4,959.26
563.1,760.94
257.48,882.1
369.82,143.03
374.86,98.5
377.95,152.69
271.22,591.59
559,394.33
212.28,864.02
780.13,742.05
953.92,886.4
185.85,556.37
183.17,342.45
935.48,490.58
207.78,756.03
149.64,340.67
290.34,241.28
725.97,534.49
840.52,57.38
788.36,242.22
47.53,317.84
428.57,232.55
994.66,862.25
577.66,238.45
204.51,549.63
966.05,327.01
384.89,999
925.26,222.91
785.91,513.32
748.91,823.11
854.15,625.37
495.56,975.05
24.38,677.56
67.58,928.93
733.88,347.77
597.28,360.28
763.84,368.44
5.21,203.6
722.01,460.53
672.46,380.11
837.88,658.29
728.1,162.6
34.78,321.52
831.94,955.19
251.5,630.65
671.5,794.98
435.17,673.26
92.36,14.6
729.29,108.92
97.12,879.18
367.18,568.56
793.45,663.71
641.98,201.06
668.15,718.88
943.74,9.11
988.21,567.37
632.96,136.65
794.91,164.24
822.78,271.87
44.17,427.3
49.41,415.4
40.03,240.52
97.72,786.4
7.32,547.84
200.76,254.82
554.24,335.06
691.66,100.61
130.16,743.4
983.13,443.58
960.66,806.87
912.34,695.35
921.11,109.81
552.01,959.86
172.44,982.29
219.96,279.6
51.12,51.91
653.18,677.83
40.03,852.82
553.87,111.82
52.11,117.14
750.05,598.94
154.05,320.64
344.47,344.71
582.02,68.81
735.7,60.04
638.81,504.62
972.87,851.9
655.11,706.16
129.51,73.13
907.14,403.43
33.08,148.62
484.38,666.13
191.38,689.74
418.7,392.64
521.11,656.95
676.52,548.58
575.17,491.91
539.94,17.75
349.25,187.99
765.62,868.55
191.25,442.15
292.62,687.66
302,513
939.58,30.93
896.36,310.08
103.16,670.61
583.33,523.25
52.35,740.67
277.72,125.19
532.88,626.15
507.49,566.37
733.92,373.35
329.1,940.24
134.72,269.64
329.94,461.92
41.56,217.15
180.64,886.58
998.51,57.35
271.43,960.74
982.66,39.17
461.66,899.06
740.8,293.74
544.72,462.58
167.25,729.09
531.09,937.77
44.89,581.62
444.63,176.09
722.05,964.24
336.54,427.06
556.36,731.09
857.21,336.41
164.56,667.42
723.61,214.33
622.63,32.14
582.14,265.52
195.57,399.31
580.9,136.48
213.65,938.24
117.86,262.87
153.01,109.36
913.64,38.12
773.02,115.15
476.27,109.53
507.64,781.07
930.18,408.25
87.34,61.74
243.59,449.62
464.39,495.3
277.26,928.36
110.04,634.83
763.68,883.77
928.29,227.14
367.46,108.75
39.52,895.63
677.47,841.6
421.4,541.54
116.16,437.14
995.97,890.77
668.32,110.05
311.15,1000.35
680.14,315.06
115.94,637.81
682.57,998.33
646.34,788.51
180.51,895.03
386.48,363.28
865.85,723.34
955.56,360.43
278.39,499.4
386.01,69.35
293.81,183.33
43.04,70.2
185.21,707.31
421.41,93.42
793.03,542.83
810.99,27.11
261.33,994.18
33.89,76.04
333.47,881.72
156.16,491.28
810.6,594.86
759.55,415.82
654.36,750.77
280.9,774.71
678.7,935.83
277.69,896.96
285.02,899.18
749.56,466.05
1.91,698.3
930.75,638.41
949.24,465.84
951.06,175.85
449.53,369.53
809.81,11.27
972.94,82
930.96,925.54
144.05,441.31
769.36,337.56
903.51,248.32
402.66,480.56
596.64,864.46
192.38,380.08
918.32,183.13
50.94,485.57
265.43,805.63
758.31,973.34
895.83,73.28
328.01,526.08
591.74,603
821.59,401.18
383.45,426.45
877.25,454.08
246.39,778.79
441.72,126.59
967.54,306.41
554.27,671.59
780.06,591.93
884.75,68.99
764.81,380.63
865.54,726.55
117.72,570.56
100.99,450.31
51.77,316.5
336.19,412.44
593.21,688.11
454.19,376.75
759.25,382.82
962.16,191.4
236.53,676.18
752.88,117.41
230.48,972.83
639,570.97
287.53,796.31
535.27,473.74
837.15,473.1
682.56,462.44
924.31,775.66
954.09,161.03
207.43,924.37
618.85,666.7
878.68,175.44
28.68,785.42
309.48,418.57
19.2,449.48
977.86,658.53
717.12,829.97
416.65,825.12
100.6,140.03
379.54,837.15
756.34,26.3
386.77,707.27
906.37,407.91
636.01,681.18
655.45,208.17
170.29,854.78
676.78,15.44
27.81,898.13
205.61,244.38
3.72,543.02
860.4,678.59
576.68,746.28
695.26,63.13
236.22,218.6
698.01,156.74
886.22,137.34
190.12,151.66
892.35,66.73
227.76,698.4
467.94,308.32
883.28,318.06
625.07,850.87
349.31,243.1
938.77,498.31
227.4,790.21
561.49,475.11
896.84,326.03
462.92,193.61
670.12,704.64
710.01,587.65
629.55,787.03
215.73,982.95
337.97,666.77
681.38,500.22
616.43,468.03
702.18,175.98
996.24,226.12
488.57,185.04
220,395.89
875.29,207.65
140.22,622.37
795.06,52.44
994.1,108.66
603.14,445.69
191.88,816
878.62,840.22
334.37,864.53
834.19,750.81
333.62,868.87
212.63,175.47
490.69,190.42
152.42,140.99
792.01,573.68
764.39,908.11
502.21,689.38
655.35,515.49
933.38,311.24
728.3,293.64
568.55,353.42
88.27,215.32
531.38,147.01
700.4,812.37
335.67,816.69
122.38,741.1
501.78,972.77
841.01,947.65
449.89,476.91
779.11,217.81
11.07,367.75
793.02,112.09
123.2,836.61
611.18,358.12
934.08,508.28
926.52,435.68
411.78,737.81
509.28,918.44
500.91,796.47
943.64,532.51
178.82,686.44
644.34,23.13
744.05,181.41
415.34,689.93
471.69,390.08
850.26,198.48
79.58,267.21
207.13,80.19
916.16,315.04
987.2,200.86
494.08,122.39
856.76,885.93
935.32,984.42
44.59,403.44
705.38,111.36
142.56,986.45
349.37,885.84
737.47,474.68
682.98,863.01
492.49,290.66
298.18,201.37
444.23,495.09
215.78,139.82
203.23,108.44
666.21,514.59
631.9,243.5
553.11,738.42
337.7,735.06
573.11,888.7
142.75,270.86
37.05,960.69
403.77,712.12
210.85,350.01
875.15,678.91
858.74,331.83
270.47,264.38
692.2,459.01
458.65,469.02
212.1,796
371.24,438.32
979.26,137.69
783.62,879.57
418.39,392.14
386.1,843.3
920.72,155.07
863.07,417.8
966.21,988.76
724.74,953.95
437.35,815.83
259.99,991.06
417.62,826.38
334.46,836.23
980.66,749.67
938.15,176.18
92.83,903.01
865.58,764.12
958.34,27.11
712.88,906.83
221.73,392.51
919.01,448.99
793.49,335.02
983.35,171.98
413.68,771.04
700.1,87
841.92,588.82
633.39,495.48
376.14,449.66
23.07,196.58
344.94,567.38
314.94,197.46
472.33,512.26
270.57,757.67
815.12,536.14
904.54,356.49
325.25,109.48
128.65,739.78
929.37,482.88
293.74,458.23
109.88,72.02
956.2,532.51
937.32,585.46
407.07,130.37
523.98,169.82
717.11,41.25
140.92,437.9
807.9,674.41
452.31,892.19
24.52,195.6
826.57,180.57
430.82,18.74
222.49,289.27
410.29,503.93
785.26,246.82
17.52,533.81
979.94,357.54
253.59,983.66
107,421.71
856.73,166.53
117.33,877.53
453.87,944.41
62.77,645.22
961.62,415.22
422.85,735.41
749.73,992.03
212.41,950.31
339.29,318.06
995.93,31.61
543.3,600.49
215.57,261.19
835.35,487.9
173.56,379.08
970.39,748.48
986.28,214.44
346.56,792.93
252.69,713.96
768.86,428.76
621.57,418.74
76.56,583.27
372.36,684.58
740.31,871.85
363.66,853.29
880.92,689.98
902.95,108.58
201.81,834.75
466.61,804.78
265.65,547.93
720.62,908.54
75.67,769.48
177.71,13.63
281.87,858.85
399.27,85.15
203.65,242
57.75,644.69
138.55,961.94
132.2,100.38
729.3,252.28
679.83,91.01
235.35,517.73
931.4,132.83
560.21,648.23
142.28,101.81
350.62,738.51
498.34,606.71
127.9,765.64
337.68,725.39
6.49,371.18
700.24,806.61
703.64,34.29
646.08,825.92
635.63,620.17
674.86,845.64
834.02,555.17
92.67,170.28
941.86,969.31
160.58,66.02
827.04,976.49
557.69,504.89
732.84,897.79
370.94,933.72
589.98,457.24
252.34,549.72
242.18,883.94
115.5,826.59
776.91,283.74
930.89,722.63
300.6,624.21
123.28,111.81
786.76,66.47
540.15,652.8
491.76,290.06
505.82,962.54
309.16,810.26
82.61,891.64
760.55,582.67
930.87,899.56
70.37,703.13
70.65,198.01
917.33,516.08
175.74,617.08
852.01,410.76
234.93,620.65
469.57,763.94
49.36,785.38
899.95,91.98
411.64,336.99
90.72,561.37
659.66,620.93
252.35,18.11
951.29,835.17
674.44,682.85
123.24,923.32
727.07,70.34
390.19,461.56
927.8,662.08
203,590.35
533.19,969.04
709.21,5.7
576.93,261.52
795.08,828.06
541.39,571.01
56.24,389.67
680.25,985.78
833.32,479.5
510.71,538.2
737.7,563.41
205.08,864.47
623.9,44.86
834.28,272.6
925.3,810.61
652.48,492.58
882.06,217.84
578.73,799.2
915.57,203.96
39.21,513.5
249.16,549.33
694.26,369.84
737.53,647.59
226.8,366.85
578.83,80.27
552.18,111.55
3.17,180.27
859.27,278.87
981.43,113.83
288.77,88.38
223.48,780.15
554.58,829.49
966.39,162.85
902.19,219.55
517.39,416.63
796.3,195.6
208.15,387.91
610.95,463.95
368.09,933.1
513.77,338.13
44.81,434.8
698.69,958.9
560.87,769.3
948.96,226.95
219.62,275.47
525.93,713.76
923.96,666.3
525.6,782.99
23.69,204.64
558.94,760
236.55,216.88
340.13,6.72
650.58,978.8
986.31,862.33
133.25,508.04
557.7,544.95
569.02,454.28
897.57,273.93
19.24,656.53
232.96,863.1
813.36,191.14
307.28,837.94
9.35,12.39
563.2,417.89
701.37,587.49
887.5,989.8
763.39,524.46
450.1,665.25
643.8,1.39
858.13,887.99
951.64,676.91
25.41,432.53
987.65,702.7
903.8,890.91
938.89,797.17
339.93,165.87
779.31,414.57
82.92,995.89
513.61,597.21
207.86,747.65
871.15,937.14
507.67,751.44
390.83,796.89
387.82,903.06
251.48,887.34
871.93,102.9
759.75,723.4
650.63,97.96
931.94,294.56
622.86,465.8
293.21,503.59
541.11,374.4
272.74,739.46
577.56,7.88
87.51,124.96
779.7,694.37
805.91,777.68
545.47,733.01
881.6,706.72
80.48,584.03
407.56,115.91
374.97,515.62
516.51,79.71
685.37,5.1
360.77,395.66
11.47,453.15
878.8,794.18
328.4,467.13
177.21,112.76
763.08,83.94
378.78,401.64
729.21,777.89
856.73,220.82
674.92,339.79
426.59,121.13
514.19,906.55
63.57,638.82
772.98,285.12
26.23,566.47
722.43,148.81
272.02,655.76
990.87,637.48
841.28,202.72
818.68,83.73
704.48,136.51
861.64,938.77
519.5,285.87
711.39,33.83
36.1,325.7
822.96,898.01
835.41,998.98
629.75,834.66
768.28,993.91
126.02,488.77
668.97,433.31
257.69,911.01
319.95,113
904.25,698.19
554.22,40.08
954.24,196.67
566.67,415.09
334.45,526.86
106.94,163.81
957.3,673.6
184.68,624.34
159.78,683.36
827.79,438.65
205.57,127.66
954.47,709.36
583.97,97.24
824.7,572.01
395.24,252.89
662.21,763.93
705.35,697.28
702.89,823.69
577.56,629.51
637.2,394.96
288.74,596.92
113.99,603.65
33.88,973.12
563.76,214.51
747.32,999.16
278.23,154.66
710.63,83.7
532.06,76.33
174.47,736.77
837.9,140.13
756.4,388.04
20.57,107.57
241.11,926.45
662.83,164.93
741.69,750.4
909.8,214.38
956.96,706.46
308.96,563.03
551.44,47.74
542.52,173.27
338.9,972.63
820.21,369.88
878.22,351.4
267.87,686.72
53.49,686.39
364.89,748.69
804.12,136.61
46.55,424.28
98.86,576.11
239.98,571.27
523.88,891.1
558.6,479.22
872.59,689.48
681.1,361.99
788.44,614.65
954.01,649.5
163.05,44.73
936.88,783.28
312.35,667.9
478.97,517.71
124.16,972.42
155.89,73.87
76.25,441.12
179.81,488.69
13.48,961.94
266.1,840.18
500.72,783.13
548.52,741.89
872.87,222.89
9.95,338.34
660.34,504.76
474.88,528.47
683.63,833.24
30.57,197.69
264.68,837.17
955.69,361.86
421.85,387.9
25.13,983.83
480.03,308.68
206.65,853.25
243.35,386.06
623.22,89.23
573.84,896.2
1.07,697.03
242.27,737.33
746.74,504.25
464.07,862.43
540.85,75.81
190.38,106.75
895.46,547.26
60.5,704.93
391.8,271.06
648.13,426.81
290.05,632.34
250.77,587.59
428.88,262.58
200.14,797.86
155.85,223.4
922.61,498.92
117.62,301.87
831.32,845.78
901.87,436.59
986,614.53
98.97,838.85
11.19,157.94
311.39,253.84
886.14,385.6
145.61,313.3
232.87,834.92
309.72,313.6
378.08,696.69
215.1,596.1
709.36,871.34
39.98,741.21
532.37,335.63
702.2,177.51
976.78,998.01
504,759.91
425.46,460.15
882.76,12.42
454.55,30.68
437.97,468.29
640.11,132.82
534.74,730.49
513.08,854.18
190.66,195.21
855.96,363.59
111.86,81.95
543.1,188.51
272.83,671.3
15.35,417.83
489.77,951.15
244.45,649.12
787.19,159.99
434.23,153.44
923.94,660.88
296.4,937.82
948.26,394.52
150.07,264.9
311.98,24.9
252,123.46
30.11,854.48
612.45,273.64
74.39,41.7
778.87,473.85
543.64,377.11
54.21,7.95
156.51,911.41
89.43,859.99
217.62,479.42
310.11,871.45
618.74,388.74
524.87,947.43
511.38,495.53
686.61,150.06
333.68,902.99
425.16,765.58
160.13,257.12
853.78,241.23
862.75,657.46
352.42,882.28
839.06,844.02
298.95,254.79
397.26,418.8
909.35,563.28
848.16,570.91
742.46,194.16
899.2,62.52
564.27,806.59
640.66,507.89
75.11,220.92
623.57,112.01
771.43,648.37
462.83,126.82
82.67,800.18
356.83,539.61
643.89,685.04
102.76,589.81
673.96,322.17
947.95,6.74
36.21,118.2
830.72,148.17
112.38,264.25
743.89,208.62
328.99,592.37
439.71,248.21
843.01,668.27
534.21,66.03
664.45,502.28
429.17,200.33
253.55,165.39
81.25,417.08
101.25,693.34
423.06,406.94
520.38,827.61
64.02,370.66
951.97,908.8
121.13,763.34
986.28,328.39
96.45,735.01
129.37,80.62
542.53,672.2
16.55,726.13
493.23,899.23
981.53,430.36
148.8,979.3
563.95,866.53
578.36,950.56
316.78,489.65
392.71,824.95
429.71,774.13
305.08,33.37
678.91,610.7
94.47,380.7
312.31,276.97
19.49,592.86
245.19,859.13
261.04,404.5
232.5,543.44
314.24,270.62
748.24,376.02
93.13,148.07
4.01,97.05
15.7,932.98
736.71,989.31
751.8,232.41
299.64,370.51
284.54,618.18
555.62,863.87
111.53,303.46
179.56,934.6
845.84,902.09
908.46,849.13
784.15,983.32
856.93,124.38
467.65,342.37
917.53,440.87
535.88,138.76
333.5,391.04
68.99,90.11
927.59,33.04
900.19,678.35
721,943.56
80.46,797.84
638.29,322.97
848.94,960.84
275.02,870.47
565.75,830.5
83.83,589.55
294.54,719.32
763.47,754.69
507.19,546.42
741.94,539.66
216.05,477.95
893.52,851.37
772.9,485.4
884.82,69.5
181.99,562.57
687.34,825.38
281.79,747.8
256.83,403.88
336.21,753.1
626.52,796.38
828.26,596.34
712.33,770.06
980.09,281.64
371.23,330.4
401,378.53
687.15,338.21
138.42,802.23
108.03,599.51
771.6,756.46
270.92,846.24
945.96,727.18
62.63,140.54
225.56,586.21
224.26,924.61
190.41,214.3
613.88,463.09
412.56,968.05
32.84,763.44
328.41,669.92
513.11,270.98
908.43,449.58
213.68,17.96
233.29,93.73
507.16,146.75
282.64,321.95
181.79,233.7
443.21,78.51
720.57,62.7
160.63,993.59
601.7,668.08
731.55,203.13
771.63,124.4
581.24,218.01
245.64,132.18
30.03,890.96
338.89,764.97
957.23,534.45
457.28,501.03
296.98,785.19
886.3,121.5
841.47,900.71
560.98,590.61
749.93,165.65
500.35,26.23
269.17,37.62
632.88,692.06
930.89,89.72
5.38,417.27
974.8,168.86
891.91,834.21
719.99,708.61
199.94,952.5
183.5,237.68
820.83,25.92
761.44,929.15
201.44,742.3
