a,b
4,852.34
8.11,977.44
957.57,271.82
849.17,159.59
603.22,109.36
90.73,335.2
231.74,493.83
652.56,379.34
545.88,352.94
450.46,837.51
889.94,812.23
123.69,280.6
290.38,976.97
623.84,982.31
374.82,518.92
310.04,705.51
726.26,293.66
280.94,979.23
508.3,593.65
919.91,660.21
696.27,885.66
196.34,276.35
726.12,198.19
873.9,729.89
787.58,952.44
565.6,577.78
727.88,499.97
403.78,800.53
124.68,814.08
849.59,605.81
788.12,159.92
599.31,569.35
759.53,688.13
682.13,46.63
197.29,487.65
672.69,802.98
136.22,373.15
909.38,115.82
340.08,936.36
295.1,914.19
830.51,461.45
278.92,331.3
712.79,771.65
668.73,48.09
54.45,313.87
993.49,361.39
217.22,452.22
645.99,734.14
115.01,787.02
425.76,279.97
806.29,265.15
11.79,513.16
77.25,99.62
366.54,696.72
207.44,762.69
739.57,578.32
119.29,978.01
844.41,300.38
728.95,632.46
991.61,317.56
272.37,661.18
119.37,825.27
528.97,705.84
839.94,94.7
454.24,503.43
926.07,852.49
843.76,395.38
764.25,355.46
647.49,350.59
196.18,281.68
153.97,797.1
795.51,781.59
879.08,894.9
632.67,210.29
473.21,69.32
398.13,47.99
618.37,251.64
428.25,715.8
240.55,288.67
450.49,912.86
695.62,731.18
359.16,19.89
513.51,128.12
629.38,884.29
164.47,253.18
220.32,553.53
335.59,581.65
336.14,63.79
757.28,829.71
994.1,75.62
258.24,518.91
977.13,601.64
689.85,415.86
519.12,445.22
140.76,186.39
818.35,193.79
62.77,752.53
861.04,870.49
322.5,786.58
505.06,818.79
609.19,547.42
591.8,453.23
290,319.8
685.42,185.35
103.65,73.04
459.92,88.23
627.72,374.55
730.02,638.84
152.41,928.03
670.86,831.51
736.03,869.4
53.89,705.98
968.89,411.97
969.45,688.55
81.57,374.67
424.24,708.74
865.7,427.03
266.25,505.82
1000.1,855
270.24,295
858.79,744.35
984.05,590.69
256.03,601.14
577.35,624.67
989.84,288.65
85.79,849.22
941.33,598.51
424.29,903.27
903.08,112.58
247.14,181.63
799.13,756.92
260,12.17
781.6,312.75
273.03,501.11
869.16,548.88
952.86,712.96
943.17,901.05
153.92,243.53
939.27,481.33
349.64,873.95
275.13,2.08
150.46,583.16
561.56,526.7
528.05,754.45
263.18,639.61
461.74,923.19
465.51,895.87
240.5,680.06
567.18,217.46
514.1,117.57
5.62,383.92
314.37,627.23
272.36,950.62
587.93,260.32
466.13,545.86
250.85,573.48
508.93,937.48
847.36,557.82
308.9,989.45
960.07,65.06
273.47,246.73
539.02,750.79
805.72,236.11
618.48,232.83
796.76,753.51
397.98,647.95
41.35,536.81
861.52,550.34
953.23,447.6
121.62,733.29
405.83,649.03
651.37,223.8
52.57,869.02
418.13,404.1
344.7,4.34
589.47,49.5
796.69,476.93
164.83,958.34
189.34,416.52
954.16,926.34
187.02,253.64
298.91,408.93
537.6,806.62
202.28,806.06
829.43,51.07
741.68,74.86
503.23,392.65
973.01,158.85
846.47,430.63
238.06,902.69
18.35,318.94
928.6,429.61
