a,b
989.65,832.88
404.2,36.9
185.11,918.03
929.72,999.27
656.21,521.36
291.88,544.51
388.08,767.25
998.53,262.41
556.53,628.22
793.27,559.88
113.91,731.66
256.83,94.56
596.97,156.8
861.9,753.5
913.68,9.2
660.15,429.79
423.64,621.06
923.52,313.08
934.82,691.31
26.12,793.22
605.42,54.88
941.94,453.91
567.85,66.25
868.01,212.97
673.04,679.03
790.08,594.97
535.78,878.21
32.86,302.61
211.94,101.33
503.18,5.92
984.8,103.64
63.49,429.02
252.47,592.36
87.95,553.69
149.12,572.39
308.43,28.37
837.75,570.07
291.44,100.68
50.18,767
517.79,974.95
157.49,662.16
341.02,128.28
701.98,175.01
209.77,176.59
709.76,895.67
98.81,416.24
571.81,346.18
916.91,247.72
453.63,194.31
985.04,158.1
66.59,604.04
45.35,63.22
773.41,312.46
299.47,668.45
134.7,42.15
943.35,539.36
66.92,934.62
673.57,282.82
80.86,58.91
57.38,194
246.27,772.6
149.15,761.3
583.05,214.8
724.25,232.85
197.49,455.72
317.16,118.91
969.19,208.91
680.14,783.76
358.06,661.22
794.13,830.26
492.87,390.13
836.17,345.29
7.27,726.16
261.88,180.7
219.47,766.68
72.82,179.11
520.75,981.63
659.82,472.24
930.9,661.74
522.52,693.4
956.75,817.61
705.73,728.09
18.67,314.17
961.55,171.46
818.74,587.29
973.62,779.98
201.68,910.72
389.99,247.97
770.77,224.54
946.91,275.35
778.57,137.28
38,337.39
174.06,812.35
824.15,73.67
882.85,254.16
961.27,924.24
210.81,861.1
875.35,184.3
567.71,68.21
647.63,900.15
137.96,189.75
201.68,101.85
504.87,338.89
466.01,1.16
333.77,245.4
23.32,237.01
87.53,61.26
315.74,416.07
956.02,247.2
601.58,879.33
366.21,728.91
637.16,355.19
131.2,876.18
950.1,478.28
390.51,581.42
359.81,517.69
930.43,680.54
114.12,42.75
248.4,803.73
931.65,852.35
235.82,946.82
36.54,600.86
758.78,655.6
426.05,69.99
862.38,48.3
465.2,202.34
811.1,800.94
87.83,886.46
145.7,581.43
313.07,381.62
454.76,32.54
244.19,428.94
667.31,309.77
600.99,199.48
264.41,720.71
163.11,650.04
158.74,213.96
133.35,381.47
403.02,860.72
277.05,884.32
938.4,969.04
872.81,551.2
455.76,340.08
863.57,55.29
670.16,688.94
795.17,195.45
763.4,509.49
374.8,281.66
804.32,729.61
288.68,883.14
895.31,543.53
305.39,802.98
5.34,285.6
75.17,581.71
398.61,873
239.09,675.59
850.51,688.54
613.85,851.33
74.6,507.21
177.24,687.68
17.96,66.27
379.28,824.89
314.02,206.43
11.35,396.4
1000.72,284
850.26,628.23
510.68,643.02
253.71,245.1
864.71,927.02
760.74,199.15
198.95,23.04
705.53,922.18
490.93,528.71
201.55,715.7
561.88,292
642.9,306.08
589.82,53.93
199.85,179.39
288.9,3.9
50.53,383.98
735.63,896.47
945.01,322.91
272.08,203.42
923.26,818.64
806.53,8.27
453.75,391.28
631.87,984.29
326.61,114.47
779.13,711.3
954.74,387.27
889.78,285.09
793.81,775.24
453.25,538.57
128.44,190.12
