a,b
844.54,626.01
257.56,672.84
343.79,986.2
207.4,549.37
794.48,997.38
67.65,301.03
728.23,21.46
414.75,669.12
395.38,231.45
908.81,430.98
692.28,477.81
600.93,609.58
553.29,325.23
10.31,324.13
567.72,898.99
881.76,210.34
51.24,189.47
796.4,855.44
85.38,393.51
343.93,464.51
337.21,515.99
502.96,425.37
318.73,402.02
461.98,790.36
534.27,83.81
808.54,97.83
596.65,518.21
376.9,583.78
196.34,381.45
385.35,725.97
333.3,365.1
589.56,359.99
691.53,42.59
351.55,285.57
141.33,706.18
391.59,635.26
6.43,177.99
988.49,747.71
48.47,768.69
445.87,513.1
376.09,170.6
282.53,185.31
737.26,835.8
245.84,277.3
707.94,693.6
432.02,315.13
502.21,517.58
667.65,466.79
798.96,900.72
335.05,875.9
38.88,716.04
117.65,201.88
794.66,36.25
331.27,736.82
477.22,275.73
454.1,264.15
551.06,170.95
969.89,309.73
210.39,753.44
465.92,939.04
741.83,780.28
382.52,520.79
444.36,847.76
172.51,834.26
515.43,189.12
824.94,8.68
186.29,547.49
501.59,662.95
797.29,722.58
733.87,298.15
122.19,277.89
419.85,719.65
447.65,577.52
435.05,281.21
188.21,685.27
914.95,856.79
197.25,304.69
533.61,764.78
510.38,287.6
228.9,599.65
348.73,201.88
105.69,508.77
250.79,203.83
542.43,964.58
443.42,522.97
465.98,45.48
547.89,345.36
682.5,923.64
371.27,277.67
180.82,636.42
843.31,179.7
789.33,779.71
684.75,332.45
336.47,337.71
412.93,205.07
616.27,474.63
869,525.56
570.8,584.07
159.81,475.15
646.34,754.21
297.88,326.7
967.65,943.42
426.09,338.34
685.48,144.79
576.65,851.74
589.56,63.64
572.88,896.02
974.26,847.29
13.49,936.82
135.36,17.89
828.17,792.39
896.46,142.23
649.37,859.8
405.02,201.62
418.47,570.4
128.05,68.44
895.66,56.06
236.9,637.21
647.4,404.48
692.71,743.22
301.67,970.26
873.64,941.89
447.06,694.09
995.26,892.22
631.26,26.75
827.95,859.93
622.82,753.95
328.9,290.73
670.61,330.9
83.8,1.26
114.52,773.02
320.6,152.03
930.54,72.47
733.46,445.22
866.05,80.49
943.74,545.76
392.79,781.67
615.63,69.47
957.49,125.15
609.61,592.76
866.91,115.18
287.76,970.07
160.68,566.12
30.7,736.07
62.21,682.17
816.45,754.96
943.77,83.01
405.47,187.7
369.57,56.54
272.98,488.13
469.88,767.45
526.8,48.65
316.66,289.76
405.07,524.56
740.29,787.94
269.96,179.8
444.99,201.97
490.41,872.87
918.87,309.15
582.24,344.98
24.03,427.37
529.57,299.08
978.92,450.17
735.85,954.52
528.33,672.45
776.71,714.58
129.46,208.86
889.29,333.56
704.92,510.7
41.21,315.2
385.02,352.1
596.18,694.4
930.25,940.84
350.03,930.45
596.81,411.37
383.86,441.76
666.32,87.05
112.26,566.54
736.32,169.07
989.45,693.71
963.58,714.57
358.04,562.91
72.06,883.9
157.69,773.91
802.28,898.26
473.97,620.36
667.04,489.41
612.99,740.75
4.67,330.55
677.17,518.92
511.39,202.69
564.39,202.36
374.92,557.46
304.82,288.42
975.93,132.21
926.48,862.07
665.43,170.61
962.31,220.25
409.56,988.99
309.76,854
203,461.72
311.62,2.82
655.61,698.89
718.89,609.51
191.04,868.32
273.23,981.61
553.02,94.54
581.2,131.92
760.36,384.85
872.25,906.35
16.32,295.28
458.96,417.95
709.97,581.64
318.63,479.34
517.47,816.75
26.6,364.36
637.02,852.13
758.67,181.08
785.88,280.56
527.88,135.18
625.76,874.21
860.99,179.84
329.99,684.11
638.57,824
598.67,374.84
596.35,768.01
749.55,970.46
324.47,936.01
291.35,224.33
275.88,16.12
869.11,307.71
28.15,772.65
618.58,850.93
176.02,296.5
564.35,976.5
893.96,325.27
356.9,154.82
54.2,511.47
36.5,927.94
407.35,483.85
302.12,635.24
597.85,63.17
880.31,57.77
452.63,994.82
481.12,672.73
743.95,730.57
384.6,7.28
131.79,744.69
868.36,22.7
455.27,31.3
414.84,63.31
421.11,702.6
913.03,579.13
78.56,246.06
739.22,248.15
343.79,921
495.44,120.54
190.23,826.8
662.89,772.83
401.8,34.25
838.35,590.82
656.17,620.03
558.06,239.8
376.69,476.59
794.75,587.33
147.24,639.84
141.84,865.68
559.3,241.22
216.07,605.95
354.56,472.61
376.81,1000.84
749.21,456.67
410.66,863.13
138.91,610.74
71.37,470.51
317.28,862.49
127.35,356.65
807.53,759.2
191.43,281.97
886.95,828.5
321.75,455.79
821.47,369.7
489.28,863.66
282.62,164.25
986.49,713.98
367.97,385.47
173.24,198.53
634.85,611.16
841.35,57.12
695.87,705.21
130.16,539
754.49,450.72
776.81,708.09
994.41,6.19
37.29,812.61
232.11,120.56
176.95,944.37
717.11,115.4
491,41.18
899.49,434.97
884.09,588.86
500.26,975.09
22.78,63.57
144.85,593.1
69.92,338.86
789.38,947.72
826.8,869.65
507.1,363.35
710.32,192.75
345.32,662.44
516.66,639.17
78.07,626.39
651.64,818.61
162.02,290.14
126.14,994.53
99.68,29.91
863.34,864.1
611.02,578.06
481.82,533.93
660.95,860.57
480.67,968.54
654.3,621.59
